Region,Indicator,Year,value
 Central region, Obstetrics & gynecologists,2019,31.0
 Central region, Obstetrics & gynecologists,2018,16.0
 Central region, Obstetrics & gynecologists,2017,21.0
 Central region, Obstetrics & gynecologists,2016,26.0
 Central region, Obstetrics & gynecologists,2015,30.0
 Central region, Oncologists,2025,8.0
 Central region, Oncologists,2024,9.0
 Central region, Oncologists,2023,8.0
 Central region, Oncologists,2022,12.0
 Central region, Oncologists,2021,9.0
 Central region, Oncologists,2020,13.0
 Central region, Oncologists,2019,14.0
 Central region, Oncologists,2018,6.0
 Central region, Oncologists,2017,4.0
 Central region, Oncologists,2016,3.0
 Central region, Oncologists,2015,3.0
 Central region, Psychiatrists,2025,25.0
 Central region, Psychiatrists,2024,26.0
 Central region, Psychiatrists,2023,31.0
 Central region, Psychiatrists,2022,27.0
 Central region, Psychiatrists,2021,25.0
 Central region, Psychiatrists,2020,25.0
 Central region, Psychiatrists,2019,26.0
 Central region, Psychiatrists,2018,24.0
 Central region, Psychiatrists,2017,24.0
 Central region, Psychiatrists,2016,28.0
 Central region, Psychiatrists,2015,29.0
 Central region, Ophtalmologists,2025,11.0
 Central region, Ophtalmologists,2024,12.0
 Central region, Ophtalmologists,2023,10.0
 Central region, Ophtalmologists,2022,10.0
 Central region, Ophtalmologists,2021,10.0
 Central region, Ophtalmologists,2020,11.0
 Central region, Ophtalmologists,2019,11.0
 Central region, Ophtalmologists,2018,10.0
 Central region, Ophtalmologists,2017,11.0
 Central region, Ophtalmologists,2016,12.0
 Central region, Ophtalmologists,2015,10.0
 Central region, Otorhinolaryngologists,2025,10.0
 Central region, Otorhinolaryngologists,2024,11.0
 Central region, Otorhinolaryngologists,2023,11.0
 Central region, Otorhinolaryngologists,2022,12.0
 Central region, Otorhinolaryngologists,2021,13.0
 Central region, Otorhinolaryngologists,2020,12.0
 Central region, Otorhinolaryngologists,2019,10.0
 Central region, Otorhinolaryngologists,2018,14.0
 Central region, Otorhinolaryngologists,2017,10.0
 Central region, Otorhinolaryngologists,2016,11.0
 Central region, Otorhinolaryngologists,2015,11.0
 Central region, Dermatologists,2025,5.0
 Central region, Dermatologists,2024,5.0
 Central region, Dermatologists,2023,4.0
 Central region, Dermatologists,2022,7.0
 Central region, Dermatologists,2021,8.0
 Central region, Dermatologists,2020,7.0
 Central region, Dermatologists,2019,7.0
 Central region, Dermatologists,2018,3.0
 Central region, Dermatologists,2017,1.0
 Central region, Dermatologists,2016,1.0
 Central region, Dermatologists,2015,1.0
 Central region, Infections,2025,148.0
 Central region, Infections,2024,134.0
 Central region, Infections,2023,149.0
 Central region, Infections,2022,148.0
 Central region, Infections,2021,130.0
 Central region, Infections,2020,104.0
 Central region, Infections,2019,102.0
 Central region, Infections,2018,66.0
 Central region, Infections,2017,81.0
 Central region, Infections,2016,68.0
 Central region, Infections,2015,70.0
 Central region, Tuberculosis,2025,0.0
 Central region, Tuberculosis,2024,0.0
 Central region, Tuberculosis,2023,0.0
 Central region, Tuberculosis,2022,0.0
 Central region, Tuberculosis,2021,0.0
 Central region, Tuberculosis,2020,0.0
 Central region, Tuberculosis,2019,0.0
 Central region, Tuberculosis,2018,24.0
 Central region, Tuberculosis,2017,28.0
 Central region, Tuberculosis,2016,25.0
 Central region, Tuberculosis,2015,24.0
 Central region, HIV/Venerology,2025,0.0
 Central region, HIV/Venerology,2024,0.0
 Central region, HIV/Venerology,2023,0.0
 Central region, HIV/Venerology,2022,0.0
 Central region, HIV/Venerology,2021,0.0
 Central region, HIV/Venerology,2020,0.0
 Central region, HIV/Venerology,2019,0.0
 Central region, HIV/Venerology,2018,5.0
 Central region, HIV/Venerology,2017,8.0
 Central region, HIV/Venerology,2016,8.0
 Central region, HIV/Venerology,2015,6.0
 Central region, Physiotherapists,2025,95.0
 Central region, Physiotherapists,2024,96.0
 Central region, Physiotherapists,2023,79.0
 Central region, Physiotherapists,2022,68.0
 Central region, Physiotherapists,2021,69.0
 Central region, Physiotherapists,2020,61.0
 Central region, Physiotherapists,2019,69.0
 Central region, Physiotherapists,2018,59.0
 Central region, Physiotherapists,2017,48.0
 Central region, Physiotherapists,2016,45.0
 Central region, Physiotherapists,2015,45.0
 Central region, Palliative care,2025,21.0
 Central region, Palliative care,2024,14.0
 Central region, Palliative care,2023,11.0
 Central region, Palliative care,2022,12.0
 Central region, Palliative care,2021,10.0
 Central region, Palliative care,2020,9.0
 Central region, Palliative care,2019,6.0
 Central region, Palliative care,2018,7.0
 Central region, Palliative care,2017,5.0
 Central region, Palliative care,2016,4.0
 Central region, Palliative care,2015,5.0
 Central region, Elderly,2025,0.0
 Central region, Elderly,2024,0.0
 Central region, Elderly,2023,0.0
 Central region, Elderly,2022,0.0
 Central region, Elderly,2021,0.0
 Central region, Elderly,2020,0.0
 Central region, Elderly,2019,0.0
 Central region, Elderly,2018,8.0
 Central region, Elderly,2017,7.0
 Central region, Elderly,2016,7.0
 Central region, Elderly,2015,10.0
 Central region, Traditional medicine doctor,2025,82.0
 Central region, Traditional medicine doctor,2024,94.0
 Central region, Traditional medicine doctor,2023,98.0
 Central region, Traditional medicine doctor,2022,87.0
 Central region, Traditional medicine doctor,2021,81.0
 Central region, Traditional medicine doctor,2020,80.0
 Central region, Traditional medicine doctor,2019,74.0
 Central region, Traditional medicine doctor,2018,45.0
 Central region, Traditional medicine doctor,2017,44.0
 Central region, Traditional medicine doctor,2016,43.0
 Central region, Traditional medicine doctor,2015,39.0
 Central region, Dentist & stamatologist,2025,56.0
 Central region, Dentist & stamatologist,2024,50.0
 Central region, Dentist & stamatologist,2023,42.0
 Central region, Dentist & stamatologist,2022,42.0
 Central region, Dentist & stamatologist,2021,42.0
 Central region, Dentist & stamatologist,2020,40.0
 Central region, Dentist & stamatologist,2019,45.0
 Central region, Dentist & stamatologist,2018,22.0
 Central region, Dentist & stamatologist,2017,37.0
 Central region, Dentist & stamatologist,2016,33.0
 Central region, Dentist & stamatologist,2015,31.0
 Central region, Other,2025,292.0
 Central region, Other,2024,281.0
 Central region, Other,2023,225.0
 Central region, Other,2022,264.0
 Central region, Other,2021,278.0
 Central region, Other,2020,262.0
 Central region, Other,2019,199.0
 Central region, Other,2018,141.0
 Central region, Other,2017,87.0
 Central region, Other,2016,117.0
 Central region, Other,2015,95.0
 Govisumber,Nurses-Total,2025,64.0
 Govisumber,Nurses-Total,2024,64.0
 Govisumber,Nurses-Total,2023,61.0
 Govisumber,Nurses-Total,2022,58.0
 Govisumber,Nurses-Total,2021,59.0
 Govisumber,Nurses-Total,2020,52.0
 Govisumber,Nurses-Total,2019,58.0
 Govisumber,Nurses-Total,2018,65.0
 Govisumber,Nurses-Total,2017,67.0
 Govisumber,Nurses-Total,2016,62.0
 Govisumber,Nurses-Total,2015,61.0
 Govisumber, General practitioners,2025,21.0
 Govisumber, General practitioners,2024,26.0
 Govisumber, General practitioners,2023,20.0
 Govisumber, General practitioners,2022,29.0
 Govisumber, General practitioners,2021,19.0
 Govisumber, General practitioners,2020,17.0
 Govisumber, General practitioners,2019,33.0
 Govisumber, General practitioners,2018,31.0
 Govisumber, General practitioners,2017,37.0
 Govisumber, General practitioners,2016,30.0
 Govisumber, General practitioners,2015,31.0
 Govisumber, Basic and specialized,2025,42.0
 Govisumber, Basic and specialized,2024,38.0
 Govisumber, Basic and specialized,2023,39.0
 Govisumber, Basic and specialized,2022,29.0
 Govisumber, Basic and specialized,2021,39.0
 Govisumber, Basic and specialized,2020,35.0
 Govisumber, Basic and specialized,2019,23.0
 Govisumber, Basic and specialized,2018,32.0
 Govisumber, Basic and specialized,2017,28.0
 Govisumber, Basic and specialized,2016,30.0
 Govisumber, Basic and specialized,2015,29.0
 Govisumber, Internists,2025,4.0
 Govisumber, Internists,2024,4.0
 Govisumber, Internists,2023,0.0
 Govisumber, Internists,2022,0.0
 Govisumber, Internists,2021,0.0
 Govisumber, Internists,2020,0.0
 Govisumber, Internists,2019,0.0
 Govisumber, Internists,2018,4.0
 Govisumber, Internists,2017,4.0
 Govisumber, Internists,2016,4.0
 Govisumber, Internists,2015,5.0
 Govisumber, Pediatrics,2025,4.0
 Govisumber, Pediatrics,2024,5.0
 Govisumber, Pediatrics,2023,5.0
 Govisumber, Pediatrics,2022,4.0
 Govisumber, Pediatrics,2021,4.0
 Govisumber, Pediatrics,2020,1.0
 Govisumber, Pediatrics,2019,7.0
 Govisumber, Pediatrics,2018,8.0
 Govisumber, Pediatrics,2017,8.0
 Govisumber, Pediatrics,2016,8.0
 Govisumber, Pediatrics,2015,9.0
 Govisumber, Surgical,2025,4.0
 Govisumber, Surgical,2024,4.0
 Govisumber, Surgical,2023,4.0
 Govisumber, Surgical,2022,2.0
 Govisumber, Surgical,2021,2.0
 Govisumber, Surgical,2020,2.0
 Govisumber, Surgical,2019,3.0
 Govisumber, Surgical,2018,3.0
 Govisumber, Surgical,2017,2.0
 Govisumber, Surgical,2016,3.0
 Govisumber, Surgical,2015,5.0
 Govisumber, Traumotologists,2025,1.0
 Govisumber, Traumotologists,2024,0.0
 Govisumber, Traumotologists,2023,2.0
 Govisumber, Traumotologists,2022,0.0
 Govisumber, Traumotologists,2021,0.0
 Govisumber, Traumotologists,2020,0.0
 Govisumber, Traumotologists,2019,0.0
 Govisumber, Traumotologists,2018,0.0
 Govisumber, Traumotologists,2017,0.0
 Govisumber, Traumotologists,2016,0.0
 Govisumber, Traumotologists,2015,0.0
 Govisumber, Сэхээн амьдруулахын,2025,
 Govisumber, Сэхээн амьдруулахын,2024,0.0
 Govisumber, Сэхээн амьдруулахын,2023,2.0
 Govisumber, Сэхээн амьдруулахын,2022,2.0
 Govisumber, Сэхээн амьдруулахын,2021,0.0
 Govisumber, Сэхээн амьдруулахын,2020,1.0
 Govisumber, Сэхээн амьдруулахын,2019,0.0
 Govisumber, Сэхээн амьдруулахын,2018,1.0
 Govisumber, Сэхээн амьдруулахын,2017,1.0
 Govisumber, Сэхээн амьдруулахын,2016,1.0
 Govisumber, Сэхээн амьдруулахын,2015,1.0
 Govisumber, Anaesthesiologists,2025,6.0
 Govisumber, Anaesthesiologists,2024,6.0
 Govisumber, Anaesthesiologists,2023,2.0
 Govisumber, Anaesthesiologists,2022,2.0
 Govisumber, Anaesthesiologists,2021,2.0
 Govisumber, Anaesthesiologists,2020,1.0
 Govisumber, Anaesthesiologists,2019,5.0
 Govisumber, Anaesthesiologists,2018,3.0
 Govisumber, Anaesthesiologists,2017,1.0
 Govisumber, Anaesthesiologists,2016,1.0
 Govisumber, Anaesthesiologists,2015,0.0
 Govisumber, Neurologists,2025,0.0
 Govisumber, Neurologists,2024,0.0
 Govisumber, Neurologists,2023,0.0
 Govisumber, Neurologists,2022,0.0
 Govisumber, Neurologists,2021,2.0
 Govisumber, Neurologists,2020,0.0
 Govisumber, Neurologists,2019,0.0
 Govisumber, Neurologists,2018,0.0
 Govisumber, Neurologists,2017,0.0
 Govisumber, Neurologists,2016,0.0
 Govisumber, Neurologists,2015,0.0
 Govisumber, Obstetrics & gynecologists,2025,0.0
 Govisumber, Obstetrics & gynecologists,2024,0.0
 Govisumber, Obstetrics & gynecologists,2023,4.0
 Govisumber, Obstetrics & gynecologists,2022,0.0
 Govisumber, Obstetrics & gynecologists,2021,0.0
 Govisumber, Obstetrics & gynecologists,2020,0.0
 Govisumber, Obstetrics & gynecologists,2019,4.0
 Govisumber, Obstetrics & gynecologists,2018,0.0
 Govisumber, Obstetrics & gynecologists,2017,0.0
 Govisumber, Obstetrics & gynecologists,2016,0.0
 Govisumber, Obstetrics & gynecologists,2015,0.0
 Govisumber, Oncologists,2025,2.0
 Govisumber, Oncologists,2024,0.0
 Govisumber, Oncologists,2023,0.0
 Govisumber, Oncologists,2022,2.0
 Govisumber, Oncologists,2021,1.0
 Govisumber, Oncologists,2020,1.0
 Govisumber, Oncologists,2019,0.0
 Govisumber, Oncologists,2018,0.0
 Govisumber, Oncologists,2017,0.0
 Govisumber, Oncologists,2016,0.0
 Govisumber, Oncologists,2015,0.0
 Govisumber, Psychiatrists,2025,0.0
 Govisumber, Psychiatrists,2024,0.0
 Govisumber, Psychiatrists,2023,0.0
 Govisumber, Psychiatrists,2022,0.0
 Govisumber, Psychiatrists,2021,0.0
 Govisumber, Psychiatrists,2020,0.0
 Govisumber, Psychiatrists,2019,0.0
 Govisumber, Psychiatrists,2018,0.0
 Govisumber, Psychiatrists,2017,0.0
 Govisumber, Psychiatrists,2016,0.0
 Govisumber, Psychiatrists,2015,0.0
 Govisumber, Ophtalmologists,2025,0.0
 Govisumber, Ophtalmologists,2024,0.0
 Govisumber, Ophtalmologists,2023,0.0
 Govisumber, Ophtalmologists,2022,1.0
 Govisumber, Ophtalmologists,2021,1.0
 Govisumber, Ophtalmologists,2020,0.0
 Govisumber, Ophtalmologists,2019,0.0
 Govisumber, Ophtalmologists,2018,0.0
 Govisumber, Ophtalmologists,2017,0.0
 Govisumber, Ophtalmologists,2016,0.0
 Govisumber, Ophtalmologists,2015,0.0
 Govisumber, Otorhinolaryngologists,2025,0.0
 Govisumber, Otorhinolaryngologists,2024,0.0
 Govisumber, Otorhinolaryngologists,2023,0.0
 Govisumber, Otorhinolaryngologists,2022,1.0
 Govisumber, Otorhinolaryngologists,2021,1.0
 Govisumber, Otorhinolaryngologists,2020,1.0
 Govisumber, Otorhinolaryngologists,2019,1.0
 Govisumber, Otorhinolaryngologists,2018,1.0
 Govisumber, Otorhinolaryngologists,2017,1.0
 Govisumber, Otorhinolaryngologists,2016,1.0
 Govisumber, Otorhinolaryngologists,2015,1.0
 Govisumber, Dermatologists,2025,0.0
 Govisumber, Dermatologists,2024,0.0
 Govisumber, Dermatologists,2023,0.0
 Govisumber, Dermatologists,2022,0.0
 Govisumber, Dermatologists,2021,0.0
 Govisumber, Dermatologists,2020,0.0
 Govisumber, Dermatologists,2019,0.0
 Govisumber, Dermatologists,2018,0.0
 Govisumber, Dermatologists,2017,0.0
 Govisumber, Dermatologists,2016,0.0
 Govisumber, Dermatologists,2015,0.0
 Govisumber, Infections,2025,6.0
 Govisumber, Infections,2024,7.0
 Govisumber, Infections,2023,9.0
 Govisumber, Infections,2022,10.0
 Govisumber, Infections,2021,6.0
 Govisumber, Infections,2020,7.0
 Govisumber, Infections,2019,1.0
 Govisumber, Infections,2018,5.0
 Govisumber, Infections,2017,5.0
 Govisumber, Infections,2016,5.0
 Govisumber, Infections,2015,6.0
 Govisumber, Tuberculosis,2025,
 Govisumber, Tuberculosis,2024,0.0
 Govisumber, Tuberculosis,2023,0.0
 Govisumber, Tuberculosis,2022,0.0
 Govisumber, Tuberculosis,2021,0.0
 Govisumber, Tuberculosis,2020,0.0
 Govisumber, Tuberculosis,2019,0.0
 Govisumber, Tuberculosis,2018,0.0
 Govisumber, Tuberculosis,2017,0.0
 Govisumber, Tuberculosis,2016,0.0
 Govisumber, Tuberculosis,2015,0.0
 Govisumber, HIV/Venerology,2025,
 Govisumber, HIV/Venerology,2024,0.0
 Govisumber, HIV/Venerology,2023,0.0
 Govisumber, HIV/Venerology,2022,0.0
 Govisumber, HIV/Venerology,2021,0.0
 Govisumber, HIV/Venerology,2020,0.0
 Govisumber, HIV/Venerology,2019,0.0
 Govisumber, HIV/Venerology,2018,0.0
 Govisumber, HIV/Venerology,2017,1.0
 Govisumber, HIV/Venerology,2016,1.0
 Govisumber, HIV/Venerology,2015,0.0
 Govisumber, Physiotherapists,2025,1.0
 Govisumber, Physiotherapists,2024,0.0
 Govisumber, Physiotherapists,2023,1.0
 Govisumber, Physiotherapists,2022,1.0
 Govisumber, Physiotherapists,2021,0.0
 Govisumber, Physiotherapists,2020,1.0
 Govisumber, Physiotherapists,2019,1.0
 Govisumber, Physiotherapists,2018,2.0
 Govisumber, Physiotherapists,2017,1.0
 Govisumber, Physiotherapists,2016,1.0
 Govisumber, Physiotherapists,2015,0.0
 Govisumber, Palliative care,2025,1.0
 Govisumber, Palliative care,2024,1.0
 Govisumber, Palliative care,2023,0.0
 Govisumber, Palliative care,2022,0.0
 Govisumber, Palliative care,2021,0.0
 Govisumber, Palliative care,2020,0.0
 Govisumber, Palliative care,2019,0.0
 Govisumber, Palliative care,2018,0.0
 Govisumber, Palliative care,2017,0.0
 Govisumber, Palliative care,2016,0.0
 Govisumber, Palliative care,2015,0.0
 Govisumber, Elderly,2025,
 Govisumber, Elderly,2024,0.0
 Govisumber, Elderly,2023,0.0
 Govisumber, Elderly,2022,0.0
 Govisumber, Elderly,2021,0.0
 Govisumber, Elderly,2020,0.0
 Govisumber, Elderly,2019,0.0
 Govisumber, Elderly,2018,0.0
 Govisumber, Elderly,2017,0.0
 Govisumber, Elderly,2016,0.0
 Govisumber, Elderly,2015,0.0
 Govisumber, Traditional medicine doctor,2025,0.0
 Govisumber, Traditional medicine doctor,2024,0.0
 Govisumber, Traditional medicine doctor,2023,2.0
 Govisumber, Traditional medicine doctor,2022,0.0
 Govisumber, Traditional medicine doctor,2021,1.0
 Govisumber, Traditional medicine doctor,2020,0.0
 Govisumber, Traditional medicine doctor,2019,1.0
 Govisumber, Traditional medicine doctor,2018,1.0
 Govisumber, Traditional medicine doctor,2017,1.0
 Govisumber, Traditional medicine doctor,2016,1.0
 Govisumber, Traditional medicine doctor,2015,0.0
 Govisumber, Dentist & stamatologist,2025,1.0
 Govisumber, Dentist & stamatologist,2024,0.0
 Govisumber, Dentist & stamatologist,2023,0.0
 Govisumber, Dentist & stamatologist,2022,0.0
 Govisumber, Dentist & stamatologist,2021,0.0
 Govisumber, Dentist & stamatologist,2020,0.0
 Govisumber, Dentist & stamatologist,2019,1.0
 Govisumber, Dentist & stamatologist,2018,1.0
 Govisumber, Dentist & stamatologist,2017,1.0
 Govisumber, Dentist & stamatologist,2016,1.0
 Govisumber, Dentist & stamatologist,2015,1.0
 Govisumber, Other,2025,13.0
 Govisumber, Other,2024,11.0
 Govisumber, Other,2023,10.0
 Govisumber, Other,2022,4.0
 Govisumber, Other,2021,22.0
 Govisumber, Other,2020,20.0
 Govisumber, Other,2019,1.0
 Govisumber, Other,2018,5.0
 Govisumber, Other,2017,5.0
 Govisumber, Other,2016,6.0
 Govisumber, Other,2015,2.0
 Darkhan-Uul,Nurses-Total,2025,489.0
 Darkhan-Uul,Nurses-Total,2024,492.0
 Darkhan-Uul,Nurses-Total,2023,470.0
 Darkhan-Uul,Nurses-Total,2022,470.0
 Darkhan-Uul,Nurses-Total,2021,458.0
 Darkhan-Uul,Nurses-Total,2020,443.0
 Darkhan-Uul,Nurses-Total,2019,443.0
 Darkhan-Uul,Nurses-Total,2018,366.0
 Darkhan-Uul,Nurses-Total,2017,359.0
 Darkhan-Uul,Nurses-Total,2016,371.0
 Darkhan-Uul,Nurses-Total,2015,399.0
 Darkhan-Uul, General practitioners,2025,147.0
 Darkhan-Uul, General practitioners,2024,138.0
 Darkhan-Uul, General practitioners,2023,138.0
 Darkhan-Uul, General practitioners,2022,146.0
 Darkhan-Uul, General practitioners,2021,166.0
 Darkhan-Uul, General practitioners,2020,174.0
 Darkhan-Uul, General practitioners,2019,141.0
 Darkhan-Uul, General practitioners,2018,113.0
 Darkhan-Uul, General practitioners,2017,122.0
 Darkhan-Uul, General practitioners,2016,125.0
 Darkhan-Uul, General practitioners,2015,124.0
 Darkhan-Uul, Basic and specialized,2025,286.0
 Darkhan-Uul, Basic and specialized,2024,298.0
 Darkhan-Uul, Basic and specialized,2023,268.0
 Darkhan-Uul, Basic and specialized,2022,272.0
 Darkhan-Uul, Basic and specialized,2021,235.0
 Darkhan-Uul, Basic and specialized,2020,214.0
 Darkhan-Uul, Basic and specialized,2019,246.0
 Darkhan-Uul, Basic and specialized,2018,235.0
 Darkhan-Uul, Basic and specialized,2017,206.0
 Darkhan-Uul, Basic and specialized,2016,214.0
 Darkhan-Uul, Basic and specialized,2015,243.0
 Darkhan-Uul, Internists,2025,23.0
 Darkhan-Uul, Internists,2024,24.0
 Darkhan-Uul, Internists,2023,23.0
 Darkhan-Uul, Internists,2022,23.0
 Darkhan-Uul, Internists,2021,16.0
 Darkhan-Uul, Internists,2020,3.0
 Darkhan-Uul, Internists,2019,4.0
 Darkhan-Uul, Internists,2018,15.0
 Darkhan-Uul, Internists,2017,12.0
 Darkhan-Uul, Internists,2016,12.0
 Darkhan-Uul, Internists,2015,15.0
 Darkhan-Uul, Pediatrics,2025,42.0
 Darkhan-Uul, Pediatrics,2024,46.0
 Darkhan-Uul, Pediatrics,2023,43.0
 Darkhan-Uul, Pediatrics,2022,43.0
 Darkhan-Uul, Pediatrics,2021,32.0
 Darkhan-Uul, Pediatrics,2020,38.0
 Darkhan-Uul, Pediatrics,2019,49.0
 Darkhan-Uul, Pediatrics,2018,38.0
 Darkhan-Uul, Pediatrics,2017,32.0
 Darkhan-Uul, Pediatrics,2016,27.0
 Darkhan-Uul, Pediatrics,2015,36.0
 Darkhan-Uul, Surgical,2025,14.0
 Darkhan-Uul, Surgical,2024,17.0
 Darkhan-Uul, Surgical,2023,15.0
 Darkhan-Uul, Surgical,2022,15.0
 Darkhan-Uul, Surgical,2021,15.0
 Darkhan-Uul, Surgical,2020,12.0
 Darkhan-Uul, Surgical,2019,17.0
 Darkhan-Uul, Surgical,2018,13.0
 Darkhan-Uul, Surgical,2017,12.0
 Darkhan-Uul, Surgical,2016,11.0
 Darkhan-Uul, Surgical,2015,23.0
 Darkhan-Uul, Traumotologists,2025,11.0
 Darkhan-Uul, Traumotologists,2024,12.0
 Darkhan-Uul, Traumotologists,2023,12.0
 Darkhan-Uul, Traumotologists,2022,12.0
 Darkhan-Uul, Traumotologists,2021,11.0
 Darkhan-Uul, Traumotologists,2020,11.0
 Darkhan-Uul, Traumotologists,2019,12.0
 Darkhan-Uul, Traumotologists,2018,11.0
 Darkhan-Uul, Traumotologists,2017,11.0
 Darkhan-Uul, Traumotologists,2016,11.0
 Darkhan-Uul, Traumotologists,2015,12.0
 Darkhan-Uul, Сэхээн амьдруулахын,2025,
 Darkhan-Uul, Сэхээн амьдруулахын,2024,0.0
 Darkhan-Uul, Сэхээн амьдруулахын,2023,11.0
 Darkhan-Uul, Сэхээн амьдруулахын,2022,12.0
 Darkhan-Uul, Сэхээн амьдруулахын,2021,0.0
 Darkhan-Uul, Сэхээн амьдруулахын,2020,11.0
 Darkhan-Uul, Сэхээн амьдруулахын,2019,0.0
 Darkhan-Uul, Сэхээн амьдруулахын,2018,0.0
 Darkhan-Uul, Сэхээн амьдруулахын,2017,0.0
 Darkhan-Uul, Сэхээн амьдруулахын,2016,0.0
 Darkhan-Uul, Сэхээн амьдруулахын,2015,0.0
 Darkhan-Uul, Anaesthesiologists,2025,32.0
 Darkhan-Uul, Anaesthesiologists,2024,27.0
 Darkhan-Uul, Anaesthesiologists,2023,17.0
 Darkhan-Uul, Anaesthesiologists,2022,15.0
 Darkhan-Uul, Anaesthesiologists,2021,15.0
 Darkhan-Uul, Anaesthesiologists,2020,4.0
 Darkhan-Uul, Anaesthesiologists,2019,20.0
 Darkhan-Uul, Anaesthesiologists,2018,19.0
 Darkhan-Uul, Anaesthesiologists,2017,15.0
 Darkhan-Uul, Anaesthesiologists,2016,13.0
 Darkhan-Uul, Anaesthesiologists,2015,15.0
 Darkhan-Uul, Neurologists,2025,11.0
 Darkhan-Uul, Neurologists,2024,11.0
 Darkhan-Uul, Neurologists,2023,8.0
 Darkhan-Uul, Neurologists,2022,7.0
 Darkhan-Uul, Neurologists,2021,15.0
 Darkhan-Uul, Neurologists,2020,8.0
 Darkhan-Uul, Neurologists,2019,6.0
 Darkhan-Uul, Neurologists,2018,8.0
 Darkhan-Uul, Neurologists,2017,5.0
 Darkhan-Uul, Neurologists,2016,5.0
 Darkhan-Uul, Neurologists,2015,5.0
 Darkhan-Uul, Obstetrics & gynecologists,2025,9.0
 Darkhan-Uul, Obstetrics & gynecologists,2024,9.0
 Darkhan-Uul, Obstetrics & gynecologists,2023,11.0
 Darkhan-Uul, Obstetrics & gynecologists,2022,10.0
 Darkhan-Uul, Obstetrics & gynecologists,2021,7.0
 Darkhan-Uul, Obstetrics & gynecologists,2020,6.0
 Darkhan-Uul, Obstetrics & gynecologists,2019,13.0
 Darkhan-Uul, Obstetrics & gynecologists,2018,10.0
 Darkhan-Uul, Obstetrics & gynecologists,2017,12.0
 Darkhan-Uul, Obstetrics & gynecologists,2016,20.0
 Darkhan-Uul, Obstetrics & gynecologists,2015,24.0
 Darkhan-Uul, Oncologists,2025,1.0
 Darkhan-Uul, Oncologists,2024,1.0
 Darkhan-Uul, Oncologists,2023,2.0
 Darkhan-Uul, Oncologists,2022,2.0
 Darkhan-Uul, Oncologists,2021,1.0
 Darkhan-Uul, Oncologists,2020,1.0
 Darkhan-Uul, Oncologists,2019,4.0
 Darkhan-Uul, Oncologists,2018,0.0
 Darkhan-Uul, Oncologists,2017,0.0
 Darkhan-Uul, Oncologists,2016,0.0
 Darkhan-Uul, Oncologists,2015,0.0
 Darkhan-Uul, Psychiatrists,2025,16.0
 Darkhan-Uul, Psychiatrists,2024,18.0
 Darkhan-Uul, Psychiatrists,2023,20.0
 Darkhan-Uul, Psychiatrists,2022,17.0
 Darkhan-Uul, Psychiatrists,2021,16.0
 Darkhan-Uul, Psychiatrists,2020,18.0
 Darkhan-Uul, Psychiatrists,2019,20.0
 Darkhan-Uul, Psychiatrists,2018,18.0
 Darkhan-Uul, Psychiatrists,2017,18.0
 Darkhan-Uul, Psychiatrists,2016,24.0
 Darkhan-Uul, Psychiatrists,2015,24.0
 Darkhan-Uul, Ophtalmologists,2025,2.0
 Darkhan-Uul, Ophtalmologists,2024,2.0
 Darkhan-Uul, Ophtalmologists,2023,2.0
 Darkhan-Uul, Ophtalmologists,2022,2.0
 Darkhan-Uul, Ophtalmologists,2021,3.0
 Darkhan-Uul, Ophtalmologists,2020,2.0
 Darkhan-Uul, Ophtalmologists,2019,2.0
 Darkhan-Uul, Ophtalmologists,2018,2.0
 Darkhan-Uul, Ophtalmologists,2017,3.0
 Darkhan-Uul, Ophtalmologists,2016,3.0
 Darkhan-Uul, Ophtalmologists,2015,3.0
 Darkhan-Uul, Otorhinolaryngologists,2025,3.0
 Darkhan-Uul, Otorhinolaryngologists,2024,4.0
 Darkhan-Uul, Otorhinolaryngologists,2023,4.0
 Darkhan-Uul, Otorhinolaryngologists,2022,4.0
 Darkhan-Uul, Otorhinolaryngologists,2021,3.0
 Darkhan-Uul, Otorhinolaryngologists,2020,2.0
 Darkhan-Uul, Otorhinolaryngologists,2019,2.0
 Darkhan-Uul, Otorhinolaryngologists,2018,6.0
 Darkhan-Uul, Otorhinolaryngologists,2017,2.0
 Darkhan-Uul, Otorhinolaryngologists,2016,2.0
 Darkhan-Uul, Otorhinolaryngologists,2015,2.0
 Darkhan-Uul, Dermatologists,2025,1.0
 Darkhan-Uul, Dermatologists,2024,1.0
 Darkhan-Uul, Dermatologists,2023,1.0
 Darkhan-Uul, Dermatologists,2022,4.0
 Darkhan-Uul, Dermatologists,2021,4.0
 Darkhan-Uul, Dermatologists,2020,4.0
 Darkhan-Uul, Dermatologists,2019,3.0
 Darkhan-Uul, Dermatologists,2018,1.0
 Darkhan-Uul, Dermatologists,2017,0.0
 Darkhan-Uul, Dermatologists,2016,0.0
 Darkhan-Uul, Dermatologists,2015,0.0
 Darkhan-Uul, Infections,2025,19.0
 Darkhan-Uul, Infections,2024,20.0
 Darkhan-Uul, Infections,2023,26.0
 Darkhan-Uul, Infections,2022,25.0
 Darkhan-Uul, Infections,2021,21.0
 Darkhan-Uul, Infections,2020,17.0
 Darkhan-Uul, Infections,2019,20.0
 Darkhan-Uul, Infections,2018,24.0
 Darkhan-Uul, Infections,2017,41.0
 Darkhan-Uul, Infections,2016,29.0
 Darkhan-Uul, Infections,2015,31.0
