Гол нэр төрлийн бүтээгдэхүүн,Он,value
    Угаасан ноос /мян.т/,2001,2.1
    Угаасан ноос /мян.т/,2000,1.4
    Угаасан ноос /мян.т/,1999,1.3
    Угаасан ноос /мян.т/,1998,0.5
    Угаасан ноос /мян.т/,1997,0.8
    Угаасан ноос /мян.т/,1996,0.8
    Угаасан ноос /мян.т/,1995,1.2
    Угаасан ноос /мян.т/,1994,2.1
    Угаасан ноос /мян.т/,1993,3.5
    Угаасан ноос /мян.т/,1992,7.1
    Угаасан ноос /мян.т/,1991,7.2
    Угаасан ноос /мян.т/,1990,9.7
    Угаасан ноос /мян.т/,1989,10.1
    Ээрсэн утас /т/,2025,0.0
    Ээрсэн утас /т/,2024,0.0
    Ээрсэн утас /т/,2023,0.0
    Ээрсэн утас /т/,2022,0.0
    Ээрсэн утас /т/,2021,0.0
    Ээрсэн утас /т/,2020,0.0
    Ээрсэн утас /т/,2019,0.0
    Ээрсэн утас /т/,2018,7.4
    Ээрсэн утас /т/,2017,2.0
    Ээрсэн утас /т/,2016,0.0
    Ээрсэн утас /т/,2015,0.4
    Ээрсэн утас /т/,2014,6.7
    Ээрсэн утас /т/,2013,9.9
    Ээрсэн утас /т/,2012,11.6
    Ээрсэн утас /т/,2011,10.0
    Ээрсэн утас /т/,2010,90.2
    Ээрсэн утас /т/,2009,56.4
    Ээрсэн утас /т/,2008,28.1
    Ээрсэн утас /т/,2007,32.8
    Ээрсэн утас /т/,2006,38.5
    Ээрсэн утас /т/,2005,69.7
    Ээрсэн утас /т/,2004,57.4
    Ээрсэн утас /т/,2003,55.1
    Ээрсэн утас /т/,2002,55.9
    Ээрсэн утас /т/,2001,45.6
    Ээрсэн утас /т/,2000,40.8
    Ээрсэн утас /т/,1999,14.3
    Ээрсэн утас /т/,1998,66.4
    Ээрсэн утас /т/,1997,135.9
    Ээрсэн утас /т/,1996,183.6
    Ээрсэн утас /т/,1995,344.9
    Ээрсэн утас /т/,1994,351.8
    Ээрсэн утас /т/,1993,737.8
    Ээрсэн утас /т/,1992,1574.4
    Ээрсэн утас /т/,1991,1672.6
    Ээрсэн утас /т/,1990,2285.4
    Ээрсэн утас /т/,1989,2962.4
Хивс /мян.м2/,2025,359.7
Хивс /мян.м2/,2024,381.7
Хивс /мян.м2/,2023,432.8
Хивс /мян.м2/,2022,423.7
Хивс /мян.м2/,2021,379.3
Хивс /мян.м2/,2020,361.4
Хивс /мян.м2/,2019,478.3
Хивс /мян.м2/,2018,528.2
Хивс /мян.м2/,2017,497.9
Хивс /мян.м2/,2016,439.1
Хивс /мян.м2/,2015,680.1
Хивс /мян.м2/,2014,743.6
Хивс /мян.м2/,2013,852.9
Хивс /мян.м2/,2012,915.8
Хивс /мян.м2/,2011,850.8
Хивс /мян.м2/,2010,609.6
Хивс /мян.м2/,2009,542.2
Хивс /мян.м2/,2008,856.5
Хивс /мян.м2/,2007,658.1
Хивс /мян.м2/,2006,606.3
Хивс /мян.м2/,2005,586.9
Хивс /мян.м2/,2004,690.4
Хивс /мян.м2/,2003,663.1
Хивс /мян.м2/,2002,533.9
Хивс /мян.м2/,2001,614.8
Хивс /мян.м2/,2000,704.8
Хивс /мян.м2/,1999,628.6
Хивс /мян.м2/,1998,587.7
Хивс /мян.м2/,1997,643.6
Хивс /мян.м2/,1996,667.0
Хивс /мян.м2/,1995,595.7
Хивс /мян.м2/,1994,681.5
Хивс /мян.м2/,1993,1000.1
Хивс /мян.м2/,1992,1037.0
Хивс /мян.м2/,1991,1400.2
Хивс /мян.м2/,1990,1971.2
Хивс /мян.м2/,1989,2128.1
    Тэмээний ноосон хөнжил /мян.м/,2025,6.1
    Тэмээний ноосон хөнжил /мян.м/,2024,9.8
    Тэмээний ноосон хөнжил /мян.м/,2023,7.0
    Тэмээний ноосон хөнжил /мян.м/,2022,24.0
    Тэмээний ноосон хөнжил /мян.м/,2021,19.7
    Тэмээний ноосон хөнжил /мян.м/,2020,17.8
    Тэмээний ноосон хөнжил /мян.м/,2019,9.9
    Тэмээний ноосон хөнжил /мян.м/,2018,9.4
    Тэмээний ноосон хөнжил /мян.м/,2017,30.2
    Тэмээний ноосон хөнжил /мян.м/,2016,12.2
    Тэмээний ноосон хөнжил /мян.м/,2015,23.0
    Тэмээний ноосон хөнжил /мян.м/,2014,18.5
    Тэмээний ноосон хөнжил /мян.м/,2013,14.7
    Тэмээний ноосон хөнжил /мян.м/,2012,8.2
    Тэмээний ноосон хөнжил /мян.м/,2011,25.8
    Тэмээний ноосон хөнжил /мян.м/,2010,15.3
    Тэмээний ноосон хөнжил /мян.м/,2009,36.9
    Тэмээний ноосон хөнжил /мян.м/,2008,35.0
    Тэмээний ноосон хөнжил /мян.м/,2007,37.7
    Тэмээний ноосон хөнжил /мян.м/,2006,34.4
    Тэмээний ноосон хөнжил /мян.м/,2005,33.5
    Тэмээний ноосон хөнжил /мян.м/,2004,36.8
    Тэмээний ноосон хөнжил /мян.м/,2003,27.4
    Тэмээний ноосон хөнжил /мян.м/,2002,38.3
    Тэмээний ноосон хөнжил /мян.м/,2001,43.1
    Тэмээний ноосон хөнжил /мян.м/,2000,28.5
    Тэмээний ноосон хөнжил /мян.м/,1999,21.2
    Тэмээний ноосон хөнжил /мян.м/,1998,22.1
    Тэмээний ноосон хөнжил /мян.м/,1997,23.6
    Тэмээний ноосон хөнжил /мян.м/,1996,31.4
    Тэмээний ноосон хөнжил /мян.м/,1995,19.4
    Тэмээний ноосон хөнжил /мян.м/,1994,24.1
    Тэмээний ноосон хөнжил /мян.м/,1993,48.7
    Тэмээний ноосон хөнжил /мян.м/,1992,90.6
    Тэмээний ноосон хөнжил /мян.м/,1991,90.2
    Тэмээний ноосон хөнжил /мян.м/,1990,91.2
    Тэмээний ноосон хөнжил /мян.м/,1989,91.6
    Эсгий /мян.м/,2025,138.6
    Эсгий /мян.м/,2024,173.7
    Эсгий /мян.м/,2023,247.2
    Эсгий /мян.м/,2022,388.8
    Эсгий /мян.м/,2021,171.3
    Эсгий /мян.м/,2020,100.5
    Эсгий /мян.м/,2019,184.6
    Эсгий /мян.м/,2018,112.1
    Эсгий /мян.м/,2017,114.9
    Эсгий /мян.м/,2016,89.4
    Эсгий /мян.м/,2015,125.6
    Эсгий /мян.м/,2014,127.9
    Эсгий /мян.м/,2013,142.0
    Эсгий /мян.м/,2012,219.4
    Эсгий /мян.м/,2011,208.0
    Эсгий /мян.м/,2010,104.5
    Эсгий /мян.м/,2009,70.2
    Эсгий /мян.м/,2008,69.0
    Эсгий /мян.м/,2007,60.1
    Эсгий /мян.м/,2006,68.8
    Эсгий /мян.м/,2005,69.1
    Эсгий /мян.м/,2004,67.8
    Эсгий /мян.м/,2003,303.0
    Эсгий /мян.м/,2002,112.9
    Эсгий /мян.м/,2001,110.5
    Эсгий /мян.м/,2000,113.9
    Эсгий /мян.м/,1999,102.0
    Эсгий /мян.м/,1998,102.6
    Эсгий /мян.м/,1997,75.0
    Эсгий /мян.м/,1996,96.2
    Эсгий /мян.м/,1995,76.5
    Эсгий /мян.м/,1994,107.7
    Эсгий /мян.м/,1993,241.4
    Эсгий /мян.м/,1992,494.8
    Эсгий /мян.м/,1991,583.2
    Эсгий /мян.м/,1990,745.1
    Эсгий /мян.м/,1989,649.7
    Эсгий гутал /мян.хос/,2025,2.5
    Эсгий гутал /мян.хос/,2024,3.2
    Эсгий гутал /мян.хос/,2023,1.9
    Эсгий гутал /мян.хос/,2022,1.3
    Эсгий гутал /мян.хос/,2021,1.1
    Эсгий гутал /мян.хос/,2020,0.1
    Эсгий гутал /мян.хос/,2019,0.6
    Эсгий гутал /мян.хос/,2018,0.4
    Эсгий гутал /мян.хос/,2017,0.3
    Эсгий гутал /мян.хос/,2016,0.5
    Эсгий гутал /мян.хос/,2015,12.0
    Эсгий гутал /мян.хос/,2014,8.0
    Эсгий гутал /мян.хос/,2013,15.2
    Эсгий гутал /мян.хос/,2012,22.1
    Эсгий гутал /мян.хос/,2011,25.2
    Эсгий гутал /мян.хос/,2010,19.2
    Эсгий гутал /мян.хос/,2009,6.4
    Эсгий гутал /мян.хос/,2008,2.5
    Эсгий гутал /мян.хос/,2007,4.5
    Эсгий гутал /мян.хос/,2006,7.8
    Эсгий гутал /мян.хос/,2005,10.5
    Эсгий гутал /мян.хос/,2004,4.9
    Эсгий гутал /мян.хос/,2003,9.0
    Эсгий гутал /мян.хос/,2002,16.1
    Эсгий гутал /мян.хос/,2001,33.4
    Эсгий гутал /мян.хос/,2000,34.0
    Эсгий гутал /мян.хос/,1999,11.9
    Эсгий гутал /мян.хос/,1998,47.9
    Эсгий гутал /мян.хос/,1997,48.0
    Эсгий гутал /мян.хос/,1996,57.6
    Эсгий гутал /мян.хос/,1995,79.0
    Эсгий гутал /мян.хос/,1994,90.1
    Эсгий гутал /мян.хос/,1993,252.1
    Эсгий гутал /мян.хос/,1992,409.1
    Эсгий гутал /мян.хос/,1991,444.2
    Эсгий гутал /мян.хос/,1990,588.5
    Эсгий гутал /мян.хос/,1989,592.3
    Сүлжмэл эдлэл /мян.ш/,2025,326.8
    Сүлжмэл эдлэл /мян.ш/,2024,368.1
    Сүлжмэл эдлэл /мян.ш/,2023,495.2
    Сүлжмэл эдлэл /мян.ш/,2022,501.2
    Сүлжмэл эдлэл /мян.ш/,2021,523.9
    Сүлжмэл эдлэл /мян.ш/,2020,1360.9
    Сүлжмэл эдлэл /мян.ш/,2019,1729.6
    Сүлжмэл эдлэл /мян.ш/,2018,1461.3
    Сүлжмэл эдлэл /мян.ш/,2017,1008.4
    Сүлжмэл эдлэл /мян.ш/,2016,812.5
    Сүлжмэл эдлэл /мян.ш/,2015,829.3
    Сүлжмэл эдлэл /мян.ш/,2014,954.4
    Сүлжмэл эдлэл /мян.ш/,2013,932.8
    Сүлжмэл эдлэл /мян.ш/,2012,795.1
    Сүлжмэл эдлэл /мян.ш/,2011,757.9
    Сүлжмэл эдлэл /мян.ш/,2010,731.1
    Сүлжмэл эдлэл /мян.ш/,2009,613.9
    Сүлжмэл эдлэл /мян.ш/,2008,514.3
    Сүлжмэл эдлэл /мян.ш/,2007,667.1
    Сүлжмэл эдлэл /мян.ш/,2006,4529.3
    Сүлжмэл эдлэл /мян.ш/,2005,3448.5
    Сүлжмэл эдлэл /мян.ш/,2004,7989.9
    Сүлжмэл эдлэл /мян.ш/,2003,5148.1
    Сүлжмэл эдлэл /мян.ш/,2002,5563.6
    Сүлжмэл эдлэл /мян.ш/,2001,2315.7
    Сүлжмэл эдлэл /мян.ш/,2000,1233.5
    Сүлжмэл эдлэл /мян.ш/,1999,696.8
    Сүлжмэл эдлэл /мян.ш/,1998,352.6
    Сүлжмэл эдлэл /мян.ш/,1997,319.6
    Сүлжмэл эдлэл /мян.ш/,1996,307.7
    Сүлжмэл эдлэл /мян.ш/,1995,522.7
    Сүлжмэл эдлэл /мян.ш/,1994,513.8
    Сүлжмэл эдлэл /мян.ш/,1993,990.7
    Сүлжмэл эдлэл /мян.ш/,1992,1411.7
    Сүлжмэл эдлэл /мян.ш/,1991,2808.7
    Сүлжмэл эдлэл /мян.ш/,1990,4248.6
    Сүлжмэл эдлэл /мян.ш/,1989,4110.5
    Ноосон нэхмэл /т/,2025,5.7
    Ноосон нэхмэл /т/,2024,5.9
    Ноосон нэхмэл /т/,2023,22.8
    Ноосон нэхмэл /т/,2022,30.2
    Ноосон нэхмэл /т/,2021,47.4
    Ноосон нэхмэл /т/,2020,250.2
    Ноосон нэхмэл /т/,2019,527.0
    Ноосон нэхмэл /т/,2018,606.6
    Ноосон нэхмэл /т/,2017,534.1
    Ноосон нэхмэл /т/,2016,391.7
    Ноосон нэхмэл /т/,2015,399.5
    Ноосон нэхмэл /т/,2014,322.4
    Ноосон нэхмэл /т/,2013,243.0
    Ноосон нэхмэл /т/,2012,314.9
    Ноосон нэхмэл /т/,2011,262.6
    Ноосон нэхмэл /т/,2010,330.2
    Ноосон нэхмэл /т/,2009,258.7
    Ноосон нэхмэл /т/,2008,195.8
    Ноосон нэхмэл /т/,2007,120.2
    Ноосон нэхмэл /т/,2006,50.4
    Ноосон нэхмэл /т/,2005,64.8
    Ноосон нэхмэл /т/,2004,58.7
    Ноосон нэхмэл /т/,2003,54.6
    Ноосон нэхмэл /т/,2002,32.0
    Ноосон нэхмэл /т/,2001,38.0
    Ноосон нэхмэл /т/,2000,21.0
    Ноосон нэхмэл /т/,1999,18.5
    Ноосон нэхмэл /т/,1998,11.0
    Ноосон нэхмэл /т/,1997,8.1
    Ноосон нэхмэл /т/,1996,45.2
    Ноосон нэхмэл /т/,1995,71.1
    Ноосон нэхмэл /т/,1994,76.7
    Ноосон нэхмэл /т/,1993,289.9
    Ноосон нэхмэл /т/,1992,705.8
    Ноосон нэхмэл /т/,1991,786.4
    Ноосон нэхмэл /т/,1990,1111.3
    Ноосон нэхмэл /т/,1989,1978.2
    Улны шир /мян.т/,2025,1.6
    Улны шир /мян.т/,2024,1.1
    Улны шир /мян.т/,2023,0.7
    Улны шир /мян.т/,2022,0.6
    Улны шир /мян.т/,2021,1.6
    Улны шир /мян.т/,2020,2.4
    Улны шир /мян.т/,2019,229.3
    Улны шир /мян.т/,2018,7.4
    Улны шир /мян.т/,2017,5.4
    Улны шир /мян.т/,2016,6.5
    Улны шир /мян.т/,2015,21.1
    Улны шир /мян.т/,2014,0.8
    Улны шир /мян.т/,2013,1.0
    Улны шир /мян.т/,2012,1.2
    Улны шир /мян.т/,2011,0.6
    Улны шир /мян.т/,2010,0.8
    Улны шир /мян.т/,2009,1.0
    Улны шир /мян.т/,2008,1.1
    Улны шир /мян.т/,2007,0.5
    Улны шир /мян.т/,2006,1.0
    Улны шир /мян.т/,2005,2.1
    Улны шир /мян.т/,2004,2.3
    Улны шир /мян.т/,2003,0.7
    Улны шир /мян.т/,2002,0.6
    Улны шир /мян.т/,2001,0.9
    Улны шир /мян.т/,2000,
    Улны шир /мян.т/,1999,0.4
    Улны шир /мян.т/,1998,4.1
    Улны шир /мян.т/,1997,
    Улны шир /мян.т/,1996,0.1
    Улны шир /мян.т/,1995,0.0
    Улны шир /мян.т/,1994,0.0
    Улны шир /мян.т/,1993,0.2
    Улны шир /мян.т/,1992,0.5
    Улны шир /мян.т/,1991,0.8
    Улны шир /мян.т/,1990,1.0
    Улны шир /мян.т/,1989,1.0
    Шевро /мян.м2/,2025,110.2
    Шевро /мян.м2/,2024,71.2
    Шевро /мян.м2/,2023,27.6
    Шевро /мян.м2/,2022,38.5
    Шевро /мян.м2/,2021,0.4
    Шевро /мян.м2/,2020,1.5
    Шевро /мян.м2/,2019,7.3
    Шевро /мян.м2/,2018,0.0
    Шевро /мян.м2/,2017,0.0
    Шевро /мян.м2/,2016,0.0
    Шевро /мян.м2/,2015,0.0
    Шевро /мян.м2/,2014,0.0
    Шевро /мян.м2/,2013,0.0
    Шевро /мян.м2/,2012,0.0
    Шевро /мян.м2/,2011,0.0
    Шевро /мян.м2/,2010,0.0
    Шевро /мян.м2/,2009,0.0
    Шевро /мян.м2/,2008,0.0
    Шевро /мян.м2/,2007,0.0
    Шевро /мян.м2/,2006,0.0
    Шевро /мян.м2/,2005,0.0
    Шевро /мян.м2/,2004,0.0
    Шевро /мян.м2/,2003,0.0
    Шевро /мян.м2/,2002,0.0
    Шевро /мян.м2/,2001,0.0
    Шевро /мян.м2/,2000,0.0
    Шевро /мян.м2/,1999,0.0
    Шевро /мян.м2/,1998,0.0
    Шевро /мян.м2/,1997,0.0
    Шевро /мян.м2/,1996,0.0
    Шевро /мян.м2/,1995,0.0
    Шевро /мян.м2/,1994,0.0
    Шевро /мян.м2/,1993,0.0
    Шевро /мян.м2/,1992,0.0
    Шевро /мян.м2/,1991,0.0
    Шевро /мян.м2/,1990,0.0
    Шевро /мян.м2/,1989,0.0
    Хром булигаар /мян.м2/,2025,62.4
    Хром булигаар /мян.м2/,2024,21.5
    Хром булигаар /мян.м2/,2023,0.4
    Хром булигаар /мян.м2/,2022,25.8
    Хром булигаар /мян.м2/,2021,0.4
    Хром булигаар /мян.м2/,2020,4.3
    Хром булигаар /мян.м2/,2019,131.4
    Хром булигаар /мян.м2/,2018,80.1
    Хром булигаар /мян.м2/,2017,8.4
    Хром булигаар /мян.м2/,2016,3.9
    Хром булигаар /мян.м2/,2015,11.8
    Хром булигаар /мян.м2/,2014,1.3
    Хром булигаар /мян.м2/,2013,2.7
    Хром булигаар /мян.м2/,2012,1.7
    Хром булигаар /мян.м2/,2011,2.4
    Хром булигаар /мян.м2/,2010,1.6
    Хром булигаар /мян.м2/,2009,1.8
    Хром булигаар /мян.м2/,2008,1.2
    Хром булигаар /мян.м2/,2007,1.9
    Хром булигаар /мян.м2/,2006,2.0
    Хром булигаар /мян.м2/,2005,5.5
    Хром булигаар /мян.м2/,2004,3.5
    Хром булигаар /мян.м2/,2003,2.2
    Хром булигаар /мян.м2/,2002,8.7
    Хром булигаар /мян.м2/,2001,29.6
    Хром булигаар /мян.м2/,2000,50.5
    Хром булигаар /мян.м2/,1999,
    Хром булигаар /мян.м2/,1998,
    Хром булигаар /мян.м2/,1997,
    Хром булигаар /мян.м2/,1996,
    Хром булигаар /мян.м2/,1995,
    Хром булигаар /мян.м2/,1994,
    Хром булигаар /мян.м2/,1993,
    Хром булигаар /мян.м2/,1992,
    Хром булигаар /мян.м2/,1991,
    Хром булигаар /мян.м2/,1990,
    Хром булигаар /мян.м2/,1989,
    Савхин гутал ботинк /мян.хос/,2025,66.6
    Савхин гутал ботинк /мян.хос/,2024,69.1
    Савхин гутал ботинк /мян.хос/,2023,75.8
    Савхин гутал ботинк /мян.хос/,2022,57.2
    Савхин гутал ботинк /мян.хос/,2021,37.8
    Савхин гутал ботинк /мян.хос/,2020,53.5
    Савхин гутал ботинк /мян.хос/,2019,42.8
    Савхин гутал ботинк /мян.хос/,2018,44.4
    Савхин гутал ботинк /мян.хос/,2017,42.3
    Савхин гутал ботинк /мян.хос/,2016,34.1
    Савхин гутал ботинк /мян.хос/,2015,49.9
    Савхин гутал ботинк /мян.хос/,2014,39.7
    Савхин гутал ботинк /мян.хос/,2013,10.4
    Савхин гутал ботинк /мян.хос/,2012,9.9
    Савхин гутал ботинк /мян.хос/,2011,2.9
    Савхин гутал ботинк /мян.хос/,2010,2.2
    Савхин гутал ботинк /мян.хос/,2009,2.3
    Савхин гутал ботинк /мян.хос/,2008,2.7
    Савхин гутал ботинк /мян.хос/,2007,17.2
    Савхин гутал ботинк /мян.хос/,2006,4.9
    Савхин гутал ботинк /мян.хос/,2005,3.0
    Савхин гутал ботинк /мян.хос/,2004,3.0
    Савхин гутал ботинк /мян.хос/,2003,4.6
    Савхин гутал ботинк /мян.хос/,2002,9.5
    Савхин гутал ботинк /мян.хос/,2001,16.7
    Савхин гутал ботинк /мян.хос/,2000,5.6
    Савхин гутал ботинк /мян.хос/,1999,6.6
    Савхин гутал ботинк /мян.хос/,1998,33.1
    Савхин гутал ботинк /мян.хос/,1997,41.7
    Савхин гутал ботинк /мян.хос/,1996,86.6
    Савхин гутал ботинк /мян.хос/,1995,245.5
    Савхин гутал ботинк /мян.хос/,1994,406.6
    Савхин гутал ботинк /мян.хос/,1993,1030.8
    Савхин гутал ботинк /мян.хос/,1992,2244.7
    Савхин гутал ботинк /мян.хос/,1991,3994.1
    Савхин гутал ботинк /мян.хос/,1990,4222.5
    Савхин гутал ботинк /мян.хос/,1989,4140.0
Савхин дээл /мян.ш/,2025,7.2
Савхин дээл /мян.ш/,2024,3.4
Савхин дээл /мян.ш/,2023,2.5
Савхин дээл /мян.ш/,2022,3.4
Савхин дээл /мян.ш/,2021,9.9
Савхин дээл /мян.ш/,2020,6.2
Савхин дээл /мян.ш/,2019,8.6
Савхин дээл /мян.ш/,2018,7.5
Савхин дээл /мян.ш/,2017,16.2
Савхин дээл /мян.ш/,2016,10.6
Савхин дээл /мян.ш/,2015,6.6
Савхин дээл /мян.ш/,2014,7.1
Савхин дээл /мян.ш/,2013,5.2
Савхин дээл /мян.ш/,2012,8.9
Савхин дээл /мян.ш/,2011,5.0
Савхин дээл /мян.ш/,2010,5.6
Савхин дээл /мян.ш/,2009,3.7
Савхин дээл /мян.ш/,2008,2.7
Савхин дээл /мян.ш/,2007,1.7
Савхин дээл /мян.ш/,2006,4.0
Савхин дээл /мян.ш/,2005,3.6
Савхин дээл /мян.ш/,2004,2.9
Савхин дээл /мян.ш/,2003,0.2
Савхин дээл /мян.ш/,2002,
Савхин дээл /мян.ш/,2001,
Савхин дээл /мян.ш/,2000,0.1
Савхин дээл /мян.ш/,1999,0.6
Савхин дээл /мян.ш/,1998,0.3
Савхин дээл /мян.ш/,1997,0.2
Савхин дээл /мян.ш/,1996,4.6
Савхин дээл /мян.ш/,1995,12.7
Савхин дээл /мян.ш/,1994,35.0
Савхин дээл /мян.ш/,1993,9.4
Савхин дээл /мян.ш/,1992,40.1
Савхин дээл /мян.ш/,1991,29.9
Савхин дээл /мян.ш/,1990,35.7
Савхин дээл /мян.ш/,1989,41.6
    Савхин цамц /мян.ш/,2025,1.1
    Савхин цамц /мян.ш/,2024,1.6
    Савхин цамц /мян.ш/,2023,0.7
    Савхин цамц /мян.ш/,2022,0.3
    Савхин цамц /мян.ш/,2021,0.0
    Савхин цамц /мян.ш/,2020,0.0
    Савхин цамц /мян.ш/,2019,0.0
    Савхин цамц /мян.ш/,2018,0.2
    Савхин цамц /мян.ш/,2017,0.6
    Савхин цамц /мян.ш/,2016,0.3
    Савхин цамц /мян.ш/,2015,0.7
    Савхин цамц /мян.ш/,2014,0.9
    Савхин цамц /мян.ш/,2013,0.5
    Савхин цамц /мян.ш/,2012,0.8
    Савхин цамц /мян.ш/,2011,0.3
    Савхин цамц /мян.ш/,2010,0.0
    Савхин цамц /мян.ш/,2009,0.0
    Савхин цамц /мян.ш/,2008,0.0
    Савхин цамц /мян.ш/,2007,0.1
    Савхин цамц /мян.ш/,2006,4.2
    Савхин цамц /мян.ш/,2005,4.2
    Савхин цамц /мян.ш/,2004,3.4
    Савхин цамц /мян.ш/,2003,0.1
    Савхин цамц /мян.ш/,2002,
    Савхин цамц /мян.ш/,2001,0.1
    Савхин цамц /мян.ш/,2000,0.1
    Савхин цамц /мян.ш/,1999,0.1
    Савхин цамц /мян.ш/,1998,0.6
    Савхин цамц /мян.ш/,1997,1.0
    Савхин цамц /мян.ш/,1996,6.5
    Савхин цамц /мян.ш/,1995,18.9
    Савхин цамц /мян.ш/,1994,35.3
    Савхин цамц /мян.ш/,1993,160.1
    Савхин цамц /мян.ш/,1992,171.3
    Савхин цамц /мян.ш/,1991,194.2
    Савхин цамц /мян.ш/,1990,264.5
    Савхин цамц /мян.ш/,1989,212.8
    Нэхий дээл /мян.ш/,2025,7.0
    Нэхий дээл /мян.ш/,2024,12.6
    Нэхий дээл /мян.ш/,2023,15.4
    Нэхий дээл /мян.ш/,2022,17.0
    Нэхий дээл /мян.ш/,2021,9.4
    Нэхий дээл /мян.ш/,2020,7.6
    Нэхий дээл /мян.ш/,2019,12.9
    Нэхий дээл /мян.ш/,2018,9.9
    Нэхий дээл /мян.ш/,2017,17.9
    Нэхий дээл /мян.ш/,2016,9.2
    Нэхий дээл /мян.ш/,2015,10.2
    Нэхий дээл /мян.ш/,2014,14.1
    Нэхий дээл /мян.ш/,2013,16.8
    Нэхий дээл /мян.ш/,2012,9.0
    Нэхий дээл /мян.ш/,2011,22.5
    Нэхий дээл /мян.ш/,2010,16.6
    Нэхий дээл /мян.ш/,2009,12.1
    Нэхий дээл /мян.ш/,2008,11.4
    Нэхий дээл /мян.ш/,2007,12.4
    Нэхий дээл /мян.ш/,2006,7.1
    Нэхий дээл /мян.ш/,2005,5.5
    Нэхий дээл /мян.ш/,2004,3.5
    Нэхий дээл /мян.ш/,2003,3.5
    Нэхий дээл /мян.ш/,2002,2.1
    Нэхий дээл /мян.ш/,2001,2.4
    Нэхий дээл /мян.ш/,2000,1.0
    Нэхий дээл /мян.ш/,1999,0.2
    Нэхий дээл /мян.ш/,1998,0.5
    Нэхий дээл /мян.ш/,1997,2.5
    Нэхий дээл /мян.ш/,1996,14.9
    Нэхий дээл /мян.ш/,1995,16.8
    Нэхий дээл /мян.ш/,1994,57.1
    Нэхий дээл /мян.ш/,1993,86.6
    Нэхий дээл /мян.ш/,1992,99.4
    Нэхий дээл /мян.ш/,1991,111.5
    Нэхий дээл /мян.ш/,1990,138.1
    Нэхий дээл /мян.ш/,1989,180.2
    Костюм /мян.хос/,2025,0.0
    Костюм /мян.хос/,2024,0.0
    Костюм /мян.хос/,2023,0.0
    Костюм /мян.хос/,2022,0.0
    Костюм /мян.хос/,2021,0.0
    Костюм /мян.хос/,2020,0.0
    Костюм /мян.хос/,2019,0.0
    Костюм /мян.хос/,2018,0.0
    Костюм /мян.хос/,2017,0.0
    Костюм /мян.хос/,2016,0.0
    Костюм /мян.хос/,2015,0.0
    Костюм /мян.хос/,2014,0.0
    Костюм /мян.хос/,2013,1.2
    Костюм /мян.хос/,2012,1.6
    Костюм /мян.хос/,2011,0.8
    Костюм /мян.хос/,2010,0.4
    Костюм /мян.хос/,2009,0.2
    Костюм /мян.хос/,2008,14.7
    Костюм /мян.хос/,2007,12.8
    Костюм /мян.хос/,2006,30.4
    Костюм /мян.хос/,2005,59.8
    Костюм /мян.хос/,2004,98.5
    Костюм /мян.хос/,2003,73.5
    Костюм /мян.хос/,2002,60.7
    Костюм /мян.хос/,2001,77.2
    Костюм /мян.хос/,2000,12.3
    Костюм /мян.хос/,1999,
    Костюм /мян.хос/,1998,
    Костюм /мян.хос/,1997,
    Костюм /мян.хос/,1996,
    Костюм /мян.хос/,1995,
    Костюм /мян.хос/,1994,
    Костюм /мян.хос/,1993,
    Костюм /мян.хос/,1992,
    Костюм /мян.хос/,1991,
    Костюм /мян.хос/,1990,
    Костюм /мян.хос/,1989,
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2025,164003.5
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2024,150475.6
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2023,126797.4
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2022,113575.9
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2021,152451.1
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2020,136989.9
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2019,164720.2
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2018,134998.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2017,86640.2
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2016,63285.2
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2015,69634.9
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2014,70452.9
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2013,63316.6
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2012,72399.8
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2011,55027.7
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2010,42043.7
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2009,32275.7
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2008,16648.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2007,10070.8
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2006,6200.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2005,7100.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2004,5900.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2003,5200.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2002,3200.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2001,1200.0
