Type,Country,Year,value
"Motor vehicles for the transport of ten or more persons, including the driver",Netherland,2008,
"Motor vehicles for the transport of ten or more persons, including the driver",Netherland,2007,
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2025,14.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2024,110.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2023,47.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2022,74.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2021,235.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2020,274.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2019,274.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2018,198.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2017,215.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2016,133.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2015,122.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2014,189.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2013,221.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2012,496.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2011,500.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2010,327.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2009,153.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2008,561.0
"Motor vehicles for the transport of ten or more persons, including the driver",Russian Federation,2007,644.0
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2025,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2024,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2023,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2022,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2021,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2020,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2019,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2018,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2017,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2016,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2015,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2014,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2013,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2012,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2011,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2010,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2009,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2008,
"Motor vehicles for the transport of ten or more persons, including the driver",Republic of South Africa,2007,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2025,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2024,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2023,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2022,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2021,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2020,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2019,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2018,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2017,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2016,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2015,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2014,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2013,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2012,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2011,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2010,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2009,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2008,
"Motor vehicles for the transport of ten or more persons, including the driver",Poland,2007,
"Motor vehicles for the transport of ten or more persons, including the driver",Romania,2025,
"Motor vehicles for the transport of ten or more persons, including the driver",Romania,2024,
"Motor vehicles for the transport of ten or more persons, including the driver",Romania,2023,
