Бүс,Насны бүлэг,Хүйс,Он,value
Улсын дүн,60-64,Нийт,2019,27.2
Улсын дүн,60-64,Нийт,2018,21.1
Улсын дүн,60-64,Нийт,2017,25.2
Улсын дүн,60-64,Нийт,2016,22.2
Улсын дүн,60-64,Нийт,2015,21.8
Улсын дүн,60-64,Нийт,2014,19.3
Улсын дүн,60-64,Нийт,2013,24.5
Улсын дүн,60-64,Нийт,2012,25.7
Улсын дүн,60-64,Нийт,2011,29.0
Улсын дүн,60-64,Нийт,2010,27.5
Улсын дүн,60-64,Нийт,2009,29.2
Улсын дүн,60-64,Эрэгтэй,2025,39.7
Улсын дүн,60-64,Эрэгтэй,2024,37.3
Улсын дүн,60-64,Эрэгтэй,2023,32.3
Улсын дүн,60-64,Эрэгтэй,2022,31.7
Улсын дүн,60-64,Эрэгтэй,2021,25.6
Улсын дүн,60-64,Эрэгтэй,2020,31.9
Улсын дүн,60-64,Эрэгтэй,2019,32.3
Улсын дүн,60-64,Эрэгтэй,2018,26.0
Улсын дүн,60-64,Эрэгтэй,2017,29.7
Улсын дүн,60-64,Эрэгтэй,2016,27.7
Улсын дүн,60-64,Эрэгтэй,2015,25.2
Улсын дүн,60-64,Эрэгтэй,2014,25.5
Улсын дүн,60-64,Эрэгтэй,2013,29.3
Улсын дүн,60-64,Эрэгтэй,2012,33.7
Улсын дүн,60-64,Эрэгтэй,2011,35.7
Улсын дүн,60-64,Эрэгтэй,2010,34.2
Улсын дүн,60-64,Эрэгтэй,2009,33.2
Улсын дүн,60-64,Эмэгтэй,2025,22.5
Улсын дүн,60-64,Эмэгтэй,2024,22.3
Улсын дүн,60-64,Эмэгтэй,2023,23.3
Улсын дүн,60-64,Эмэгтэй,2022,25.5
Улсын дүн,60-64,Эмэгтэй,2021,21.5
Улсын дүн,60-64,Эмэгтэй,2020,17.5
Улсын дүн,60-64,Эмэгтэй,2019,23.6
Улсын дүн,60-64,Эмэгтэй,2018,17.7
Улсын дүн,60-64,Эмэгтэй,2017,21.8
Улсын дүн,60-64,Эмэгтэй,2016,17.8
Улсын дүн,60-64,Эмэгтэй,2015,19.1
Улсын дүн,60-64,Эмэгтэй,2014,13.9
Улсын дүн,60-64,Эмэгтэй,2013,20.2
Улсын дүн,60-64,Эмэгтэй,2012,18.8
Улсын дүн,60-64,Эмэгтэй,2011,23.0
Улсын дүн,60-64,Эмэгтэй,2010,21.1
Улсын дүн,60-64,Эмэгтэй,2009,25.9
Улсын дүн,65-69,Нийт,2025,17.8
Улсын дүн,65-69,Нийт,2024,17.4
Улсын дүн,65-69,Нийт,2023,18.2
Улсын дүн,65-69,Нийт,2022,15.0
Улсын дүн,65-69,Нийт,2021,15.4
Улсын дүн,65-69,Нийт,2020,17.2
Улсын дүн,65-69,Нийт,2019,18.9
Улсын дүн,65-69,Нийт,2018,15.6
Улсын дүн,65-69,Нийт,2017,15.5
Улсын дүн,65-69,Нийт,2016,15.0
Улсын дүн,65-69,Нийт,2015,13.1
Улсын дүн,65-69,Нийт,2014,16.2
Улсын дүн,65-69,Нийт,2013,15.0
Улсын дүн,65-69,Нийт,2012,20.1
Улсын дүн,65-69,Нийт,2011,18.0
Улсын дүн,65-69,Нийт,2010,20.2
Улсын дүн,65-69,Нийт,2009,16.6
Улсын дүн,65-69,Эрэгтэй,2025,24.1
Улсын дүн,65-69,Эрэгтэй,2024,18.4
Улсын дүн,65-69,Эрэгтэй,2023,22.3
Улсын дүн,65-69,Эрэгтэй,2022,21.2
Улсын дүн,65-69,Эрэгтэй,2021,22.4
Улсын дүн,65-69,Эрэгтэй,2020,21.4
Улсын дүн,65-69,Эрэгтэй,2019,25.8
Улсын дүн,65-69,Эрэгтэй,2018,18.6
Улсын дүн,65-69,Эрэгтэй,2017,16.4
Улсын дүн,65-69,Эрэгтэй,2016,19.0
Улсын дүн,65-69,Эрэгтэй,2015,15.1
Улсын дүн,65-69,Эрэгтэй,2014,17.9
Улсын дүн,65-69,Эрэгтэй,2013,18.7
Улсын дүн,65-69,Эрэгтэй,2012,25.7
Улсын дүн,65-69,Эрэгтэй,2011,23.3
Улсын дүн,65-69,Эрэгтэй,2010,25.9
Улсын дүн,65-69,Эрэгтэй,2009,20.2
Улсын дүн,65-69,Эмэгтэй,2025,13.9
Улсын дүн,65-69,Эмэгтэй,2024,16.5
Улсын дүн,65-69,Эмэгтэй,2023,15.4
Улсын дүн,65-69,Эмэгтэй,2022,9.6
Улсын дүн,65-69,Эмэгтэй,2021,10.4
Улсын дүн,65-69,Эмэгтэй,2020,13.9
Улсын дүн,65-69,Эмэгтэй,2019,13.2
Улсын дүн,65-69,Эмэгтэй,2018,13.3
Улсын дүн,65-69,Эмэгтэй,2017,14.9
Улсын дүн,65-69,Эмэгтэй,2016,11.7
Улсын дүн,65-69,Эмэгтэй,2015,11.6
Улсын дүн,65-69,Эмэгтэй,2014,14.8
Улсын дүн,65-69,Эмэгтэй,2013,12.0
Улсын дүн,65-69,Эмэгтэй,2012,15.7
Улсын дүн,65-69,Эмэгтэй,2011,13.8
Улсын дүн,65-69,Эмэгтэй,2010,14.5
Улсын дүн,65-69,Эмэгтэй,2009,13.4
Улсын дүн,70+,Нийт,2025,6.3
Улсын дүн,70+,Нийт,2024,5.9
Улсын дүн,70+,Нийт,2023,7.0
Улсын дүн,70+,Нийт,2022,5.1
Улсын дүн,70+,Нийт,2021,6.0
Улсын дүн,70+,Нийт,2020,7.8
Улсын дүн,70+,Нийт,2019,8.1
Улсын дүн,70+,Нийт,2018,7.7
Улсын дүн,70+,Нийт,2017,7.7
Улсын дүн,70+,Нийт,2016,6.8
Улсын дүн,70+,Нийт,2015,6.2
Улсын дүн,70+,Нийт,2014,7.1
Улсын дүн,70+,Нийт,2013,6.3
Улсын дүн,70+,Нийт,2012,12.3
Улсын дүн,70+,Нийт,2011,10.3
Улсын дүн,70+,Нийт,2010,7.4
Улсын дүн,70+,Нийт,2009,5.6
Улсын дүн,70+,Эрэгтэй,2025,6.5
Улсын дүн,70+,Эрэгтэй,2024,9.6
Улсын дүн,70+,Эрэгтэй,2023,11.3
Улсын дүн,70+,Эрэгтэй,2022,7.5
Улсын дүн,70+,Эрэгтэй,2021,7.7
Улсын дүн,70+,Эрэгтэй,2020,11.3
Улсын дүн,70+,Эрэгтэй,2019,10.0
Улсын дүн,70+,Эрэгтэй,2018,11.4
Улсын дүн,70+,Эрэгтэй,2017,10.3
Улсын дүн,70+,Эрэгтэй,2016,10.1
Улсын дүн,70+,Эрэгтэй,2015,8.4
Улсын дүн,70+,Эрэгтэй,2014,10.2
Улсын дүн,70+,Эрэгтэй,2013,9.1
Улсын дүн,70+,Эрэгтэй,2012,14.8
Улсын дүн,70+,Эрэгтэй,2011,15.7
Улсын дүн,70+,Эрэгтэй,2010,10.2
Улсын дүн,70+,Эрэгтэй,2009,6.5
Улсын дүн,70+,Эмэгтэй,2025,6.2
Улсын дүн,70+,Эмэгтэй,2024,3.7
Улсын дүн,70+,Эмэгтэй,2023,4.3
Улсын дүн,70+,Эмэгтэй,2022,3.5
Улсын дүн,70+,Эмэгтэй,2021,4.8
Улсын дүн,70+,Эмэгтэй,2020,5.7
Улсын дүн,70+,Эмэгтэй,2019,6.9
Улсын дүн,70+,Эмэгтэй,2018,5.2
Улсын дүн,70+,Эмэгтэй,2017,5.6
Улсын дүн,70+,Эмэгтэй,2016,4.4
Улсын дүн,70+,Эмэгтэй,2015,4.7
Улсын дүн,70+,Эмэгтэй,2014,5.0
Улсын дүн,70+,Эмэгтэй,2013,4.4
Улсын дүн,70+,Эмэгтэй,2012,10.4
Улсын дүн,70+,Эмэгтэй,2011,6.5
Улсын дүн,70+,Эмэгтэй,2010,5.5
Улсын дүн,70+,Эмэгтэй,2009,4.9
Хангайн бүс,Бүгд,Нийт,2025,70.4
Хангайн бүс,Бүгд,Нийт,2024,70.0
Хангайн бүс,Бүгд,Нийт,2023,68.9
Хангайн бүс,Бүгд,Нийт,2022,73.3
Хангайн бүс,Бүгд,Нийт,2021,71.2
Хангайн бүс,Бүгд,Нийт,2020,68.2
Хангайн бүс,Бүгд,Нийт,2019,72.4
Хангайн бүс,Бүгд,Нийт,2018,70.5
Хангайн бүс,Бүгд,Нийт,2017,72.7
Хангайн бүс,Бүгд,Нийт,2016,74.4
Хангайн бүс,Бүгд,Нийт,2015,70.7
Хангайн бүс,Бүгд,Нийт,2014,74.1
Хангайн бүс,Бүгд,Нийт,2013,74.3
Хангайн бүс,Бүгд,Нийт,2012,77.0
Хангайн бүс,Бүгд,Нийт,2011,70.9
Хангайн бүс,Бүгд,Нийт,2010,72.7
Хангайн бүс,Бүгд,Нийт,2009,73.4
Хангайн бүс,Бүгд,Эрэгтэй,2025,77.0
Хангайн бүс,Бүгд,Эрэгтэй,2024,76.4
Хангайн бүс,Бүгд,Эрэгтэй,2023,74.7
Хангайн бүс,Бүгд,Эрэгтэй,2022,80.2
Хангайн бүс,Бүгд,Эрэгтэй,2021,77.5
Хангайн бүс,Бүгд,Эрэгтэй,2020,72.3
Хангайн бүс,Бүгд,Эрэгтэй,2019,77.9
Хангайн бүс,Бүгд,Эрэгтэй,2018,76.5
Хангайн бүс,Бүгд,Эрэгтэй,2017,76.5
Хангайн бүс,Бүгд,Эрэгтэй,2016,78.9
Хангайн бүс,Бүгд,Эрэгтэй,2015,74.6
Хангайн бүс,Бүгд,Эрэгтэй,2014,77.7
Хангайн бүс,Бүгд,Эрэгтэй,2013,77.7
Хангайн бүс,Бүгд,Эрэгтэй,2012,82.3
Хангайн бүс,Бүгд,Эрэгтэй,2011,75.9
Хангайн бүс,Бүгд,Эрэгтэй,2010,77.3
Хангайн бүс,Бүгд,Эрэгтэй,2009,75.8
Хангайн бүс,Бүгд,Эмэгтэй,2025,64.0
Хангайн бүс,Бүгд,Эмэгтэй,2024,64.0
Хангайн бүс,Бүгд,Эмэгтэй,2023,63.6
Хангайн бүс,Бүгд,Эмэгтэй,2022,66.8
Хангайн бүс,Бүгд,Эмэгтэй,2021,65.4
Хангайн бүс,Бүгд,Эмэгтэй,2020,64.3
Хангайн бүс,Бүгд,Эмэгтэй,2019,66.7
Хангайн бүс,Бүгд,Эмэгтэй,2018,64.7
Хангайн бүс,Бүгд,Эмэгтэй,2017,68.9
Хангайн бүс,Бүгд,Эмэгтэй,2016,69.9
Хангайн бүс,Бүгд,Эмэгтэй,2015,67.0
Хангайн бүс,Бүгд,Эмэгтэй,2014,70.6
Хангайн бүс,Бүгд,Эмэгтэй,2013,71.0
Хангайн бүс,Бүгд,Эмэгтэй,2012,71.9
Хангайн бүс,Бүгд,Эмэгтэй,2011,66.3
Хангайн бүс,Бүгд,Эмэгтэй,2010,68.1
Хангайн бүс,Бүгд,Эмэгтэй,2009,70.9
Хангайн бүс,15-19,Нийт,2025,12.8
Хангайн бүс,15-19,Нийт,2024,17.4
Хангайн бүс,15-19,Нийт,2023,19.1
Хангайн бүс,15-19,Нийт,2022,20.3
Хангайн бүс,15-19,Нийт,2021,14.1
Хангайн бүс,15-19,Нийт,2020,17.6
Хангайн бүс,15-19,Нийт,2019,20.5
Хангайн бүс,15-19,Нийт,2018,20.5
Хангайн бүс,15-19,Нийт,2017,24.2
Хангайн бүс,15-19,Нийт,2016,20.4
Хангайн бүс,15-19,Нийт,2015,15.6
Хангайн бүс,15-19,Нийт,2014,23.2
Хангайн бүс,15-19,Нийт,2013,34.5
Хангайн бүс,15-19,Нийт,2012,57.0
Хангайн бүс,15-19,Нийт,2011,34.3
Хангайн бүс,15-19,Нийт,2010,33.9
Хангайн бүс,15-19,Нийт,2009,39.4
Хангайн бүс,15-19,Эрэгтэй,2025,19.5
Хангайн бүс,15-19,Эрэгтэй,2024,26.3
Хангайн бүс,15-19,Эрэгтэй,2023,25.9
Хангайн бүс,15-19,Эрэгтэй,2022,23.8
Хангайн бүс,15-19,Эрэгтэй,2021,16.6
Хангайн бүс,15-19,Эрэгтэй,2020,23.9
Хангайн бүс,15-19,Эрэгтэй,2019,25.4
Хангайн бүс,15-19,Эрэгтэй,2018,28.4
Хангайн бүс,15-19,Эрэгтэй,2017,29.5
Хангайн бүс,15-19,Эрэгтэй,2016,25.2
Хангайн бүс,15-19,Эрэгтэй,2015,21.0
Хангайн бүс,15-19,Эрэгтэй,2014,29.3
Хангайн бүс,15-19,Эрэгтэй,2013,37.2
Хангайн бүс,15-19,Эрэгтэй,2012,58.7
Хангайн бүс,15-19,Эрэгтэй,2011,41.3
Хангайн бүс,15-19,Эрэгтэй,2010,41.1
Хангайн бүс,15-19,Эрэгтэй,2009,46.2
Хангайн бүс,15-19,Эмэгтэй,2025,5.7
Хангайн бүс,15-19,Эмэгтэй,2024,6.3
Хангайн бүс,15-19,Эмэгтэй,2023,11.1
Хангайн бүс,15-19,Эмэгтэй,2022,15.6
Хангайн бүс,15-19,Эмэгтэй,2021,11.5
Хангайн бүс,15-19,Эмэгтэй,2020,8.3
Хангайн бүс,15-19,Эмэгтэй,2019,13.1
Хангайн бүс,15-19,Эмэгтэй,2018,10.8
Хангайн бүс,15-19,Эмэгтэй,2017,17.9
Хангайн бүс,15-19,Эмэгтэй,2016,15.1
Хангайн бүс,15-19,Эмэгтэй,2015,8.5
Хангайн бүс,15-19,Эмэгтэй,2014,16.5
Хангайн бүс,15-19,Эмэгтэй,2013,31.6
Хангайн бүс,15-19,Эмэгтэй,2012,55.4
Хангайн бүс,15-19,Эмэгтэй,2011,27.4
Хангайн бүс,15-19,Эмэгтэй,2010,26.7
Хангайн бүс,15-19,Эмэгтэй,2009,29.7
Хангайн бүс,20-24,Нийт,2025,69.3
Хангайн бүс,20-24,Нийт,2024,81.3
Хангайн бүс,20-24,Нийт,2023,64.9
Хангайн бүс,20-24,Нийт,2022,68.3
Хангайн бүс,20-24,Нийт,2021,65.9
Хангайн бүс,20-24,Нийт,2020,65.1
Хангайн бүс,20-24,Нийт,2019,81.0
Хангайн бүс,20-24,Нийт,2018,65.7
Хангайн бүс,20-24,Нийт,2017,66.3
Хангайн бүс,20-24,Нийт,2016,75.5
Хангайн бүс,20-24,Нийт,2015,68.5
Хангайн бүс,20-24,Нийт,2014,74.1
Хангайн бүс,20-24,Нийт,2013,72.4
Хангайн бүс,20-24,Нийт,2012,76.0
Хангайн бүс,20-24,Нийт,2011,71.2
Хангайн бүс,20-24,Нийт,2010,75.8
Хангайн бүс,20-24,Нийт,2009,75.5
Хангайн бүс,20-24,Эрэгтэй,2025,77.6
Хангайн бүс,20-24,Эрэгтэй,2024,90.1
Хангайн бүс,20-24,Эрэгтэй,2023,89.7
Хангайн бүс,20-24,Эрэгтэй,2022,88.6
Хангайн бүс,20-24,Эрэгтэй,2021,80.6
Хангайн бүс,20-24,Эрэгтэй,2020,66.8
Хангайн бүс,20-24,Эрэгтэй,2019,92.7
Хангайн бүс,20-24,Эрэгтэй,2018,80.4
Хангайн бүс,20-24,Эрэгтэй,2017,72.2
Хангайн бүс,20-24,Эрэгтэй,2016,83.0
Хангайн бүс,20-24,Эрэгтэй,2015,77.5
Хангайн бүс,20-24,Эрэгтэй,2014,82.7
Хангайн бүс,20-24,Эрэгтэй,2013,80.2
Хангайн бүс,20-24,Эрэгтэй,2012,90.2
Хангайн бүс,20-24,Эрэгтэй,2011,76.3
Хангайн бүс,20-24,Эрэгтэй,2010,80.8
Хангайн бүс,20-24,Эрэгтэй,2009,76.1
Хангайн бүс,20-24,Эмэгтэй,2025,59.3
Хангайн бүс,20-24,Эмэгтэй,2024,69.3
Хангайн бүс,20-24,Эмэгтэй,2023,38.2
Хангайн бүс,20-24,Эмэгтэй,2022,48.7
Хангайн бүс,20-24,Эмэгтэй,2021,51.6
Хангайн бүс,20-24,Эмэгтэй,2020,63.2
Хангайн бүс,20-24,Эмэгтэй,2019,69.1
Хангайн бүс,20-24,Эмэгтэй,2018,50.7
Хангайн бүс,20-24,Эмэгтэй,2017,57.8
Хангайн бүс,20-24,Эмэгтэй,2016,65.1
Хангайн бүс,20-24,Эмэгтэй,2015,60.2
Хангайн бүс,20-24,Эмэгтэй,2014,65.0
Хангайн бүс,20-24,Эмэгтэй,2013,64.8
Хангайн бүс,20-24,Эмэгтэй,2012,61.2
Хангайн бүс,20-24,Эмэгтэй,2011,66.7
Хангайн бүс,20-24,Эмэгтэй,2010,70.7
Хангайн бүс,20-24,Эмэгтэй,2009,74.8
Хангайн бүс,25-29,Нийт,2025,85.5
Хангайн бүс,25-29,Нийт,2024,85.8
Хангайн бүс,25-29,Нийт,2023,88.2
Хангайн бүс,25-29,Нийт,2022,88.2
Хангайн бүс,25-29,Нийт,2021,93.4
Хангайн бүс,25-29,Нийт,2020,89.7
Хангайн бүс,25-29,Нийт,2019,87.1
Хангайн бүс,25-29,Нийт,2018,80.9
Хангайн бүс,25-29,Нийт,2017,87.5
Хангайн бүс,25-29,Нийт,2016,91.1
Хангайн бүс,25-29,Нийт,2015,88.2
Хангайн бүс,25-29,Нийт,2014,91.5
Хангайн бүс,25-29,Нийт,2013,88.0
Хангайн бүс,25-29,Нийт,2012,88.1
Хангайн бүс,25-29,Нийт,2011,77.6
Хангайн бүс,25-29,Нийт,2010,85.8
Хангайн бүс,25-29,Нийт,2009,84.6
Хангайн бүс,25-29,Эрэгтэй,2025,94.8
Хангайн бүс,25-29,Эрэгтэй,2024,93.2
Хангайн бүс,25-29,Эрэгтэй,2023,92.9
Хангайн бүс,25-29,Эрэгтэй,2022,89.3
Хангайн бүс,25-29,Эрэгтэй,2021,99.7
Хангайн бүс,25-29,Эрэгтэй,2020,90.1
Хангайн бүс,25-29,Эрэгтэй,2019,94.2
Хангайн бүс,25-29,Эрэгтэй,2018,89.3
Хангайн бүс,25-29,Эрэгтэй,2017,93.6
Хангайн бүс,25-29,Эрэгтэй,2016,95.2
Хангайн бүс,25-29,Эрэгтэй,2015,94.3
Хангайн бүс,25-29,Эрэгтэй,2014,92.3
Хангайн бүс,25-29,Эрэгтэй,2013,90.2
Хангайн бүс,25-29,Эрэгтэй,2012,93.6
Хангайн бүс,25-29,Эрэгтэй,2011,86.2
Хангайн бүс,25-29,Эрэгтэй,2010,86.3
Хангайн бүс,25-29,Эрэгтэй,2009,87.7
Хангайн бүс,25-29,Эмэгтэй,2025,76.5
Хангайн бүс,25-29,Эмэгтэй,2024,75.5
Хангайн бүс,25-29,Эмэгтэй,2023,82.9
Хангайн бүс,25-29,Эмэгтэй,2022,86.6
Хангайн бүс,25-29,Эмэгтэй,2021,85.6
Хангайн бүс,25-29,Эмэгтэй,2020,89.3
Хангайн бүс,25-29,Эмэгтэй,2019,76.1
Хангайн бүс,25-29,Эмэгтэй,2018,72.7
Хангайн бүс,25-29,Эмэгтэй,2017,80.9
Хангайн бүс,25-29,Эмэгтэй,2016,87.3
Хангайн бүс,25-29,Эмэгтэй,2015,81.8
Хангайн бүс,25-29,Эмэгтэй,2014,90.8
Хангайн бүс,25-29,Эмэгтэй,2013,86.0
Хангайн бүс,25-29,Эмэгтэй,2012,82.3
Хангайн бүс,25-29,Эмэгтэй,2011,68.2
Хангайн бүс,25-29,Эмэгтэй,2010,85.2
Хангайн бүс,25-29,Эмэгтэй,2009,81.6
Хангайн бүс,30-34,Нийт,2025,88.6
Хангайн бүс,30-34,Нийт,2024,96.5
Хангайн бүс,30-34,Нийт,2023,90.3
Хангайн бүс,30-34,Нийт,2022,89.0
Хангайн бүс,30-34,Нийт,2021,95.5
Хангайн бүс,30-34,Нийт,2020,90.3
Хангайн бүс,30-34,Нийт,2019,91.3
Хангайн бүс,30-34,Нийт,2018,87.5
Хангайн бүс,30-34,Нийт,2017,93.2
Хангайн бүс,30-34,Нийт,2016,91.9
Хангайн бүс,30-34,Нийт,2015,93.1
Хангайн бүс,30-34,Нийт,2014,91.9
Хангайн бүс,30-34,Нийт,2013,91.7
Хангайн бүс,30-34,Нийт,2012,92.3
Хангайн бүс,30-34,Нийт,2011,85.3
Хангайн бүс,30-34,Нийт,2010,90.7
Хангайн бүс,30-34,Нийт,2009,87.7
Хангайн бүс,30-34,Эрэгтэй,2025,97.2
Хангайн бүс,30-34,Эрэгтэй,2024,100.0
Хангайн бүс,30-34,Эрэгтэй,2023,93.2
Хангайн бүс,30-34,Эрэгтэй,2022,98.0
Хангайн бүс,30-34,Эрэгтэй,2021,99.3
Хангайн бүс,30-34,Эрэгтэй,2020,95.5
Хангайн бүс,30-34,Эрэгтэй,2019,92.8
Хангайн бүс,30-34,Эрэгтэй,2018,93.0
Хангайн бүс,30-34,Эрэгтэй,2017,95.4
Хангайн бүс,30-34,Эрэгтэй,2016,94.4
Хангайн бүс,30-34,Эрэгтэй,2015,94.9
Хангайн бүс,30-34,Эрэгтэй,2014,97.6
Хангайн бүс,30-34,Эрэгтэй,2013,94.7
Хангайн бүс,30-34,Эрэгтэй,2012,96.4
Хангайн бүс,30-34,Эрэгтэй,2011,87.6
Хангайн бүс,30-34,Эрэгтэй,2010,94.2
Хангайн бүс,30-34,Эрэгтэй,2009,92.7
Хангайн бүс,30-34,Эмэгтэй,2025,80.6
Хангайн бүс,30-34,Эмэгтэй,2024,93.0
Хангайн бүс,30-34,Эмэгтэй,2023,88.2
Хангайн бүс,30-34,Эмэгтэй,2022,81.1
Хангайн бүс,30-34,Эмэгтэй,2021,92.8
Хангайн бүс,30-34,Эмэгтэй,2020,85.2
Хангайн бүс,30-34,Эмэгтэй,2019,90.3
Хангайн бүс,30-34,Эмэгтэй,2018,82.0
Хангайн бүс,30-34,Эмэгтэй,2017,91.2
Хангайн бүс,30-34,Эмэгтэй,2016,89.4
Хангайн бүс,30-34,Эмэгтэй,2015,91.6
Хангайн бүс,30-34,Эмэгтэй,2014,86.8
Хангайн бүс,30-34,Эмэгтэй,2013,88.8
Хангайн бүс,30-34,Эмэгтэй,2012,88.7
Хангайн бүс,30-34,Эмэгтэй,2011,83.5
Хангайн бүс,30-34,Эмэгтэй,2010,87.0
Хангайн бүс,30-34,Эмэгтэй,2009,82.7
Хангайн бүс,35-39,Нийт,2025,92.1
Хангайн бүс,35-39,Нийт,2024,93.3
Хангайн бүс,35-39,Нийт,2023,89.3
Хангайн бүс,35-39,Нийт,2022,88.5
Хангайн бүс,35-39,Нийт,2021,93.4
Хангайн бүс,35-39,Нийт,2020,92.5
Хангайн бүс,35-39,Нийт,2019,86.6
Хангайн бүс,35-39,Нийт,2018,93.1
Хангайн бүс,35-39,Нийт,2017,89.6
Хангайн бүс,35-39,Нийт,2016,92.6
Хангайн бүс,35-39,Нийт,2015,94.6
Хангайн бүс,35-39,Нийт,2014,96.3
Хангайн бүс,35-39,Нийт,2013,94.4
Хангайн бүс,35-39,Нийт,2012,94.6
