Үзүүлэлт,Эдийн засгийн салбар,Он,value
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2019,578493.96
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2018,515896.07
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2017,460336.73
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2016,482029.75
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2015,476929.48
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2014,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2013,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2012,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2011,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2010,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2009,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2008,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2007,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2006,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2005,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2004,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2003,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2002,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2001,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2000,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1999,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1998,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1997,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1996,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1995,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1994,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1993,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1992,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1991,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1990,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2024,2038752.39
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2023,1617471.94
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2022,1456846.83
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2021,1418264.44
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2020,1292870.1
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2019,1275158.1
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2018,1206660.42
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2017,1060952.34
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2016,886603.13
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2015,823238.19
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2014,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2013,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2012,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2011,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2010,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2009,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2008,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2007,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2006,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2005,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2004,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2003,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2002,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2001,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2000,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1999,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1998,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1997,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1996,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1995,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1994,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1993,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1992,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1991,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1990,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2024,1873816.3
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2023,1841393.7
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2022,1802728.7
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2021,1763864.15
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2020,1797539.1
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2019,1826249.43
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2018,1880863.87
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2017,1824677.76
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2016,1645504.97
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2015,1602187.02
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2014,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2013,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2012,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2011,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2010,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2009,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2008,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2007,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2006,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2005,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2004,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2003,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2002,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2001,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2000,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1999,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1998,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1997,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1996,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1995,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1994,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1993,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1992,
"ДНБ, 2015 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1991,
