улс,он,импорт_сая_ам_дол
Кувейт,2020,0.0
Лаос,2020,762.86
Латви,2020,2764.64
Литва,2020,4002.13
Лихтенштейн Вант улс,2020,9.97
Люксембург,2020,154.6
Мавритани,2020,0.0
Мавритус,2020,5.4
Мадагаскар,2020,13.89
Македони,2020,89.35
Малайз,2020,50084.91
Мали,2020,0.0
Мальта,2020,3680.02
Марокко,2020,725.33
Мексик,2020,11990.28
Молдав,2020,925.85
Монако,2020,0.93
Мьянмар,2020,988.36
Намиби,2020,28.52
Нидерланд,2020,16725.18
Никарагуа,2020,14.93
Норвеги,2020,2620.55
ОХУ,2020,1399962.3
Оман,2020,0.0
Пакистан,2020,2450.79
Перу,2020,102.44
Польш,2020,56646.3
Португаль,2020,979.98
Пуэрто-Рико,2020,43.25
Румын,2020,6266.03
Саудын Араб,2020,1.3
Свазиленд,2020,14.38
Сейшелийн аралын Бүгд Найрамдах Улс,2020,0.71
Сенегал,2020,0.79
Серби,2020,3216.21
Сингапур,2020,16794.86
Сири,2020,0.09
Словак,2020,3085.26
Словени,2020,14670.75
Съерра Леон,2020,5.65
Тажикстан,2020,0.25
Тайвань,2020,10216.44
Тайланд,2020,34206.36
Тунис,2020,672.61
Турк,2020,37321.58
Уганда,2020,0.0
Узбикистан,2020,2506.73
Украйн,2020,28882.07
Унгар,2020,9078.95
Уругвай,2020,198.67
Фижи,2020,32.2
Филиппин,2020,4933.65
Финлянд,2020,23186.57
Франц,2020,32479.6
ХБНГУ,2020,184773.93
Хорват,2020,461.18
Чад,2020,0.0
Чехийн БНУ,2020,14815.49
Чили,2020,1094.62
Швед,2020,39343.8
Швейцарь,2020,35111.86
Шинэ Зеланд,2020,13018.52
Шри Ланк,2020,2570.96
Эквадор,2020,415.25
Эл Сальвадор,2020,60.36
Энэтхэг,2020,34608.2
Эстон,2020,790.5
Этиоп,2020,35.4
Ямайка,2020,4.15
Япон,2020,406712.86
Өмнөд Африкийн Бүгд Найрамдах Улс,2020,3176.34
АНУ,2021,213383.5
Австрали,2021,108057.69
Австри,2021,31082.88
Азербайжан,2021,376.03
Албани,2021,202.91
Алжир,2021,72.68
Арабын Нэгдсэн Эмират,2021,6969.32
Аргентин,2021,4155.14
Армен,2021,532.36
Аруба,2021,0.0
Афганистан,2021,15.33
БНАСAУ,2021,0.02
БНСУ,2021,308746.61
БНХАУ,2021,2520024.77
Багамын арал,2021,0.07
Балба,2021,0.07
Бангладеш,2021,8281.74
Бахрейн,2021,0.0
Беларусь,2021,44118.77
Бельги,2021,30564.04
Болгар,2021,3362.81
Босни Герцоговин,2021,200.51
Бразил,2021,7154.88
Бүгд Найрамдах Доминикан Улс,2021,121.08
Вануату,2021,0.0
Венесуэл,2021,0.0
Вьетнам,2021,79716.6
Гайти,2021,1.89
Гватемал,2021,1794.41
Гондурас,2021,6.45
Грек,2021,1801.33
Гренланд,2021,0.0
Гүрж,2021,2596.5
Дани,2021,7238.44
Доминик,2021,18.91
Дүн,2021,6845453.27
Европын холбоо,2021,702732.9
Египет,2021,1070.48
Зимбабве,2021,0.0
Зүүн Хойд Ази,2021,3281940.52
Зүүн Өмнөд Ази,2021,238595.78
Израиль,2021,1418.91
Индонез,2021,24951.4
Иордан,2021,157.17
Иран,2021,1249.66
Ирланд,2021,9768.9
Исланд,2021,22.88
Испани,2021,20080.69
Итали,2021,61384.47
Их Британи,2021,40051.73
Казакстан,2021,18896.88
Камбож,2021,859.48
Канад,2021,24433.77
Катар,2021,2.95
Кени,2021,125.88
Кипр,2021,430.13
Киргизстан,2021,1439.4
Колумби,2021,380.29
Коста Рика,2021,593.17
Куба,2021,62.48
Кувейт,2021,0.0
Лаос,2021,170.46
Латви,2021,4959.25
Литва,2021,6236.06
Лихтенштейн Вант улс,2021,62.88
Люксембург,2021,113.4
Мавритани,2021,1.78
Мавритус,2021,18.81
Мадагаскар,2021,32.36
Македони,2021,230.52
Малайз,2021,65546.17
Мали,2021,0.0
Мальта,2021,33.24
Марокко,2021,1491.51
Мексик,2021,14687.4
Молдав,2021,1988.35
Монако,2021,4.31
Мьянмар,2021,854.25
Намиби,2021,1.32
Нидерланд,2021,21935.97
Никарагуа,2021,41.1
Норвеги,2021,704.22
ОХУ,2021,1955192.92
Оман,2021,0.0
Пакистан,2021,3242.04
Перу,2021,176.68
Польш,2021,83357.44
Португаль,2021,1330.97
Пуэрто-Рико,2021,109.97
Румын,2021,8181.12
Саудын Араб,2021,832.81
Свазиленд,2021,86.81
Сейшелийн аралын Бүгд Найрамдах Улс,2021,0.0
Сенегал,2021,4.64
Серби,2021,1429.28
Сингапур,2021,23137.14
Сири,2021,1.2
Словак,2021,5545.69
Словени,2021,20577.86
Съерра Леон,2021,2.82
Тажикстан,2021,25.38
Тайвань,2021,21047.23
Тайланд,2021,37307.55
Тунис,2021,773.85
Турк,2021,71204.06
Уганда,2021,0.08
Узбикистан,2021,3453.05
Украйн,2021,28582.25
Унгар,2021,10768.78
Уругвай,2021,303.01
Фижи,2021,49.34
Филиппин,2021,6052.74
Финлянд,2021,34301.83
Франц,2021,68872.56
ХБНГУ,2021,223251.1
Хорват,2021,727.79
Чад,2021,0.0
Чехийн БНУ,2021,12139.57
Чили,2021,1353.64
Швед,2021,33247.01
Швейцарь,2021,25706.93
Шинэ Зеланд,2021,10966.21
Шри Ланк,2021,1364.38
Эквадор,2021,2065.24
Эл Сальвадор,2021,53.76
Энэтхэг,2021,63618.43
Эстон,2021,1439.57
Этиоп,2021,107.46
Ямайка,2021,4.23
Япон,2021,453169.13
Өмнөд Африкийн Бүгд Найрамдах Улс,2021,3182.42
АНУ,2022,266072.99
Австрали,2022,115759.39
Австри,2022,37437.92
Азербайжан,2022,580.94
Албани,2022,410.03
Алжир,2022,39.22
Арабын Нэгдсэн Эмират,2022,4111.4
Аргентин,2022,6262.29
Армен,2022,864.71
Аруба,2022,0.0
Афганистан,2022,5.11
БНАСAУ,2022,0.0
БНСУ,2022,424649.19
БНХАУ,2022,3072235.45
Багамын арал,2022,0.02
Балба,2022,24.24
Бангладеш,2022,9428.51
Бахрейн,2022,0.0
Беларусь,2022,42602.64
Бельги,2022,17054.36
Болгар,2022,4736.06
Босни Герцоговин,2022,351.69
Бразил,2022,7851.76
Бүгд Найрамдах Доминикан Улс,2022,196.3
Вануату,2022,0.0
Венесуэл,2022,2.08
Вьетнам,2022,84998.34
Гайти,2022,9.69
Гватемал,2022,1322.19
Гондурас,2022,19.75
Грек,2022,2378.53
Гренланд,2022,4.02
Гүрж,2022,2828.3
Дани,2022,9789.18
Доминик,2022,16.97
Дүн,2022,8704393.82
Европын холбоо,2022,823852.61
Египет,2022,1555.84
Зимбабве,2022,64.34
Зүүн Хойд Ази,2022,4171140.13
Зүүн Өмнөд Ази,2022,281946.06
Израиль,2022,1146.07
Индонез,2022,28551.91
Иордан,2022,418.62
Иран,2022,1385.02
Ирланд,2022,51345.22
Исланд,2022,1.11
Испани,2022,23293.7
Итали,2022,68230.66
Их Британи,2022,42923.76
Казакстан,2022,30736.29
Камбож,2022,1434.22
Канад,2022,21863.18
Катар,2022,107.37
Кени,2022,136.73
Кипр,2022,545.12
Киргизстан,2022,2882.5
Колумби,2022,376.59
Коста Рика,2022,859.45
Куба,2022,83.34
Кувейт,2022,0.0
Лаос,2022,45.69
Латви,2022,3520.32
Литва,2022,8297.34
Лихтенштейн Вант улс,2022,172.08
Люксембург,2022,173.29
Мавритани,2022,0.06
Мавритус,2022,34.28
Мадагаскар,2022,44.07
Македони,2022,546.29
Малайз,2022,76486.31
Мали,2022,4.53
Мальта,2022,16.94
Марокко,2022,2638.53
Мексик,2022,19385.09
Молдав,2022,2442.0
Монако,2022,0.68
Мьянмар,2022,1167.1
Намиби,2022,17.78
Нидерланд,2022,18601.26
Никарагуа,2022,100.24
Норвеги,2022,857.13
ОХУ,2022,2611464.97
Оман,2022,0.0
Пакистан,2022,2953.92
Перу,2022,415.99
Польш,2022,97703.28
Португаль,2022,1733.75
Пуэрто-Рико,2022,190.01
Румын,2022,7845.5
Саудын Араб,2022,7659.16
Свазиленд,2022,167.98
Сейшелийн аралын Бүгд Найрамдах Улс,2022,5.03
Сенегал,2022,10.03
Серби,2022,1045.12
Сингапур,2022,33596.24
Сири,2022,0.57
Словак,2022,13227.97
Словени,2022,22698.6
Съерра Леон,2022,207.41
Тажикстан,2022,116.05
Тайвань,2022,18453.57
Тайланд,2022,48614.66
Тунис,2022,1391.0
Турк,2022,108345.02
Уганда,2022,0.11
Узбикистан,2022,6225.68
Украйн,2022,11011.39
Унгар,2022,17189.78
Уругвай,2022,561.95
Фижи,2022,48.65
Филиппин,2022,7051.48
Финлянд,2022,33017.08
Франц,2022,150906.89
ХБНГУ,2022,182827.06
Хорват,2022,745.06
Чад,2022,0.0
Чехийн БНУ,2022,13492.45
Чили,2022,4920.37
Швед,2022,35823.91
Швейцарь,2022,28831.92
Шинэ Зеланд,2022,12451.28
Шри Ланк,2022,2211.7
Эквадор,2022,4661.53
Эл Сальвадор,2022,591.52
Энэтхэг,2022,90983.08
Эстон,2022,1221.35
Этиоп,2022,148.88
Ямайка,2022,32.26
Япон,2022,674255.49
Өмнөд Африкийн Бүгд Найрамдах Улс,2022,4571.96
АНУ,2023,280802.71
Австрали,2023,127602.70999999999
Австри,2023,62137.81
Азербайжан,2023,396.87
Албани,2023,266.3
Алжир,2023,6.16
Арабын Нэгдсэн Эмират,2023,4079.59
Аргентин,2023,7272.83
Армен,2023,682.46
Аруба,2023,0.0
Афганистан,2023,11.22
БНАСAУ,2023,433.88
БНСУ,2023,415159.68
БНХАУ,2023,3773277.73
Багамын арал,2023,0.0
Балба,2023,12.57
Бангладеш,2023,9304.11
Бахрейн,2023,0.22
Беларусь,2023,32385.04
Бельги,2023,23471.95
Болгар,2023,5388.77
Босни Герцоговин,2023,177.05
Бразил,2023,9554.31
Бүгд Найрамдах Доминикан Улс,2023,127.56
Вануату,2023,0.0
Венесуэл,2023,0.0
Вьетнам,2023,114805.33
Гайти,2023,2.92
Гватемал,2023,151.54
Гондурас,2023,54.99
Грек,2023,1109.87
Гренланд,2023,4.23
Гүрж,2023,2334.67
Дани,2023,8948.05
Доминик,2023,10.06
Дүн,2023,9250247.91
Европын холбоо,2023,814231.98
Египет,2023,877.47
Зимбабве,2023,9.57
Зүүн Хойд Ази,2023,4905206.57
Зүүн Өмнөд Ази,2023,309437.29
Израиль,2023,2225.37
Индонез,2023,36231.67
Иордан,2023,2656.13
Иран,2023,1010.73
Ирланд,2023,8619.63
Исланд,2023,0.56
Испани,2023,23857.57
Итали,2023,90028.7
Их Британи,2023,58406.85
Казакстан,2023,54697.35
Камбож,2023,1991.84
Канад,2023,35120.74
Катар,2023,292.54
Кени,2023,393.09
Кипр,2023,1120.68
Киргизстан,2023,910.06
Колумби,2023,383.29
Коста Рика,2023,1438.92
Куба,2023,86.99
Кувейт,2023,26.19
Лаос,2023,55.57
Латви,2023,4341.88
Литва,2023,6657.37
Лихтенштейн Вант улс,2023,118.76
Люксембург,2023,152.88
Мавритани,2023,0.37
Мавритус,2023,12.54
Мадагаскар,2023,55.99
Македони,2023,574.39
Малайз,2023,59111.97
Мали,2023,3.7
Мальта,2023,3566.79
Марокко,2023,1354.3
Мексик,2023,19879.29
Молдав,2023,1579.32
Монако,2023,0.74
Мьянмар,2023,1852.79
Намиби,2023,9.42
Нидерланд,2023,22952.28
Никарагуа,2023,51.39
Норвеги,2023,951.93
ОХУ,2023,2386277.22
Оман,2023,3.29
Пакистан,2023,3917.07
Перу,2023,184.2
Польш,2023,94380.72
Португаль,2023,2142.99
Пуэрто-Рико,2023,239.99
Румын,2023,6089.49
Саудын Араб,2023,6373.57
Свазиленд,2023,199.25
Сейшелийн аралын Бүгд Найрамдах Улс,2023,0.31
Сенегал,2023,0.02
Серби,2023,798.96
Сингапур,2023,35819.19
Сири,2023,2.82
Словак,2023,8910.42
Словени,2023,25594.49
Съерра Леон,2023,22.26
Тажикстан,2023,64.22
Тайвань,2023,16308.5
Тайланд,2023,53405.54
Тунис,2023,1544.77
Турк,2023,95906.49
Уганда,2023,0.0
Узбикистан,2023,5427.53
Украйн,2023,13086.99
Унгар,2023,13314.83
Уругвай,2023,225.39
Фижи,2023,84.25
Филиппин,2023,6163.21
Финлянд,2023,38327.74
Франц,2023,93429.09
ХБНГУ,2023,211359.49
Хорват,2023,1003.22
Чад,2023,0.0
Чехийн БНУ,2023,18765.56
Чили,2023,5138.08
Швед,2023,37763.51
Швейцарь,2023,27776.03
Шинэ Зеланд,2023,12455.07
Шри Ланк,2023,1572.33
Эквадор,2023,285.88
Эл Сальвадор,2023,83.45
Энэтхэг,2023,64053.44
Эстон,2023,796.18
Этиоп,2023,161.67
Ямайка,2023,6.5
Япон,2023,716335.28
Өмнөд Африкийн Бүгд Найрамдах Улс,2023,5562.83
АНУ,2024,535157.72
Австрали,2024,134013.85
Австри,2024,34507.8
Азербайжан,2024,300.64
Албани,2024,249.41
Алжир,2024,2.77
Арабын Нэгдсэн Эмират,2024,4956.23
Аргентин,2024,7590.27
Армен,2024,654.82
Аруба,2024,0.36
Афганистан,2024,0.01
БНАСAУ,2024,437.69
БНСУ,2024,482320.12
БНХАУ,2024,4672473.6
Багамын арал,2024,0.0
Балба,2024,40.02
Бангладеш,2024,8516.56
Бахрейн,2024,0.0
Беларусь,2024,24597.27
Бельги,2024,22998.24
Болгар,2024,3580.59
Босни Герцоговин,2024,180.68
Бразил,2024,17395.8
Бүгд Найрамдах Доминикан Улс,2024,171.52
Вануату,2024,0.0
Венесуэл,2024,0.12
Вьетнам,2024,114937.06
Гайти,2024,2.14
Гватемал,2024,177.12
Гондурас,2024,13.89
Грек,2024,1992.05
Гренланд,2024,28.39
Гүрж,2024,2464.01
Дани,2024,9136.58
Доминик,2024,0.42
Дүн,2024,11614658.56
Европын холбоо,2024,943222.37
Египет,2024,1356.49
Зимбабве,2024,0.31
Зүүн Хойд Ази,2024,6330252.64
Зүүн Өмнөд Ази,2024,357280.7
Израиль,2024,1543.35
Индонез,2024,51106.84
Иордан,2024,468.66
Иран,2024,1340.63
Ирланд,2024,14940.83
Исланд,2024,2.45
Испани,2024,33977.85
Итали,2024,98878.62
Их Британи,2024,49515.62
Казакстан,2024,47346.46
Камбож,2024,2938.97
Канад,2024,36185.64
Катар,2024,44.03
Кени,2024,132.81
Кипр,2024,781.21
Киргизстан,2024,1613.95
Колумби,2024,528.08
Коста Рика,2024,1200.64
Куба,2024,38.86
Кувейт,2024,0.0
Лаос,2024,148.99
Латви,2024,4543.62
Литва,2024,6737.82
Лихтенштейн Вант улс,2024,201.35
Люксембург,2024,200.69
Мавритани,2024,0.0
Мавритус,2024,7.35
Мадагаскар,2024,40.32
Македони,2024,483.21
Малайз,2024,77196.54
Мали,2024,3.37
Мальта,2024,4170.24
Марокко,2024,1120.39
Мексик,2024,31919.97
Молдав,2024,1425.74
Монако,2024,5.81
Мьянмар,2024,1456.3
Намиби,2024,6.89
Нидерланд,2024,20486.23
Никарагуа,2024,23.29
Норвеги,2024,875.38
ОХУ,2024,2824789.12
Оман,2024,0.0
Пакистан,2024,4351.44
Перу,2024,232.99
Польш,2024,104036.18
Португаль,2024,2171.61
Пуэрто-Рико,2024,638.26
Румын,2024,10483.37
Саудын Араб,2024,941.93
Свазиленд,2024,2.12
Сейшелийн аралын Бүгд Найрамдах Улс,2024,0.0
Сенегал,2024,0.48
Серби,2024,1412.97
Сингапур,2024,44970.37
Сири,2024,1.32
Словак,2024,6913.67
Словени,2024,25953.3
Съерра Леон,2024,27.61
Тажикстан,2024,70.9
Тайвань,2024,15157.65
Тайланд,2024,57948.32
Тунис,2024,1553.76
Турк,2024,113086.28
Уганда,2024,0.0
Узбикистан,2024,4726.44
Украйн,2024,11944.0
Унгар,2024,15296.74
Уругвай,2024,299.02
Фижи,2024,124.83
Филиппин,2024,6575.69
Финлянд,2024,73404.5
Франц,2024,135664.55
ХБНГУ,2024,255108.45
Хорват,2024,742.58
Чад,2024,0.0
Чехийн БНУ,2024,17756.81
Чили,2024,3518.34
Швед,2024,37174.2
Швейцарь,2024,32705.68
Шинэ Зеланд,2024,15095.61
Шри Ланк,2024,2254.48
Эквадор,2024,161.05
Эл Сальвадор,2024,519.41
Энэтхэг,2024,110371.92
Эстон,2024,1584.02
Этиоп,2024,255.13
Ямайка,2024,0.0
Япон,2024,1175021.22
Өмнөд Африкийн Бүгд Найрамдах Улс,2024,11779.21
АНУ,2025,417673.83
Австрали,2025,144998.69
Австри,2025,47967.58
Азербайжан,2025,390.62
Албани,2025,174.0
Алжир,2025,93.95
Арабын Нэгдсэн Эмират,2025,4578.08
Аргентин,2025,7237.81
Армен,2025,1116.37
Аруба,2025,0.0
Афганистан,2025,0.0
БНАСAУ,2025,379.96
БНСУ,2025,468318.35
БНХАУ,2025,4655641.77
Багамын арал,2025,0.0
Балба,2025,72.99
Бангладеш,2025,8878.67
Бахрейн,2025,0.47
Беларусь,2025,19983.04
Бельги,2025,21779.77
Болгар,2025,5092.7
Босни Герцоговин,2025,87.42
Бразил,2025,99639.85
Бүгд Найрамдах Доминикан Улс,2025,156.06
Вануату,2025,0.0
Венесуэл,2025,0.88
Вьетнам,2025,125583.61
Гайти,2025,1.71
Гватемал,2025,292.48
Гондурас,2025,19.83
Грек,2025,1876.21
Гренланд,2025,0.82
Гүрж,2025,2102.94
Дани,2025,7948.84
Доминик,2025,27.96
Дүн,2025,11393820.34
Европын холбоо,2025,941957.15
Египет,2025,639.9
Зимбабве,2025,0.0
Зүүн Хойд Ази,2025,6219132.84
Зүүн Өмнөд Ази,2025,373923.01
Израиль,2025,3144.29
Индонез,2025,47318.25
Иордан,2025,389.92
Иран,2025,560.19
Ирланд,2025,12285.85
Исланд,2025,3.13
Испани,2025,22820.92
Итали,2025,106997.54
Их Британи,2025,49749.82
Казакстан,2025,45273.86
Камбож,2025,2354.19
Канад,2025,40766.13
Катар,2025,25.97
Кени,2025,78.61
Кипр,2025,894.02
Киргизстан,2025,1409.08
Колумби,2025,1612.8
Коста Рика,2025,1093.45
Куба,2025,371.63
Кувейт,2025,5.73
Лаос,2025,49.77
Латви,2025,3631.47
Литва,2025,4607.3
Лихтенштейн Вант улс,2025,185.81
Люксембург,2025,284.59
Мавритани,2025,0.51
Мавритус,2025,14.79
Мадагаскар,2025,50.64
Македони,2025,661.54
Малайз,2025,86151.61
Мали,2025,0.0
Мальта,2025,58.51
Марокко,2025,999.42
Мексик,2025,29265.71
Молдав,2025,612.06
Монако,2025,15.15
Мьянмар,2025,1838.79
Намиби,2025,7.12
Нидерланд,2025,21691.59
Никарагуа,2025,6.86
Норвеги,2025,794.0
ОХУ,2025,2785488.96
Оман,2025,0.0
Пакистан,2025,4057.65
Перу,2025,166.73
Польш,2025,96441.45
Португаль,2025,2534.01
Пуэрто-Рико,2025,664.31
Румын,2025,6901.58
Саудын Араб,2025,159.55
Свазиленд,2025,99.21
Сейшелийн аралын Бүгд Найрамдах Улс,2025,0.0
Сенегал,2025,0.34
Серби,2025,1807.36
Сингапур,2025,44665.24
Сири,2025,1.7
Словак,2025,7934.23
Словени,2025,29744.9
Съерра Леон,2025,9.94
Тажикстан,2025,89.38
Тайвань,2025,14107.91
Тайланд,2025,58375.61
Тунис,2025,1210.16
Турк,2025,84744.59
Уганда,2025,20.44
Узбикистан,2025,6613.94
Украйн,2025,12642.59
Унгар,2025,16495.6
Уругвай,2025,686.24
Фижи,2025,27.66
Филиппин,2025,7585.57
Финлянд,2025,72569.24
Франц,2025,98568.97
ХБНГУ,2025,273380.79
Хорват,2025,932.93
Чад,2025,0.67
Чехийн БНУ,2025,20493.26
Чили,2025,1603.79
Швед,2025,57016.53
Швейцарь,2025,29652.55
Шинэ Зеланд,2025,13622.97
Шри Ланк,2025,2018.89
Эквадор,2025,228.39
Эл Сальвадор,2025,73.36
Энэтхэг,2025,100592.67
Эстон,2025,1006.76
Этиоп,2025,249.94
Ямайка,2025,0.0
Япон,2025,1094792.76
Өмнөд Африкийн Бүгд Найрамдах Улс,2025,4219.4
