сар,аймаг_үзүүлэлт,утга
2021-03,Хөвсгөл — Хайгуулын талбай (мян.га),0.3
2021-03,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),28.0
2021-03,Өвөрхангай — Ашиглалтын талбай (мян.га),16.1
2021-03,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),97.9
2021-03,Өвөрхангай — Нийт зөвшөөрөл (тоо),42.0
2021-03,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),14.0
2021-03,Өвөрхангай — Хайгуулын талбай (мян.га),81.9
2021-03,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),103.0
2021-03,Өмнөговь — Ашиглалтын талбай (мян.га),471.5
2021-03,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),924.5
2021-03,Өмнөговь — Нийт зөвшөөрөл (тоо),161.0
2021-03,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),58.0
2021-03,Өмнөговь — Хайгуулын талбай (мян.га),453.0
2021-04,Архангай — Ашиглалтын зөвшөөрөл (тоо),18.0
2021-04,Архангай — Ашиглалтын талбай (мян.га),9.3
2021-04,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),17.7
2021-04,Архангай — Нийт зөвшөөрөл (тоо),23.0
2021-04,Архангай — Хайгуулын зөвшөөрөл (тоо),5.0
2021-04,Архангай — Хайгуулын талбай (мян.га),8.4
2021-04,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),28.0
2021-04,Баян-Өлгий — Ашиглалтын талбай (мян.га),15.2
2021-04,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),152.2
2021-04,Баян-Өлгий — Нийт зөвшөөрөл (тоо),56.0
2021-04,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),28.0
2021-04,Баян-Өлгий — Хайгуулын талбай (мян.га),137.0
2021-04,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),87.0
2021-04,Баянхонгор — Ашиглалтын талбай (мян.га),121.6
2021-04,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),335.8
2021-04,Баянхонгор — Нийт зөвшөөрөл (тоо),131.0
2021-04,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),44.0
2021-04,Баянхонгор — Хайгуулын талбай (мян.га),214.3
2021-04,Булган — Ашиглалтын зөвшөөрөл (тоо),76.0
2021-04,Булган — Ашиглалтын талбай (мян.га),38.9
2021-04,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),87.8
2021-04,Булган — Нийт зөвшөөрөл (тоо),99.0
2021-04,Булган — Хайгуулын зөвшөөрөл (тоо),23.0
2021-04,Булган — Хайгуулын талбай (мян.га),48.9
2021-04,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),55.0
2021-04,Говь-Алтай — Ашиглалтын талбай (мян.га),92.2
2021-04,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),584.6
2021-04,Говь-Алтай — Нийт зөвшөөрөл (тоо),134.0
2021-04,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),79.0
2021-04,Говь-Алтай — Хайгуулын талбай (мян.га),492.4
2021-04,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),13.0
2021-04,Говьсүмбэр — Ашиглалтын талбай (мян.га),38.9
2021-04,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),44.6
2021-04,Говьсүмбэр — Нийт зөвшөөрөл (тоо),16.0
2021-04,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),3.0
2021-04,Говьсүмбэр — Хайгуулын талбай (мян.га),5.8
2021-04,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),61.0
2021-04,Дархан-Уул — Ашиглалтын талбай (мян.га),7.6
2021-04,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),9.1
2021-04,Дархан-Уул — Нийт зөвшөөрөл (тоо),66.0
2021-04,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),5.0
2021-04,Дархан-Уул — Хайгуулын талбай (мян.га),1.5
2021-04,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),200.0
2021-04,Дорноговь — Ашиглалтын талбай (мян.га),257.1
2021-04,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),1046.3
2021-04,Дорноговь — Нийт зөвшөөрөл (тоо),331.0
2021-04,Дорноговь — Хайгуулын зөвшөөрөл (тоо),131.0
2021-04,Дорноговь — Хайгуулын талбай (мян.га),789.3
2021-04,Дорнод — Ашиглалтын зөвшөөрөл (тоо),73.0
2021-04,Дорнод — Ашиглалтын талбай (мян.га),63.7
2021-04,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),534.5
2021-04,Дорнод — Нийт зөвшөөрөл (тоо),151.0
2021-04,Дорнод — Хайгуулын зөвшөөрөл (тоо),78.0
2021-04,Дорнод — Хайгуулын талбай (мян.га),470.9
2021-04,Дундговь — Ашиглалтын зөвшөөрөл (тоо),112.0
2021-04,Дундговь — Ашиглалтын талбай (мян.га),175.5
2021-04,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),593.4
2021-04,Дундговь — Нийт зөвшөөрөл (тоо),193.0
2021-04,Дундговь — Хайгуулын зөвшөөрөл (тоо),81.0
2021-04,Дундговь — Хайгуулын талбай (мян.га),417.9
2021-04,Завхан — Ашиглалтын зөвшөөрөл (тоо),10.0
2021-04,Завхан — Ашиглалтын талбай (мян.га),17.0
2021-04,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),221.6
2021-04,Завхан — Нийт зөвшөөрөл (тоо),47.0
2021-04,Завхан — Хайгуулын зөвшөөрөл (тоо),37.0
2021-04,Завхан — Хайгуулын талбай (мян.га),204.6
2021-04,Орхон — Ашиглалтын зөвшөөрөл (тоо),8.0
2021-04,Орхон — Ашиглалтын талбай (мян.га),11.0
2021-04,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),11.0
2021-04,Орхон — Нийт зөвшөөрөл (тоо),8.0
2021-04,Орхон — Хайгуулын зөвшөөрөл (тоо),0.0
2021-04,Орхон — Хайгуулын талбай (мян.га),0.0
2021-04,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),140.0
2021-04,Сэлэнгэ — Ашиглалтын талбай (мян.га),42.2
2021-04,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),87.3
2021-04,Сэлэнгэ — Нийт зөвшөөрөл (тоо),174.0
2021-04,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),34.0
2021-04,Сэлэнгэ — Хайгуулын талбай (мян.га),45.1
2021-04,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),72.0
2021-04,Сүхбаатар — Ашиглалтын талбай (мян.га),68.2
2021-04,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),237.0
2021-04,Сүхбаатар — Нийт зөвшөөрөл (тоо),90.0
2021-04,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),18.0
2021-04,Сүхбаатар — Хайгуулын талбай (мян.га),168.8
2021-04,Төв — Ашиглалтын зөвшөөрөл (тоо),306.0
2021-04,Төв — Ашиглалтын талбай (мян.га),158.2
2021-04,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),340.3
2021-04,Төв — Нийт зөвшөөрөл (тоо),383.0
2021-04,Төв — Хайгуулын зөвшөөрөл (тоо),77.0
2021-04,Төв — Хайгуулын талбай (мян.га),182.1
2021-04,Увс — Ашиглалтын зөвшөөрөл (тоо),42.0
2021-04,Увс — Ашиглалтын талбай (мян.га),19.9
2021-04,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),287.8
2021-04,Увс — Нийт зөвшөөрөл (тоо),109.0
2021-04,Увс — Хайгуулын зөвшөөрөл (тоо),67.0
2021-04,Увс — Хайгуулын талбай (мян.га),267.9
2021-04,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),150.0
2021-04,Улаанбаатар — Ашиглалтын талбай (мян.га),13.1
2021-04,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),14.0
2021-04,Улаанбаатар — Нийт зөвшөөрөл (тоо),156.0
2021-04,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),6.0
2021-04,Улаанбаатар — Хайгуулын талбай (мян.га),0.9
2021-04,Ховд — Ашиглалтын зөвшөөрөл (тоо),37.0
2021-04,Ховд — Ашиглалтын талбай (мян.га),17.2
2021-04,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),220.7
2021-04,Ховд — Нийт зөвшөөрөл (тоо),94.0
2021-04,Ховд — Хайгуулын зөвшөөрөл (тоо),57.0
2021-04,Ховд — Хайгуулын талбай (мян.га),203.6
2021-04,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),124.0
2021-04,Хэнтий — Ашиглалтын талбай (мян.га),54.1
2021-04,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),299.3
2021-04,Хэнтий — Нийт зөвшөөрөл (тоо),212.0
2021-04,Хэнтий — Хайгуулын зөвшөөрөл (тоо),88.0
2021-04,Хэнтий — Хайгуулын талбай (мян.га),245.2
2021-04,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2021-04,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2021-04,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),10.6
2021-04,Хөвсгөл — Нийт зөвшөөрөл (тоо),22.0
2021-04,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),1.0
2021-04,Хөвсгөл — Хайгуулын талбай (мян.га),0.3
2021-04,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),28.0
2021-04,Өвөрхангай — Ашиглалтын талбай (мян.га),16.1
2021-04,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),97.9
2021-04,Өвөрхангай — Нийт зөвшөөрөл (тоо),42.0
2021-04,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),14.0
2021-04,Өвөрхангай — Хайгуулын талбай (мян.га),81.9
2021-04,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),103.0
2021-04,Өмнөговь — Ашиглалтын талбай (мян.га),471.5
2021-04,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),924.5
2021-04,Өмнөговь — Нийт зөвшөөрөл (тоо),161.0
2021-04,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),58.0
2021-04,Өмнөговь — Хайгуулын талбай (мян.га),453.0
2021-05,Архангай — Ашиглалтын зөвшөөрөл (тоо),17.0
2021-05,Архангай — Ашиглалтын талбай (мян.га),9.3
2021-05,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),17.7
2021-05,Архангай — Нийт зөвшөөрөл (тоо),22.0
2021-05,Архангай — Хайгуулын зөвшөөрөл (тоо),5.0
2021-05,Архангай — Хайгуулын талбай (мян.га),8.4
2021-05,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),29.0
2021-05,Баян-Өлгий — Ашиглалтын талбай (мян.га),16.4
2021-05,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),151.4
2021-05,Баян-Өлгий — Нийт зөвшөөрөл (тоо),54.0
2021-05,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),25.0
2021-05,Баян-Өлгий — Хайгуулын талбай (мян.га),135.0
2021-05,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),89.0
2021-05,Баянхонгор — Ашиглалтын талбай (мян.га),122.0
2021-05,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),332.9
2021-05,Баянхонгор — Нийт зөвшөөрөл (тоо),132.0
2021-05,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),43.0
2021-05,Баянхонгор — Хайгуулын талбай (мян.га),210.8
2021-05,Булган — Ашиглалтын зөвшөөрөл (тоо),76.0
2021-05,Булган — Ашиглалтын талбай (мян.га),38.9
2021-05,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),88.3
2021-05,Булган — Нийт зөвшөөрөл (тоо),100.0
2021-05,Булган — Хайгуулын зөвшөөрөл (тоо),24.0
