subdivision,date,value
"Electricity, gas, steam and air conditioning supply",2024-01,216977.8
Extraction of crude petroleum and natural gas,2024-01,96371.0
Manufacture of basic metals,2024-01,26210.7
Manufacture of beverages,2024-01,102453.5
Manufacture of chemicals and chemical products,2024-01,19270.1
Manufacture of coke and refined petroleum products,2024-01,30175.1
Manufacture of dairy products,2024-01,39996.5
"Manufacture of fabricated metal products, except machinery and equipment",2024-01,1012.5
Manufacture of food products,2024-01,225712.3
Manufacture of furniture,2024-01,2094.0
"Manufacture of grain mill products, starches and starch products",2024-01,47257.4
Manufacture of leather and related products,2024-01,7465.3
Manufacture of other food products,2024-01,50391.8
Manufacture of other non-metallic mineral products,2024-01,13826.5
Manufacture of other transport equipment,2024-01,531.5
Manufacture of paper and paper products,2024-01,7274.6
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-01,7534.4
Manufacture of rubber and plastics products,2024-01,9512.6
Manufacture of textiles,2024-01,39591.9
Manufacture of tobacco products,2024-01,5619.2
Manufacture of wearing apparel,2024-01,19594.1
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-01,1001.0
Manufacturing,2024-01,544580.9
Mining and quarrying,2024-01,2863211.2
Mining of coal and lignite,2024-01,1795944.5
Mining of metal ores,2024-01,922506.4
Mining support service activities,2024-01,29438.9
Other manufacturing,2024-01,20841.0
Other mining and quarrying,2024-01,18950.3
Printing and reproduction of recorded media,2024-01,4860.4
Processing and preserving of fruit and vegetables,2024-01,5147.9
Processing and preserving of meat,2024-01,82918.7
Remediation activities and other waste management services,2024-01,672.6
Total,2024-01,3647124.1
"Waste collection, treatment and disposal activities; materials recovery",2024-01,6529.6
"Water collection, treatment and supply",2024-01,15152.1
"Water supply; sewerage, waste management and remediation activities",2024-01,22354.3
"Electricity, gas, steam and air conditioning supply",2024-02,211023.0
"Electricity, gas, steam and air conditioning supply",2024-02,211023.0
Extraction of crude petroleum and natural gas,2024-02,94211.0
Manufacture of basic metals,2024-02,19440.8
Manufacture of beverages,2024-02,90143.8
Manufacture of chemicals and chemical products,2024-02,18276.2
Manufacture of coke and refined petroleum products,2024-02,25129.1
Manufacture of dairy products,2024-02,35567.1
"Manufacture of fabricated metal products, except machinery and equipment",2024-02,890.0
Manufacture of food products,2024-02,140468.5
Manufacture of furniture,2024-02,2285.5
"Manufacture of grain mill products, starches and starch products",2024-02,23635.0
Manufacture of leather and related products,2024-02,2933.2
Manufacture of other food products,2024-02,37813.9
Manufacture of other non-metallic mineral products,2024-02,8647.6
Manufacture of other transport equipment,2024-02,570.0
Manufacture of paper and paper products,2024-02,7248.7
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-02,7761.5
Manufacture of rubber and plastics products,2024-02,7225.1
Manufacture of textiles,2024-02,16802.8
Manufacture of tobacco products,2024-02,2259.7
Manufacture of wearing apparel,2024-02,14861.2
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-02,1099.9
Manufacturing,2024-02,391313.2
Mining and quarrying,2024-02,3059732.0
Mining of coal and lignite,2024-02,2134949.0
Mining of metal ores,2024-02,774876.5
Mining support service activities,2024-02,29794.6
Other manufacturing,2024-02,22263.8
Other mining and quarrying,2024-02,25900.9
Printing and reproduction of recorded media,2024-02,3005.7
Processing and preserving of fruit and vegetables,2024-02,2716.4
Processing and preserving of meat,2024-02,40736.1
Remediation activities and other waste management services,2024-02,7.0
Total,2024-02,3684012.4
"Waste collection, treatment and disposal activities; materials recovery",2024-02,6285.1
"Water collection, treatment and supply",2024-02,15652.0
"Water supply; sewerage, waste management and remediation activities",2024-02,21944.2
"Electricity, gas, steam and air conditioning supply",2024-03,194582.3
"Electricity, gas, steam and air conditioning supply",2024-03,194582.3
Extraction of crude petroleum and natural gas,2024-03,100845.2
Manufacture of basic metals,2024-03,24770.8
Manufacture of beverages,2024-03,96769.2
Manufacture of chemicals and chemical products,2024-03,23628.2
Manufacture of coke and refined petroleum products,2024-03,30326.5
Manufacture of dairy products,2024-03,38517.9
"Manufacture of fabricated metal products, except machinery and equipment",2024-03,3472.0
Manufacture of food products,2024-03,177474.2
Manufacture of furniture,2024-03,1730.5
"Manufacture of grain mill products, starches and starch products",2024-03,32053.9
Manufacture of leather and related products,2024-03,5901.8
Manufacture of other food products,2024-03,46689.0
Manufacture of other non-metallic mineral products,2024-03,21022.8
Manufacture of other transport equipment,2024-03,711.5
Manufacture of paper and paper products,2024-03,8002.3
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-03,7907.7
Manufacture of rubber and plastics products,2024-03,8434.7
Manufacture of textiles,2024-03,14627.0
Manufacture of tobacco products,2024-03,4343.2
Manufacture of wearing apparel,2024-03,14550.0
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-03,1183.8
Manufacturing,2024-03,477599.0
Mining and quarrying,2024-03,3627522.3
Mining of coal and lignite,2024-03,2602107.8
Mining of metal ores,2024-03,866901.8
Mining support service activities,2024-03,32268.0
Other manufacturing,2024-03,28988.2
Other mining and quarrying,2024-03,25399.5
Printing and reproduction of recorded media,2024-03,3755.0
Processing and preserving of fruit and vegetables,2024-03,4361.0
Processing and preserving of meat,2024-03,55852.3
Remediation activities and other waste management services,2024-03,7.0
Total,2024-03,4321306.7
"Waste collection, treatment and disposal activities; materials recovery",2024-03,6444.9
"Water collection, treatment and supply",2024-03,15151.1
"Water supply; sewerage, waste management and remediation activities",2024-03,21603.0
"Electricity, gas, steam and air conditioning supply",2024-04,169062.5
"Electricity, gas, steam and air conditioning supply",2024-04,169062.5
Extraction of crude petroleum and natural gas,2024-04,102308.4
Manufacture of basic metals,2024-04,24814.8
Manufacture of beverages,2024-04,99231.6
Manufacture of chemicals and chemical products,2024-04,30145.8
Manufacture of coke and refined petroleum products,2024-04,22051.0
Manufacture of dairy products,2024-04,43763.4
"Manufacture of fabricated metal products, except machinery and equipment",2024-04,3229.8
Manufacture of food products,2024-04,156443.7
Manufacture of furniture,2024-04,1714.2
"Manufacture of grain mill products, starches and starch products",2024-04,19170.8
Manufacture of leather and related products,2024-04,4868.4
Manufacture of other food products,2024-04,46310.8
Manufacture of other non-metallic mineral products,2024-04,46830.7
Manufacture of other transport equipment,2024-04,931.2
Manufacture of paper and paper products,2024-04,8106.3
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-04,9635.4
Manufacture of rubber and plastics products,2024-04,10602.1
Manufacture of textiles,2024-04,30969.1
Manufacture of tobacco products,2024-04,7190.8
Manufacture of wearing apparel,2024-04,21998.7
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-04,1205.6
Manufacturing,2024-04,513541.8
Mining and quarrying,2024-04,3685607.4
Mining of coal and lignite,2024-04,2463287.4
Mining of metal ores,2024-04,1058136.2
Mining support service activities,2024-04,29017.2
Other manufacturing,2024-04,29643.8
Other mining and quarrying,2024-04,32858.1
Printing and reproduction of recorded media,2024-04,3928.8
Processing and preserving of fruit and vegetables,2024-04,3539.7
Processing and preserving of meat,2024-04,43659.1
Remediation activities and other waste management services,2024-04,31.8
Total,2024-04,4390635.7
"Waste collection, treatment and disposal activities; materials recovery",2024-04,6791.4
"Water collection, treatment and supply",2024-04,15600.8
"Water supply; sewerage, waste management and remediation activities",2024-04,22424.0
"Electricity, gas, steam and air conditioning supply",2024-05,141114.8
"Electricity, gas, steam and air conditioning supply",2024-05,141114.8
Extraction of crude petroleum and natural gas,2024-05,96927.7
Manufacture of basic metals,2024-05,26816.2
Manufacture of beverages,2024-05,107680.6
Manufacture of chemicals and chemical products,2024-05,30582.0
Manufacture of coke and refined petroleum products,2024-05,15763.7
Manufacture of dairy products,2024-05,47781.7
"Manufacture of fabricated metal products, except machinery and equipment",2024-05,3960.7
Manufacture of food products,2024-05,166766.8
Manufacture of furniture,2024-05,1277.3
"Manufacture of grain mill products, starches and starch products",2024-05,21458.0
Manufacture of leather and related products,2024-05,5524.4
Manufacture of other food products,2024-05,54584.3
Manufacture of other non-metallic mineral products,2024-05,83185.7
Manufacture of other transport equipment,2024-05,660.3
Manufacture of paper and paper products,2024-05,9013.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-05,8642.9
Manufacture of rubber and plastics products,2024-05,10624.5
Manufacture of textiles,2024-05,164775.1
Manufacture of tobacco products,2024-05,5063.4
Manufacture of wearing apparel,2024-05,28142.8
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-05,1236.1
Manufacturing,2024-05,699833.4
Mining and quarrying,2024-05,3924215.1
Mining of coal and lignite,2024-05,2537737.8
Mining of metal ores,2024-05,1222091.7
Mining support service activities,2024-05,31306.0
Other manufacturing,2024-05,22033.1
Other mining and quarrying,2024-05,36151.9
Printing and reproduction of recorded media,2024-05,8084.3
Processing and preserving of fruit and vegetables,2024-05,3420.3
Processing and preserving of meat,2024-05,39522.5
Remediation activities and other waste management services,2024-05,43.9
Total,2024-05,4788282.3
"Waste collection, treatment and disposal activities; materials recovery",2024-05,7887.7
"Water collection, treatment and supply",2024-05,15187.4
"Water supply; sewerage, waste management and remediation activities",2024-05,23118.9
"Electricity, gas, steam and air conditioning supply",2024-06,121283.9
"Electricity, gas, steam and air conditioning supply",2024-06,121283.9
Extraction of crude petroleum and natural gas,2024-06,89674.4
Manufacture of basic metals,2024-06,22173.6
Manufacture of beverages,2024-06,107162.6
Manufacture of chemicals and chemical products,2024-06,35881.7
Manufacture of coke and refined petroleum products,2024-06,0.0
Manufacture of dairy products,2024-06,45372.8
"Manufacture of fabricated metal products, except machinery and equipment",2024-06,2284.9
Manufacture of food products,2024-06,173190.7
Manufacture of furniture,2024-06,1462.4
"Manufacture of grain mill products, starches and starch products",2024-06,22495.4
Manufacture of leather and related products,2024-06,5574.6
Manufacture of other food products,2024-06,47871.4
Manufacture of other non-metallic mineral products,2024-06,90102.7
Manufacture of other transport equipment,2024-06,780.5
Manufacture of paper and paper products,2024-06,8484.0
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-06,9237.5
Manufacture of rubber and plastics products,2024-06,13314.3
Manufacture of textiles,2024-06,204568.9
Manufacture of tobacco products,2024-06,8740.8
Manufacture of wearing apparel,2024-06,26159.5
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-06,1222.1
Manufacturing,2024-06,741220.4
Mining and quarrying,2024-06,3804763.3
Mining of coal and lignite,2024-06,2419641.7
Mining of metal ores,2024-06,1211611.0
Mining support service activities,2024-06,39640.8
Other manufacturing,2024-06,22104.7
Other mining and quarrying,2024-06,44195.4
Printing and reproduction of recorded media,2024-06,8775.0
Processing and preserving of fruit and vegetables,2024-06,4267.2
Processing and preserving of meat,2024-06,53183.8
Remediation activities and other waste management services,2024-06,32.6
Total,2024-06,4689480.0
"Waste collection, treatment and disposal activities; materials recovery",2024-06,7154.6
"Water collection, treatment and supply",2024-06,15025.2
"Water supply; sewerage, waste management and remediation activities",2024-06,22212.4
"Electricity, gas, steam and air conditioning supply",2024-07,112476.8
"Electricity, gas, steam and air conditioning supply",2024-07,112476.8
Extraction of crude petroleum and natural gas,2024-07,97325.5
Manufacture of basic metals,2024-07,12810.9
Manufacture of beverages,2024-07,114917.2
Manufacture of chemicals and chemical products,2024-07,27462.1
Manufacture of coke and refined petroleum products,2024-07,0.0
Manufacture of dairy products,2024-07,40130.4
"Manufacture of fabricated metal products, except machinery and equipment",2024-07,2226.3
Manufacture of food products,2024-07,138640.1
Manufacture of furniture,2024-07,1175.6
"Manufacture of grain mill products, starches and starch products",2024-07,15573.8
Manufacture of leather and related products,2024-07,1573.5
Manufacture of other food products,2024-07,44397.2
Manufacture of other non-metallic mineral products,2024-07,85931.1
Manufacture of other transport equipment,2024-07,627.6
Manufacture of paper and paper products,2024-07,8020.8
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-07,4838.1
Manufacture of rubber and plastics products,2024-07,13888.0
Manufacture of textiles,2024-07,192075.1
Manufacture of tobacco products,2024-07,3461.3
Manufacture of wearing apparel,2024-07,21348.4
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-07,738.9
Manufacturing,2024-07,664143.7
Mining and quarrying,2024-07,3292789.8
Mining of coal and lignite,2024-07,2021887.4
Mining of metal ores,2024-07,1100262.1
Mining support service activities,2024-07,40824.3
Other manufacturing,2024-07,28902.2
Other mining and quarrying,2024-07,32490.6
Printing and reproduction of recorded media,2024-07,5506.6
Processing and preserving of fruit and vegetables,2024-07,3352.6
Processing and preserving of meat,2024-07,35186.2
Remediation activities and other waste management services,2024-07,35.8
Total,2024-07,4091190.8
"Waste collection, treatment and disposal activities; materials recovery",2024-07,8546.3
"Water collection, treatment and supply",2024-07,13198.3
"Water supply; sewerage, waste management and remediation activities",2024-07,21780.4
"Electricity, gas, steam and air conditioning supply",2024-08,115298.4
"Electricity, gas, steam and air conditioning supply",2024-08,115298.4
Extraction of crude petroleum and natural gas,2024-08,95648.4
Manufacture of basic metals,2024-08,4009.8
Manufacture of beverages,2024-08,97508.1
Manufacture of chemicals and chemical products,2024-08,32854.6
Manufacture of coke and refined petroleum products,2024-08,11841.4
Manufacture of dairy products,2024-08,45741.6
"Manufacture of fabricated metal products, except machinery and equipment",2024-08,5197.2
Manufacture of food products,2024-08,219571.3
Manufacture of furniture,2024-08,1798.7
"Manufacture of grain mill products, starches and starch products",2024-08,23683.7
Manufacture of leather and related products,2024-08,3809.2
Manufacture of other food products,2024-08,53068.5
Manufacture of other non-metallic mineral products,2024-08,91598.2
Manufacture of other transport equipment,2024-08,657.2
Manufacture of paper and paper products,2024-08,8482.5
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-08,8779.5
Manufacture of rubber and plastics products,2024-08,11295.9
Manufacture of textiles,2024-08,118166.8
Manufacture of tobacco products,2024-08,3260.4
Manufacture of wearing apparel,2024-08,24955.1
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-08,1045.8
Manufacturing,2024-08,673982.2
Mining and quarrying,2024-08,3257336.1
Mining of coal and lignite,2024-08,1996345.0
Mining of metal ores,2024-08,1106658.3
Mining support service activities,2024-08,28957.2
Other manufacturing,2024-08,24166.0
Other mining and quarrying,2024-08,29727.1
Printing and reproduction of recorded media,2024-08,4984.6
Processing and preserving of fruit and vegetables,2024-08,11960.6
Processing and preserving of meat,2024-08,85117.0
Remediation activities and other waste management services,2024-08,165.4
Total,2024-08,4067888.9
"Waste collection, treatment and disposal activities; materials recovery",2024-08,7087.8
"Water collection, treatment and supply",2024-08,14019.0
"Water supply; sewerage, waste management and remediation activities",2024-08,21272.2
"Electricity, gas, steam and air conditioning supply",2024-09,135186.1
"Electricity, gas, steam and air conditioning supply",2024-09,135186.1
Extraction of crude petroleum and natural gas,2024-09,84044.2
Manufacture of basic metals,2024-09,27204.4
Manufacture of beverages,2024-09,88235.7
Manufacture of chemicals and chemical products,2024-09,33187.3
Manufacture of coke and refined petroleum products,2024-09,27109.2
Manufacture of dairy products,2024-09,47670.1
"Manufacture of fabricated metal products, except machinery and equipment",2024-09,3521.0
Manufacture of food products,2024-09,244861.7
Manufacture of furniture,2024-09,1621.2
"Manufacture of grain mill products, starches and starch products",2024-09,23858.8
Manufacture of leather and related products,2024-09,4467.3
Manufacture of other food products,2024-09,52077.7
Manufacture of other non-metallic mineral products,2024-09,97234.3
Manufacture of other transport equipment,2024-09,779.7
Manufacture of paper and paper products,2024-09,7191.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-09,7494.7
Manufacture of rubber and plastics products,2024-09,14306.1
Manufacture of textiles,2024-09,56534.5
Manufacture of tobacco products,2024-09,2174.7
Manufacture of wearing apparel,2024-09,18124.7
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-09,1024.4
Manufacturing,2024-09,664477.5
Mining and quarrying,2024-09,3336305.8
Mining of coal and lignite,2024-09,1938522.6
Mining of metal ores,2024-09,1246130.8
Mining support service activities,2024-09,34499.8
Other manufacturing,2024-09,23847.6
Other mining and quarrying,2024-09,33108.4
Printing and reproduction of recorded media,2024-09,5557.6
Processing and preserving of fruit and vegetables,2024-09,5032.8
Processing and preserving of meat,2024-09,116222.3
Remediation activities and other waste management services,2024-09,33.6
Total,2024-09,4158294.1
"Waste collection, treatment and disposal activities; materials recovery",2024-09,6722.6
"Water collection, treatment and supply",2024-09,15568.5
"Water supply; sewerage, waste management and remediation activities",2024-09,22324.7
"Electricity, gas, steam and air conditioning supply",2024-10,178909.7
"Electricity, gas, steam and air conditioning supply",2024-10,178909.7
Extraction of crude petroleum and natural gas,2024-10,89469.9
Manufacture of basic metals,2024-10,26751.6
Manufacture of beverages,2024-10,83951.7
Manufacture of chemicals and chemical products,2024-10,35758.6
Manufacture of coke and refined petroleum products,2024-10,35363.2
Manufacture of dairy products,2024-10,43178.2
"Manufacture of fabricated metal products, except machinery and equipment",2024-10,2818.1
Manufacture of food products,2024-10,234065.2
Manufacture of furniture,2024-10,2347.6
"Manufacture of grain mill products, starches and starch products",2024-10,20949.7
Manufacture of leather and related products,2024-10,5900.6
Manufacture of other food products,2024-10,54103.4
Manufacture of other non-metallic mineral products,2024-10,100726.7
Manufacture of other transport equipment,2024-10,614.1
Manufacture of paper and paper products,2024-10,7347.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-10,8104.2
Manufacture of rubber and plastics products,2024-10,12009.4
Manufacture of textiles,2024-10,31623.6
Manufacture of tobacco products,2024-10,4838.5
Manufacture of wearing apparel,2024-10,18396.5
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-10,757.7
Manufacturing,2024-10,650036.6
Mining and quarrying,2024-10,3682366.3
Mining of coal and lignite,2024-10,2074403.0
Mining of metal ores,2024-10,1430393.1
Mining support service activities,2024-10,45195.0
Other manufacturing,2024-10,33399.4
Other mining and quarrying,2024-10,42905.2
Printing and reproduction of recorded media,2024-10,5262.8
Processing and preserving of fruit and vegetables,2024-10,5079.7
Processing and preserving of meat,2024-10,110754.3
Remediation activities and other waste management services,2024-10,172.4
Total,2024-10,4536347.4
"Waste collection, treatment and disposal activities; materials recovery",2024-10,8333.4
"Water collection, treatment and supply",2024-10,16529.1
"Water supply; sewerage, waste management and remediation activities",2024-10,25034.9
"Electricity, gas, steam and air conditioning supply",2024-11,205826.3
"Electricity, gas, steam and air conditioning supply",2024-11,205826.3
Extraction of crude petroleum and natural gas,2024-11,87414.0
Manufacture of basic metals,2024-11,24792.9
Manufacture of beverages,2024-11,103233.4
Manufacture of chemicals and chemical products,2024-11,37357.9
Manufacture of coke and refined petroleum products,2024-11,34228.7
Manufacture of dairy products,2024-11,45579.7
"Manufacture of fabricated metal products, except machinery and equipment",2024-11,1262.5
Manufacture of food products,2024-11,238148.2
Manufacture of furniture,2024-11,1667.4
"Manufacture of grain mill products, starches and starch products",2024-11,37001.9
Manufacture of leather and related products,2024-11,5925.8
Manufacture of other food products,2024-11,50654.4
Manufacture of other non-metallic mineral products,2024-11,44630.5
Manufacture of other transport equipment,2024-11,693.7
Manufacture of paper and paper products,2024-11,7051.5
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-11,6920.7
Manufacture of rubber and plastics products,2024-11,12559.3
Manufacture of textiles,2024-11,48436.0
Manufacture of tobacco products,2024-11,442.6
Manufacture of wearing apparel,2024-11,17167.8
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-11,755.9
Manufacturing,2024-11,618568.1
Mining and quarrying,2024-11,3222859.9
Mining of coal and lignite,2024-11,1846406.1
Mining of metal ores,2024-11,1218473.6
Mining support service activities,2024-11,35954.8
Other manufacturing,2024-11,28516.0
Other mining and quarrying,2024-11,34611.4
Printing and reproduction of recorded media,2024-11,4777.2
Processing and preserving of fruit and vegetables,2024-11,5652.0
Processing and preserving of meat,2024-11,99260.2
Remediation activities and other waste management services,2024-11,59.7
Total,2024-11,4072330.4
"Waste collection, treatment and disposal activities; materials recovery",2024-11,8181.4
"Water collection, treatment and supply",2024-11,16835.1
"Water supply; sewerage, waste management and remediation activities",2024-11,25076.2
"Electricity, gas, steam and air conditioning supply",2024-12,264104.5
"Electricity, gas, steam and air conditioning supply",2024-12,264104.5
Extraction of crude petroleum and natural gas,2024-12,87847.3
Manufacture of basic metals,2024-12,28138.2
Manufacture of beverages,2024-12,99579.9
Manufacture of chemicals and chemical products,2024-12,28833.0
Manufacture of coke and refined petroleum products,2024-12,33443.4
Manufacture of dairy products,2024-12,43597.0
"Manufacture of fabricated metal products, except machinery and equipment",2024-12,3687.4
Manufacture of food products,2024-12,272604.1
Manufacture of furniture,2024-12,3262.9
"Manufacture of grain mill products, starches and starch products",2024-12,27356.0
Manufacture of leather and related products,2024-12,8264.0
Manufacture of other food products,2024-12,60474.9
Manufacture of other non-metallic mineral products,2024-12,32646.5
Manufacture of other transport equipment,2024-12,419.1
Manufacture of paper and paper products,2024-12,7354.6
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024-12,7156.4
Manufacture of rubber and plastics products,2024-12,15469.3
Manufacture of textiles,2024-12,28101.1
Manufacture of tobacco products,2024-12,8160.0
Manufacture of wearing apparel,2024-12,16961.5
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024-12,1363.9
Manufacturing,2024-12,627287.7
Mining and quarrying,2024-12,3169915.0
Mining of coal and lignite,2024-12,1608490.1
Mining of metal ores,2024-12,1395007.1
Mining support service activities,2024-12,38763.1
Other manufacturing,2024-12,25627.8
Other mining and quarrying,2024-12,39807.4
Printing and reproduction of recorded media,2024-12,6214.5
Processing and preserving of fruit and vegetables,2024-12,6445.0
Processing and preserving of meat,2024-12,134731.2
Remediation activities and other waste management services,2024-12,31.7
Total,2024-12,4085657.5
"Waste collection, treatment and disposal activities; materials recovery",2024-12,8062.3
"Water collection, treatment and supply",2024-12,16256.3
"Water supply; sewerage, waste management and remediation activities",2024-12,24350.3
"Electricity, gas, steam and air conditioning supply",2025-01,278139.5
"Electricity, gas, steam and air conditioning supply",2025-01,278139.5
Extraction of crude petroleum and natural gas,2025-01,88797.4
Manufacture of basic metals,2025-01,23486.2
Manufacture of beverages,2025-01,100064.8
Manufacture of chemicals and chemical products,2025-01,17612.1
Manufacture of coke and refined petroleum products,2025-01,36034.6
Manufacture of dairy products,2025-01,39163.1
"Manufacture of fabricated metal products, except machinery and equipment",2025-01,2003.6
Manufacture of food products,2025-01,219116.3
Manufacture of furniture,2025-01,2409.0
"Manufacture of grain mill products, starches and starch products",2025-01,38523.4
Manufacture of leather and related products,2025-01,5224.7
Manufacture of other food products,2025-01,53993.0
Manufacture of other non-metallic mineral products,2025-01,10681.9
Manufacture of other transport equipment,2025-01,673.3
Manufacture of paper and paper products,2025-01,7721.6
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2025-01,8347.2
Manufacture of rubber and plastics products,2025-01,8597.5
Manufacture of textiles,2025-01,23960.9
Manufacture of tobacco products,2025-01,9079.3
Manufacture of wearing apparel,2025-01,19817.3
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2025-01,702.9
Manufacturing,2025-01,527943.3
Mining and quarrying,2025-01,2616568.4
Mining of coal and lignite,2025-01,1326717.4
Mining of metal ores,2025-01,1132476.3
Mining support service activities,2025-01,33303.9
Other manufacturing,2025-01,28000.5
Other mining and quarrying,2025-01,35273.4
Printing and reproduction of recorded media,2025-01,4409.7
Processing and preserving of fruit and vegetables,2025-01,7048.0
Processing and preserving of meat,2025-01,80388.9
Remediation activities and other waste management services,2025-01,21.0
Total,2025-01,3448816.4
"Waste collection, treatment and disposal activities; materials recovery",2025-01,9361.4
"Water collection, treatment and supply",2025-01,16782.7
"Water supply; sewerage, waste management and remediation activities",2025-01,26165.1
"Electricity, gas, steam and air conditioning supply",2025-02,266260.0
"Electricity, gas, steam and air conditioning supply",2025-02,266260.0
Extraction of crude petroleum and natural gas,2025-02,77905.7
Manufacture of basic metals,2025-02,26057.9
Manufacture of beverages,2025-02,95141.2
Manufacture of chemicals and chemical products,2025-02,47413.6
Manufacture of coke and refined petroleum products,2025-02,26129.1
Manufacture of dairy products,2025-02,48896.2
"Manufacture of fabricated metal products, except machinery and equipment",2025-02,717.6
Manufacture of food products,2025-02,205859.4
Manufacture of furniture,2025-02,1907.6
"Manufacture of grain mill products, starches and starch products",2025-02,24413.6
Manufacture of leather and related products,2025-02,4735.3
Manufacture of other food products,2025-02,61812.3
Manufacture of other non-metallic mineral products,2025-02,13807.8
Manufacture of other transport equipment,2025-02,402.8
Manufacture of paper and paper products,2025-02,8087.0
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2025-02,7565.4
Manufacture of rubber and plastics products,2025-02,9662.8
Manufacture of textiles,2025-02,25543.5
Manufacture of tobacco products,2025-02,4253.3
Manufacture of wearing apparel,2025-02,15352.0
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2025-02,1014.4
Manufacturing,2025-02,539508.6
Mining and quarrying,2025-02,2453567.7
Mining of coal and lignite,2025-02,1265746.5
Mining of metal ores,2025-02,1077762.2
Mining support service activities,2025-02,4891.9
Other manufacturing,2025-02,42079.3
Other mining and quarrying,2025-02,27261.3
Printing and reproduction of recorded media,2025-02,3778.5
Processing and preserving of fruit and vegetables,2025-02,6999.9
Processing and preserving of meat,2025-02,63737.3
Remediation activities and other waste management services,2025-02,26.9
Total,2025-02,3284362.1
"Waste collection, treatment and disposal activities; materials recovery",2025-02,8338.2
"Water collection, treatment and supply",2025-02,16660.8
"Water supply; sewerage, waste management and remediation activities",2025-02,25025.8
"Electricity, gas, steam and air conditioning supply",2025-03,245970.5
"Electricity, gas, steam and air conditioning supply",2025-03,245970.5
Extraction of crude petroleum and natural gas,2025-03,85070.8
Manufacture of basic metals,2025-03,22745.8
Manufacture of beverages,2025-03,110504.7
Manufacture of chemicals and chemical products,2025-03,29351.2
Manufacture of coke and refined petroleum products,2025-03,16161.5
Manufacture of dairy products,2025-03,36233.9
"Manufacture of fabricated metal products, except machinery and equipment",2025-03,897.0
Manufacture of food products,2025-03,146283.1
Manufacture of furniture,2025-03,1096.1
"Manufacture of grain mill products, starches and starch products",2025-03,22404.3
Manufacture of leather and related products,2025-03,5424.9
Manufacture of other food products,2025-03,41124.0
Manufacture of other non-metallic mineral products,2025-03,23955.9
Manufacture of other transport equipment,2025-03,716.6
Manufacture of paper and paper products,2025-03,6404.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2025-03,8899.8
Manufacture of rubber and plastics products,2025-03,10685.3
Manufacture of textiles,2025-03,9313.3
Manufacture of tobacco products,2025-03,3836.9
Manufacture of wearing apparel,2025-03,15186.4
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2025-03,1207.8
Manufacturing,2025-03,443116.9
Mining and quarrying,2025-03,2727641.1
Mining of coal and lignite,2025-03,1096354.8
Mining of metal ores,2025-03,1476002.4
Mining support service activities,2025-03,37741.1
Other manufacturing,2025-03,27057.3
Other mining and quarrying,2025-03,32472.0
Printing and reproduction of recorded media,2025-03,3389.3
Processing and preserving of fruit and vegetables,2025-03,5607.1
Processing and preserving of meat,2025-03,40913.8
Remediation activities and other waste management services,2025-03,68.9
Total,2025-03,3442037.2
"Waste collection, treatment and disposal activities; materials recovery",2025-03,8542.1
"Water collection, treatment and supply",2025-03,16697.7
"Water supply; sewerage, waste management and remediation activities",2025-03,25308.7
"Electricity, gas, steam and air conditioning supply",2025-04,226404.4
"Electricity, gas, steam and air conditioning supply",2025-04,226404.4
