огноо,бүтээгдэхүүн_бүс,үнэ
2023-03,"Хивэг,25кг — Сэлэнгэ",19917.0
2023-03,"Хивэг,25кг — Сүхбаатар",22500.0
2023-03,"Хивэг,25кг — Төв",19611.0
2023-03,"Хивэг,25кг — Өмнөговь",23250.0
2023-03,"Хивэг,25кг — Увс",20500.0
2023-03,"Хивэг,25кг — Өвөрхангай",22429.0
2023-03,"Хивэг,25кг — Завхан",23692.0
2023-03,"Хивэг,50кг — Архангай",42000.0
2023-03,"Хивэг,50кг — Баян-Өлгий",37889.0
2023-03,"Хивэг,50кг — Булган",40000.0
2023-03,"Хивэг,50кг — Дорноговь",30500.0
2023-03,"Хивэг,50кг — Говь-Алтай",29250.0
2023-03,"Хивэг,50кг — Ховд",31500.0
2023-03,"Хивэг,50кг — Хөвсгөл",34500.0
2023-03,"Хивэг,50кг — Орхон",36000.0
2023-03,"Хивэг,50кг — Сэлэнгэ",25000.0
2023-03,"Хивэг,50кг — Сүхбаатар",37500.0
2023-03,"Хивэг,50кг — Төв",28833.0
2023-03,"Хивэг,50кг — Өмнөговь",26000.0
2023-03,"Хивэг,50кг — Өвөрхангай",43000.0
2023-03,"Хивэг,50кг — Завхан",19750.0
2023-04,"Хивэг,25кг — Архангай",22000.0
2023-04,"Хивэг,25кг — Баян-Өлгий",30000.0
2023-04,"Хивэг,25кг — Баянхонгор",25131.0
2023-04,"Хивэг,25кг — Булган",22944.0
2023-04,"Хивэг,25кг — Дорнод",17125.0
2023-04,"Хивэг,25кг — Дорноговь",24500.0
2023-04,"Хивэг,25кг — Говь-Алтай",25643.0
2023-04,"Хивэг,25кг — Говьсүмбэр",22750.0
2023-04,"Хивэг,25кг — Хэнтий",28000.0
2023-04,"Хивэг,25кг — Хөвсгөл",25000.0
2023-04,"Хивэг,25кг — Орхон",25000.0
2023-04,"Хивэг,25кг — Сэлэнгэ",17375.0
2023-04,"Хивэг,25кг — Сүхбаатар",31667.0
2023-04,"Хивэг,25кг — Төв",26357.0
2023-04,"Хивэг,25кг — Өмнөговь",24200.0
2023-04,"Хивэг,25кг — Увс",23500.0
2023-04,"Хивэг,25кг — Өвөрхангай",24829.0
2023-04,"Хивэг,25кг — Завхан",25667.0
2023-04,"Хивэг,50кг — Архангай",44000.0
2023-04,"Хивэг,50кг — Баян-Өлгий",52400.0
2023-04,"Хивэг,50кг — Булган",50000.0
2023-04,"Хивэг,50кг — Дорнод",29000.0
2023-04,"Хивэг,50кг — Дорноговь",36000.0
2023-04,"Хивэг,50кг — Говь-Алтай",45000.0
2023-04,"Хивэг,50кг — Ховд",24000.0
2023-04,"Хивэг,50кг — Хөвсгөл",37500.0
2023-04,"Хивэг,50кг — Орхон",50000.0
2023-04,"Хивэг,50кг — Сэлэнгэ",23333.0
2023-04,"Хивэг,50кг — Сүхбаатар",60000.0
2023-04,"Хивэг,50кг — Төв",41500.0
2023-04,"Хивэг,50кг — Өмнөговь",26000.0
2023-04,"Хивэг,50кг — Өвөрхангай",48533.0
2023-05,"Хивэг,25кг — Архангай",16000.0
2023-05,"Хивэг,25кг — Баян-Өлгий",30000.0
2023-05,"Хивэг,25кг — Баянхонгор",20000.0
2023-05,"Хивэг,25кг — Булган",25786.0
2023-05,"Хивэг,25кг — Дорнод",18500.0
2023-05,"Хивэг,25кг — Дорноговь",28250.0
2023-05,"Хивэг,25кг — Говь-Алтай",25500.0
2023-05,"Хивэг,25кг — Хөвсгөл",28000.0
2023-05,"Хивэг,25кг — Орхон",25000.0
2023-05,"Хивэг,25кг — Сэлэнгэ",19250.0
2023-05,"Хивэг,25кг — Сүхбаатар",31667.0
2023-05,"Хивэг,25кг — Төв",25550.0
2023-05,"Хивэг,25кг — Өмнөговь",29500.0
2023-05,"Хивэг,25кг — Өвөрхангай",22600.0
2023-05,"Хивэг,25кг — Завхан",26029.0
2023-05,"Хивэг,50кг — Архангай",32000.0
2023-05,"Хивэг,50кг — Баян-Өлгий",50429.0
2023-05,"Хивэг,50кг — Булган",40000.0
2023-05,"Хивэг,50кг — Дорноговь",56000.0
2023-05,"Хивэг,50кг — Говь-Алтай",41250.0
2023-05,"Хивэг,50кг — Хөвсгөл",53000.0
2023-05,"Хивэг,50кг — Орхон",50000.0
2023-05,"Хивэг,50кг — Сүхбаатар",60000.0
2023-05,"Хивэг,50кг — Төв",48500.0
2023-05,"Хивэг,50кг — Өвөрхангай",43200.0
2023-06,"Хивэг,25кг — Баян-Өлгий",30000.0
2023-06,"Хивэг,25кг — Булган",25571.0
2023-06,"Хивэг,25кг — Дорнод",18500.0
2023-06,"Хивэг,25кг — Дорноговь",26000.0
2023-06,"Хивэг,25кг — Говь-Алтай",31000.0
2023-06,"Хивэг,25кг — Говьсүмбэр",26000.0
2023-06,"Хивэг,25кг — Хөвсгөл",20000.0
2023-06,"Хивэг,25кг — Орхон",25000.0
2023-06,"Хивэг,25кг — Сэлэнгэ",21500.0
2023-06,"Хивэг,25кг — Сүхбаатар",32500.0
2023-06,"Хивэг,25кг — Төв",25250.0
2023-06,"Хивэг,25кг — Өмнөговь",24000.0
2023-06,"Хивэг,25кг — Увс",20000.0
2023-06,"Хивэг,25кг — Өвөрхангай",21500.0
2023-06,"Хивэг,25кг — Завхан",25100.0
2023-06,"Хивэг,50кг — Баян-Өлгий",46667.0
2023-06,"Хивэг,50кг — Булган",28000.0
2023-06,"Хивэг,50кг — Дорноговь",56000.0
2023-06,"Хивэг,50кг — Говь-Алтай",45000.0
2023-06,"Хивэг,50кг — Орхон",50000.0
2023-06,"Хивэг,50кг — Төв",48000.0
2023-06,"Хивэг,50кг — Өвөрхангай",43000.0
2023-07,"Хивэг,25кг — Баян-Өлгий",25000.0
2023-07,"Хивэг,25кг — Булган",24143.0
2023-07,"Хивэг,25кг — Дорнод",18500.0
2023-07,"Хивэг,25кг — Дорноговь",25667.0
2023-07,"Хивэг,25кг — Говь-Алтай",25000.0
2023-07,"Хивэг,25кг — Хөвсгөл",20000.0
2023-07,"Хивэг,25кг — Орхон",25000.0
2023-07,"Хивэг,25кг — Сэлэнгэ",25000.0
2023-07,"Хивэг,25кг — Сүхбаатар",30000.0
2023-07,"Хивэг,25кг — Төв",23000.0
2023-07,"Хивэг,25кг — Өмнөговь",23000.0
2023-07,"Хивэг,25кг — Завхан",25100.0
2023-07,"Хивэг,50кг — Баян-Өлгий",41667.0
2023-07,"Хивэг,50кг — Орхон",50000.0
2023-07,"Хивэг,50кг — Сэлэнгэ",21000.0
2023-07,"Хивэг,50кг — Төв",33000.0
2023-08,"Хивэг,25кг — Баян-Өлгий",22000.0
2023-08,"Хивэг,25кг — Булган",24083.0
2023-08,"Хивэг,25кг — Дорнод",18500.0
2023-08,"Хивэг,25кг — Дорноговь",25667.0
2023-08,"Хивэг,25кг — Говь-Алтай",23500.0
2023-08,"Хивэг,25кг — Хөвсгөл",22000.0
2023-08,"Хивэг,25кг — Орхон",25000.0
2023-08,"Хивэг,25кг — Сэлэнгэ",25000.0
2023-08,"Хивэг,25кг — Сүхбаатар",26000.0
2023-08,"Хивэг,25кг — Төв",21429.0
2023-08,"Хивэг,25кг — Увс",19000.0
2023-08,"Хивэг,25кг — Завхан",20000.0
2023-08,"Хивэг,50кг — Баян-Өлгий",36500.0
2023-08,"Хивэг,50кг — Булган",30000.0
2023-08,"Хивэг,50кг — Говь-Алтай",45000.0
2023-08,"Хивэг,50кг — Орхон",50000.0
2023-08,"Хивэг,50кг — Төв",42500.0
2023-08,"Хивэг,50кг — Завхан",40000.0
2023-09,"Хивэг,25кг — Баян-Өлгий",20000.0
2023-09,"Хивэг,25кг — Булган",24500.0
2023-09,"Хивэг,25кг — Дорнод",18250.0
2023-09,"Хивэг,25кг — Дорноговь",25667.0
2023-09,"Хивэг,25кг — Говь-Алтай",26000.0
2023-09,"Хивэг,25кг — Орхон",23000.0
2023-09,"Хивэг,25кг — Сэлэнгэ",25000.0
2023-09,"Хивэг,25кг — Сүхбаатар",25000.0
2023-09,"Хивэг,25кг — Төв",22917.0
2023-09,"Хивэг,25кг — Увс",19000.0
2023-09,"Хивэг,50кг — Баян-Өлгий",33000.0
2023-09,"Хивэг,50кг — Говь-Алтай",45000.0
2023-09,"Хивэг,50кг — Орхон",46000.0
2023-09,"Хивэг,50кг — Сэлэнгэ",24000.0
2023-09,"Хивэг,50кг — Төв",48000.0
2023-10,"Хивэг,25кг — Баян-Өлгий",20000.0
2023-10,"Хивэг,25кг — Булган",23083.0
2023-10,"Хивэг,25кг — Дорнод",20500.0
2023-10,"Хивэг,25кг — Дорноговь",25000.0
2023-10,"Хивэг,25кг — Говь-Алтай",27200.0
2023-10,"Хивэг,25кг — Хөвсгөл",25000.0
2023-10,"Хивэг,25кг — Орхон",20000.0
2023-10,"Хивэг,25кг — Сэлэнгэ",23667.0
2023-10,"Хивэг,25кг — Сүхбаатар",26000.0
2023-10,"Хивэг,25кг — Төв",23167.0
2023-10,"Хивэг,25кг — Увс",20500.0
2023-10,"Хивэг,25кг — Өвөрхангай",20000.0
2023-10,"Хивэг,25кг — Завхан",21000.0
2023-10,"Хивэг,50кг — Баян-Өлгий",36000.0
2023-10,"Хивэг,50кг — Булган",45000.0
2023-10,"Хивэг,50кг — Говь-Алтай",45500.0
2023-10,"Хивэг,50кг — Хөвсгөл",21000.0
2023-10,"Хивэг,50кг — Орхон",40000.0
2023-10,"Хивэг,50кг — Сэлэнгэ",50000.0
2023-10,"Хивэг,50кг — Төв",35500.0
2023-10,"Хивэг,50кг — Увс",17000.0
2023-10,"Хивэг,50кг — Өвөрхангай",36000.0
2023-10,"Хивэг,50кг — Завхан",50000.0
2023-11,"Хивэг,25кг — Баян-Өлгий",22500.0
2023-11,"Хивэг,25кг — Баянхонгор",27667.0
2023-11,"Хивэг,25кг — Булган",24125.0
2023-11,"Хивэг,25кг — Дархан-Уул",23000.0
2023-11,"Хивэг,25кг — Дорнод",20333.0
2023-11,"Хивэг,25кг — Дорноговь",29333.0
2023-11,"Хивэг,25кг — Дундговь",26500.0
2023-11,"Хивэг,25кг — Говь-Алтай",29250.0
2023-11,"Хивэг,25кг — Хөвсгөл",23000.0
2023-11,"Хивэг,25кг — Орхон",20000.0
2023-11,"Хивэг,25кг — Сэлэнгэ",25000.0
2023-11,"Хивэг,25кг — Сүхбаатар",31000.0
2023-11,"Хивэг,25кг — Төв",27250.0
2023-11,"Хивэг,25кг — Өмнөговь",31000.0
2023-11,"Хивэг,25кг — Увс",22250.0
2023-11,"Хивэг,25кг — Өвөрхангай",25000.0
2023-11,"Хивэг,25кг — Завхан",25222.0
2023-11,"Хивэг,50кг — Баян-Өлгий",38667.0
2023-11,"Хивэг,50кг — Булган",40000.0
2023-11,"Хивэг,50кг — Дорнод",35000.0
2023-11,"Хивэг,50кг — Дундговь",50000.0
2023-11,"Хивэг,50кг — Говь-Алтай",57500.0
2023-11,"Хивэг,50кг — Хөвсгөл",45000.0
2023-11,"Хивэг,50кг — Орхон",39999.0
2023-11,"Хивэг,50кг — Сэлэнгэ",50000.0
2023-11,"Хивэг,50кг — Төв",45000.0
2023-11,"Хивэг,50кг — Өвөрхангай",46000.0
2023-11,"Хивэг,50кг — Завхан",25000.0
2023-12,"Хивэг,25кг — Баян-Өлгий",20000.0
2023-12,"Хивэг,25кг — Баянхонгор",27727.0
2023-12,"Хивэг,25кг — Булган",26167.0
2023-12,"Хивэг,25кг — Дархан-Уул",28000.0
2023-12,"Хивэг,25кг — Дорнод",21500.0
2023-12,"Хивэг,25кг — Дорноговь",29600.0
2023-12,"Хивэг,25кг — Говь-Алтай",28857.0
2023-12,"Хивэг,25кг — Хөвсгөл",25000.0
2023-12,"Хивэг,25кг — Орхон",20000.0
2023-12,"Хивэг,25кг — Сэлэнгэ",26600.0
2023-12,"Хивэг,25кг — Сүхбаатар",32500.0
2023-12,"Хивэг,25кг — Төв",27250.0
2023-12,"Хивэг,25кг — Өмнөговь",31000.0
2023-12,"Хивэг,25кг — Увс",23000.0
2023-12,"Хивэг,25кг — Өвөрхангай",27000.0
2023-12,"Хивэг,25кг — Завхан",24813.0
2023-12,"Хивэг,50кг — Баян-Өлгий",36875.0
2023-12,"Хивэг,50кг — Баянхонгор",27000.0
2023-12,"Хивэг,50кг — Дорнод",42000.0
2023-12,"Хивэг,50кг — Говь-Алтай",52500.0
2023-12,"Хивэг,50кг — Хөвсгөл",50000.0
2023-12,"Хивэг,50кг — Орхон",39500.0
2023-12,"Хивэг,50кг — Сэлэнгэ",50000.0
2023-12,"Хивэг,50кг — Сүхбаатар",70000.0
2023-12,"Хивэг,50кг — Төв",42000.0
2023-12,"Хивэг,50кг — Өвөрхангай",54000.0
2023-12,"Хивэг,50кг — Завхан",26500.0
2024-01,"Хивэг,25кг — Архангай",26500.0
2024-01,"Хивэг,25кг — Баян-Өлгий",20000.0
2024-01,"Хивэг,25кг — Баянхонгор",28765.0
2024-01,"Хивэг,25кг — Булган",26167.0
2024-01,"Хивэг,25кг — Дархан-Уул",28000.0
2024-01,"Хивэг,25кг — Дорнод",22200.0
2024-01,"Хивэг,25кг — Дорноговь",28857.0
2024-01,"Хивэг,25кг — Говь-Алтай",28625.0
2024-01,"Хивэг,25кг — Орхон",25000.0
2024-01,"Хивэг,25кг — Сэлэнгэ",25000.0
2024-01,"Хивэг,25кг — Сүхбаатар",34000.0
2024-01,"Хивэг,25кг — Төв",24846.0
2024-01,"Хивэг,25кг — Улаанбаатар",25000.0
2024-01,"Хивэг,25кг — Өмнөговь",24400.0
2024-01,"Хивэг,25кг — Увс",23286.0
2024-01,"Хивэг,25кг — Өвөрхангай",27000.0
2024-01,"Хивэг,25кг — Завхан",28209.0
2024-01,"Хивэг,50кг — Архангай",50000.0
2024-01,"Хивэг,50кг — Баян-Өлгий",35600.0
2024-01,"Хивэг,50кг — Булган",32000.0
2024-01,"Хивэг,50кг — Дорнод",42000.0
2024-01,"Хивэг,50кг — Говь-Алтай",51250.0
2024-01,"Хивэг,50кг — Орхон",45000.0
2024-01,"Хивэг,50кг — Сэлэнгэ",38125.0
2024-01,"Хивэг,50кг — Сүхбаатар",70000.0
2024-01,"Хивэг,50кг — Төв",42250.0
2024-01,"Хивэг,50кг — Улаанбаатар",48000.0
2024-01,"Хивэг,50кг — Өвөрхангай",56000.0
2024-01,"Хивэг,50кг — Завхан",60000.0
2024-02,"Хивэг,25кг — Баян-Өлгий",20000.0
2024-02,"Хивэг,25кг — Баянхонгор",30556.0
2024-02,"Хивэг,25кг — Булган",26278.0
2024-02,"Хивэг,25кг — Дорнод",22400.0
2024-02,"Хивэг,25кг — Дорноговь",29000.0
2024-02,"Хивэг,25кг — Говь-Алтай",31625.0
2024-02,"Хивэг,25кг — Хөвсгөл",25000.0
2024-02,"Хивэг,25кг — Орхон",25000.0
2024-02,"Хивэг,25кг — Сэлэнгэ",24000.0
2024-02,"Хивэг,25кг — Сүхбаатар",34917.0
2024-02,"Хивэг,25кг — Төв",26143.0
2024-02,"Хивэг,25кг — Улаанбаатар",25000.0
2024-02,"Хивэг,25кг — Өмнөговь",24250.0
2024-02,"Хивэг,25кг — Өвөрхангай",26667.0
2024-02,"Хивэг,25кг — Завхан",28056.0
2024-02,"Хивэг,50кг — Баян-Өлгий",35500.0
2024-02,"Хивэг,50кг — Баянхонгор",30000.0
2024-02,"Хивэг,50кг — Булган",57333.0
2024-02,"Хивэг,50кг — Дорнод",41000.0
2024-02,"Хивэг,50кг — Говь-Алтай",52500.0
2024-02,"Хивэг,50кг — Хөвсгөл",50000.0
2024-02,"Хивэг,50кг — Орхон",50000.0
2024-02,"Хивэг,50кг — Сэлэнгэ",28000.0
2024-02,"Хивэг,50кг — Сүхбаатар",57500.0
2024-02,"Хивэг,50кг — Төв",41333.0
2024-02,"Хивэг,50кг — Улаанбаатар",48000.0
2024-02,"Хивэг,50кг — Өвөрхангай",52000.0
2024-02,"Хивэг,50кг — Завхан",60000.0
2024-03,"Хивэг,25кг — Баян-Өлгий",18000.0
2024-03,"Хивэг,25кг — Баянхонгор",29750.0
2024-03,"Хивэг,25кг — Булган",26938.0
2024-03,"Хивэг,25кг — Дархан-Уул",25000.0
2024-03,"Хивэг,25кг — Дорнод",21750.0
2024-03,"Хивэг,25кг — Дорноговь",26250.0
2024-03,"Хивэг,25кг — Говь-Алтай",30143.0
2024-03,"Хивэг,25кг — Говьсүмбэр",30000.0
2024-03,"Хивэг,25кг — Орхон",25000.0
2024-03,"Хивэг,25кг — Сэлэнгэ",25889.0
2024-03,"Хивэг,25кг — Сүхбаатар",33200.0
2024-03,"Хивэг,25кг — Төв",27654.0
2024-03,"Хивэг,25кг — Улаанбаатар",25000.0
2024-03,"Хивэг,25кг — Өмнөговь",20667.0
2024-03,"Хивэг,25кг — Увс",20000.0
2024-03,"Хивэг,25кг — Өвөрхангай",26667.0
2024-03,"Хивэг,25кг — Завхан",25536.0
2024-03,"Хивэг,50кг — Баян-Өлгий",31750.0
2024-03,"Хивэг,50кг — Баянхонгор",32625.0
2024-03,"Хивэг,50кг — Булган",55500.0
2024-03,"Хивэг,50кг — Дорнод",41000.0
2024-03,"Хивэг,50кг — Говь-Алтай",50000.0
2024-03,"Хивэг,50кг — Орхон",50000.0
2024-03,"Хивэг,50кг — Сэлэнгэ",28250.0
2024-03,"Хивэг,50кг — Сүхбаатар",57500.0
2024-03,"Хивэг,50кг — Төв",41000.0
2024-03,"Хивэг,50кг — Улаанбаатар",48000.0
2024-03,"Хивэг,50кг — Өвөрхангай",55000.0
2024-04,"Хивэг,25кг — Архангай",32000.0
2024-04,"Хивэг,25кг — Баян-Өлгий",16500.0
2024-04,"Хивэг,25кг — Баянхонгор",27656.0
2024-04,"Хивэг,25кг — Булган",28143.0
2024-04,"Хивэг,25кг — Дархан-Уул",25000.0
2024-04,"Хивэг,25кг — Дорнод",20000.0
2024-04,"Хивэг,25кг — Дорноговь",27000.0
2024-04,"Хивэг,25кг — Дундговь",30000.0
2024-04,"Хивэг,25кг — Говь-Алтай",30000.0
2024-04,"Хивэг,25кг — Говьсүмбэр",30000.0
2024-04,"Хивэг,25кг — Орхон",25000.0
2024-04,"Хивэг,25кг — Сэлэнгэ",27000.0
2024-04,"Хивэг,25кг — Сүхбаатар",33000.0
2024-04,"Хивэг,25кг — Төв",25667.0
2024-04,"Хивэг,25кг — Улаанбаатар",25000.0
2024-04,"Хивэг,25кг — Өмнөговь",24250.0
2024-04,"Хивэг,25кг — Увс",19500.0
2024-04,"Хивэг,25кг — Өвөрхангай",24750.0
2024-04,"Хивэг,25кг — Завхан",23900.0
2024-04,"Хивэг,50кг — Архангай",35000.0
2024-04,"Хивэг,50кг — Баян-Өлгий",30750.0
2024-04,"Хивэг,50кг — Баянхонгор",23500.0
2024-04,"Хивэг,50кг — Булган",52500.0
2024-04,"Хивэг,50кг — Говь-Алтай",52500.0
2024-04,"Хивэг,50кг — Орхон",53000.0
2024-04,"Хивэг,50кг — Сэлэнгэ",28000.0
2024-04,"Хивэг,50кг — Сүхбаатар",55000.0
2024-04,"Хивэг,50кг — Төв",36000.0
2024-04,"Хивэг,50кг — Улаанбаатар",48000.0
2024-04,"Хивэг,50кг — Өвөрхангай",49000.0
2024-05,"Хивэг,25кг — Баян-Өлгий",18000.0
2024-05,"Хивэг,25кг — Баянхонгор",24667.0
2024-05,"Хивэг,25кг — Булган",27333.0
2024-05,"Хивэг,25кг — Дорнод",20000.0
2024-05,"Хивэг,25кг — Говь-Алтай",30500.0
2024-05,"Хивэг,25кг — Сэлэнгэ",26000.0
2024-05,"Хивэг,25кг — Сүхбаатар",33000.0
2024-05,"Хивэг,25кг — Төв",25667.0
2024-05,"Хивэг,25кг — Улаанбаатар",25000.0
2024-05,"Хивэг,25кг — Өмнөговь",22500.0
2024-05,"Хивэг,25кг — Увс",18500.0
2024-05,"Хивэг,25кг — Завхан",25000.0
2024-05,"Хивэг,50кг — Баян-Өлгий",30000.0
2024-05,"Хивэг,50кг — Булган",51000.0
2024-05,"Хивэг,50кг — Говь-Алтай",45000.0
2024-05,"Хивэг,50кг — Сэлэнгэ",25000.0
2024-05,"Хивэг,50кг — Төв",48000.0
2024-05,"Хивэг,50кг — Улаанбаатар",48000.0
2024-06,"Хивэг,25кг — Баян-Өлгий",18000.0
2024-06,"Хивэг,25кг — Булган",27333.0
2024-06,"Хивэг,25кг — Дорнод",20000.0
2024-06,"Хивэг,25кг — Говь-Алтай",27000.0
2024-06,"Хивэг,25кг — Төв",22000.0
2024-06,"Хивэг,25кг — Улаанбаатар",23000.0
2024-06,"Хивэг,25кг — Өмнөговь",26500.0
2024-06,"Хивэг,25кг — Увс",19000.0
2024-06,"Хивэг,50кг — Баян-Өлгий",30000.0
2024-06,"Хивэг,50кг — Булган",30000.0
2024-06,"Хивэг,50кг — Говь-Алтай",45000.0
2024-06,"Хивэг,50кг — Сэлэнгэ",25000.0
2024-06,"Хивэг,50кг — Төв",32300.0
2024-06,"Хивэг,50кг — Улаанбаатар",47000.0
2024-07,"Хивэг,25кг — Баян-Өлгий",18000.0
2024-07,"Хивэг,25кг — Дорнод",20000.0
2024-07,"Хивэг,25кг — Төв",23800.0
2024-07,"Хивэг,25кг — Улаанбаатар",23000.0
2024-07,"Хивэг,25кг — Увс",19000.0
2024-07,"Хивэг,50кг — Баян-Өлгий",31000.0
2024-07,"Хивэг,50кг — Сэлэнгэ",25000.0
2024-07,"Хивэг,50кг — Төв",54000.0
2024-07,"Хивэг,50кг — Улаанбаатар",47000.0
2024-08,"Хивэг,25кг — Баян-Өлгий",20000.0
2024-08,"Хивэг,25кг — Булган",26660.0
2024-08,"Хивэг,25кг — Дорнод",18000.0
2024-08,"Хивэг,25кг — Дундговь",28000.0
2024-08,"Хивэг,25кг — Говьсүмбэр",25000.0
2024-08,"Хивэг,25кг — Төв",22000.0
2024-08,"Хивэг,25кг — Улаанбаатар",23000.0
2024-08,"Хивэг,25кг — Увс",18000.0
2024-08,"Хивэг,50кг — Баян-Өлгий",33000.0
2024-08,"Хивэг,50кг — Дундговь",39000.0
2024-08,"Хивэг,50кг — Говьсүмбэр",50000.0
2024-08,"Хивэг,50кг — Сэлэнгэ",25000.0
2024-08,"Хивэг,50кг — Төв",60000.0
2024-08,"Хивэг,50кг — Улаанбаатар",47000.0
2024-09,"Хивэг,25кг — Баян-Өлгий",18000.0
2024-09,"Хивэг,25кг — Булган",23750.0
2024-09,"Хивэг,25кг — Дорнод",180000.0
2024-09,"Хивэг,25кг — Дундговь",28000.0
2024-09,"Хивэг,25кг — Говь-Алтай",28000.0
2024-09,"Хивэг,25кг — Сэлэнгэ",22250.0
2024-09,"Хивэг,25кг — Төв",22286.0
2024-09,"Хивэг,25кг — Улаанбаатар",23000.0
2024-09,"Хивэг,25кг — Увс",18000.0
2024-09,"Хивэг,25кг — Өвөрхангай",25000.0
2024-09,"Хивэг,25кг — Завхан",17000.0
2024-09,"Хивэг,50кг — Баян-Өлгий",30000.0
2024-09,"Хивэг,50кг — Булган",20000.0
2024-09,"Хивэг,50кг — Дундговь",39000.0
2024-09,"Хивэг,50кг — Сэлэнгэ",40000.0
2024-09,"Хивэг,50кг — Сүхбаатар",30000.0
2024-09,"Хивэг,50кг — Төв",57000.0
2024-09,"Хивэг,50кг — Улаанбаатар",47000.0
2024-09,"Хивэг,50кг — Өвөрхангай",50000.0
2024-10,"Хивэг,25кг — Баян-Өлгий",20000.0
2024-10,"Хивэг,25кг — Булган",23500.0
2024-10,"Хивэг,25кг — Дундговь",28000.0
2024-10,"Хивэг,25кг — Говь-Алтай",28000.0
2024-10,"Хивэг,25кг — Орхон",13000.0
2024-10,"Хивэг,25кг — Сэлэнгэ",22000.0
2024-10,"Хивэг,25кг — Сүхбаатар",31500.0
2024-10,"Хивэг,25кг — Төв",21833.0
2024-10,"Хивэг,25кг — Улаанбаатар",24000.0
2024-10,"Хивэг,25кг — Увс",19000.0
2024-10,"Хивэг,25кг — Өвөрхангай",25000.0
2024-10,"Хивэг,25кг — Завхан",19000.0
2024-10,"Хивэг,50кг — Баян-Өлгий",29750.0
2024-10,"Хивэг,50кг — Дундговь",39000.0
2024-10,"Хивэг,50кг — Орхон",25000.0
2024-10,"Хивэг,50кг — Сэлэнгэ",26500.0
2024-10,"Хивэг,50кг — Сүхбаатар",42000.0
2024-10,"Хивэг,50кг — Төв",60000.0
2024-10,"Хивэг,50кг — Улаанбаатар",47000.0
2024-10,"Хивэг,50кг — Өвөрхангай",50000.0
2024-11,"Хивэг,25кг — Баян-Өлгий",18000.0
2024-11,"Хивэг,25кг — Баянхонгор",28250.0
2024-11,"Хивэг,25кг — Булган",23875.0
2024-11,"Хивэг,25кг — Дархан-Уул",23000.0
2024-11,"Хивэг,25кг — Дорнод",17667.0
2024-11,"Хивэг,25кг — Дорноговь",25000.0
2024-11,"Хивэг,25кг — Дундговь",28000.0
2024-11,"Хивэг,25кг — Говь-Алтай",28000.0
2024-11,"Хивэг,25кг — Орхон",18000.0
2024-11,"Хивэг,25кг — Сэлэнгэ",26900.0
2024-11,"Хивэг,25кг — Сүхбаатар",27400.0
2024-11,"Хивэг,25кг — Төв",23688.0
2024-11,"Хивэг,25кг — Улаанбаатар",23375.0
2024-11,"Хивэг,25кг — Увс",19333.0
2024-11,"Хивэг,25кг — Өвөрхангай",24000.0
2024-11,"Хивэг,25кг — Завхан",20250.0
2024-11,"Хивэг,50кг — Баян-Өлгий",34000.0
2024-11,"Хивэг,50кг — Булган",35000.0
2024-11,"Хивэг,50кг — Дундговь",39000.0
2024-11,"Хивэг,50кг — Говь-Алтай",60000.0
2024-11,"Хивэг,50кг — Орхон",36000.0
2024-11,"Хивэг,50кг — Сүхбаатар",46500.0
2024-11,"Хивэг,50кг — Төв",45000.0
2024-11,"Хивэг,50кг — Улаанбаатар",46500.0
2024-11,"Хивэг,50кг — Өвөрхангай",50000.0
2024-12,"Хивэг,25кг — Баян-Өлгий",18000.0
2024-12,"Хивэг,25кг — Баянхонгор",24600.0
2024-12,"Хивэг,25кг — Булган",23250.0
2024-12,"Хивэг,25кг — Дархан-Уул",23000.0
2024-12,"Хивэг,25кг — Дорнод",20167.0
2024-12,"Хивэг,25кг — Дорноговь",25000.0
2024-12,"Хивэг,25кг — Дундговь",28000.0
2024-12,"Хивэг,25кг — Говь-Алтай",25200.0
2024-12,"Хивэг,25кг — Говьсүмбэр",25000.0
2024-12,"Хивэг,25кг — Сэлэнгэ",23800.0
2024-12,"Хивэг,25кг — Сүхбаатар",27600.0
2024-12,"Хивэг,25кг — Төв",23143.0
2024-12,"Хивэг,25кг — Өмнөговь",27000.0
2024-12,"Хивэг,25кг — Увс",18500.0
2024-12,"Хивэг,25кг — Өвөрхангай",25333.0
2024-12,"Хивэг,25кг — Завхан",19900.0
2024-12,"Хивэг,50кг — Баян-Өлгий",35333.0
2024-12,"Хивэг,50кг — Баянхонгор",31500.0
2024-12,"Хивэг,50кг — Булган",43000.0
2024-12,"Хивэг,50кг — Дундговь",39000.0
2024-12,"Хивэг,50кг — Говь-Алтай",60000.0
2024-12,"Хивэг,50кг — Сэлэнгэ",26500.0
2024-12,"Хивэг,50кг — Сүхбаатар",51000.0
2024-12,"Хивэг,50кг — Төв",46000.0
2024-12,"Хивэг,50кг — Увс",36000.0
2024-12,"Хивэг,50кг — Өвөрхангай",51000.0
2025-01,"Хивэг,25кг — Архангай",24000.0
2025-01,"Хивэг,25кг — Баян-Өлгий",19000.0
2025-01,"Хивэг,25кг — Баянхонгор",23000.0
2025-01,"Хивэг,25кг — Булган",22700.0
2025-01,"Хивэг,25кг — Дархан-Уул",20000.0
2025-01,"Хивэг,25кг — Дорнод",22083.0
2025-01,"Хивэг,25кг — Дорноговь",26800.0
2025-01,"Хивэг,25кг — Дундговь",28000.0
