огноо,ангилал,хэрэглээний_үнийн_индекс
2019-07,"Орон сууц, ус, цахилгаан, түлш",97.9
2019-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",97.0
2019-07,Боловсролын үйлчилгээ,91.1
2019-08,"Хүнсний бараа, ундаа, ус",95.5
2019-08,"Эм тариа, эмнэлгийн үйлчилгээ",97.7
2019-08,"Орон сууц, ус, цахилгаан, түлш",98.4
2019-08,"Согтууруулах ундаа, тамхи",96.6
2019-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",100.5
2019-08,Боловсролын үйлчилгээ,99.8
2019-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-08,"Хувцас, бөс бараа, гутал",96.3
2019-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",97.3
2019-08,Тээвэр,101.9
2019-08,"Бусад бараа, үйлчилгээ",95.9
2019-08,"Зочид буудал, зоогийн газар, дотуур байр",95.7
2019-09,Боловсролын үйлчилгээ,99.8
2019-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",97.8
2019-09,"Хүнсний бараа, ундаа, ус",95.2
2019-09,"Хувцас, бөс бараа, гутал",96.6
2019-09,"Зочид буудал, зоогийн газар, дотуур байр",95.8
2019-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-09,"Орон сууц, ус, цахилгаан, түлш",98.9
2019-09,Тээвэр,101.7
2019-09,"Эм тариа, эмнэлгийн үйлчилгээ",97.8
2019-09,"Бусад бараа, үйлчилгээ",96.2
2019-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",100.6
2019-09,"Согтууруулах ундаа, тамхи",96.8
2019-10,"Орон сууц, ус, цахилгаан, түлш",99.2
2019-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-10,Боловсролын үйлчилгээ,99.8
2019-10,"Зочид буудал, зоогийн газар, дотуур байр",95.8
2019-10,"Эм тариа, эмнэлгийн үйлчилгээ",97.9
2019-10,"Хувцас, бөс бараа, гутал",97.2
2019-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.1
2019-10,"Согтууруулах ундаа, тамхи",96.9
2019-10,Тээвэр,101.3
2019-10,"Бусад бараа, үйлчилгээ",96.4
2019-10,"Хүнсний бараа, ундаа, ус",93.7
2019-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",98.0
2019-11,"Хүнсний бараа, ундаа, ус",91.6
2019-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.2
2019-11,"Хувцас, бөс бараа, гутал",97.8
2019-11,Тээвэр,101.3
2019-11,"Эм тариа, эмнэлгийн үйлчилгээ",98.0
2019-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-11,"Орон сууц, ус, цахилгаан, түлш",99.3
2019-11,"Бусад бараа, үйлчилгээ",96.5
2019-11,Боловсролын үйлчилгээ,99.8
2019-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",98.1
2019-11,"Зочид буудал, зоогийн газар, дотуур байр",95.9
2019-11,"Согтууруулах ундаа, тамхи",97.0
2019-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.3
2019-12,Тээвэр,101.9
2019-12,Боловсролын үйлчилгээ,99.8
2019-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",98.8
2019-12,"Орон сууц, ус, цахилгаан, түлш",99.5
2019-12,"Хувцас, бөс бараа, гутал",98.8
2019-12,"Эм тариа, эмнэлгийн үйлчилгээ",98.3
2019-12,"Бусад бараа, үйлчилгээ",97.8
2019-12,"Хүнсний бараа, ундаа, ус",92.3
2019-12,"Зочид буудал, зоогийн газар, дотуур байр",96.0
2019-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-12,"Согтууруулах ундаа, тамхи",97.5
2020-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.1
2020-01,"Хүнсний бараа, ундаа, ус",94.9
2020-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.2
2020-01,"Орон сууц, ус, цахилгаан, түлш",99.9
2020-01,"Эм тариа, эмнэлгийн үйлчилгээ",98.6
2020-01,"Бусад бараа, үйлчилгээ",98.2
2020-01,"Зочид буудал, зоогийн газар, дотуур байр",96.3
2020-01,Боловсролын үйлчилгээ,99.8
2020-01,"Согтууруулах ундаа, тамхи",97.7
2020-01,Тээвэр,102.2
2020-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",99.1
2020-01,"Хувцас, бөс бараа, гутал",99.2
2020-01,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-02,"Зочид буудал, зоогийн газар, дотуур байр",97.7
2020-02,"Хүнсний бараа, ундаа, ус",98.2
2020-02,"Эм тариа, эмнэлгийн үйлчилгээ",99.0
2020-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.2
2020-02,"Хувцас, бөс бараа, гутал",99.3
2020-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",99.4
2020-02,"Орон сууц, ус, цахилгаан, түлш",100.2
2020-02,"Бусад бараа, үйлчилгээ",98.6
2020-02,Тээвэр,103.2
2020-02,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-02,"Согтууруулах ундаа, тамхи",98.5
2020-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.1
2020-02,Боловсролын үйлчилгээ,99.8
2020-03,Боловсролын үйлчилгээ,99.8
2020-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.4
2020-03,Тээвэр,104.4
2020-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",99.6
2020-03,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-03,"Зочид буудал, зоогийн газар, дотуур байр",98.9
2020-03,"Хүнсний бараа, ундаа, ус",100.3
2020-03,"Эм тариа, эмнэлгийн үйлчилгээ",99.2
2020-03,"Согтууруулах ундаа, тамхи",99.4
2020-03,"Бусад бараа, үйлчилгээ",98.8
2020-03,"Орон сууц, ус, цахилгаан, түлш",100.2
2020-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.1
2020-03,"Хувцас, бөс бараа, гутал",99.4
2020-04,"Согтууруулах ундаа, тамхи",100.0
2020-04,"Эм тариа, эмнэлгийн үйлчилгээ",99.4
2020-04,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2020-04,Боловсролын үйлчилгээ,99.8
2020-04,"Зочид буудал, зоогийн газар, дотуур байр",98.9
2020-04,"Орон сууц, ус, цахилгаан, түлш",99.9
2020-04,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.1
2020-04,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-04,"Бусад бараа, үйлчилгээ",98.3
2020-04,"Хувцас, бөс бараа, гутал",99.0
2020-04,"Хүнсний бараа, ундаа, ус",100.7
2020-04,Тээвэр,99.9
2020-04,"Гэр ахуйн тавилга, гэр ахуйн бараа",99.1
2020-05,"Хувцас, бөс бараа, гутал",99.3
2020-05,"Бусад бараа, үйлчилгээ",98.7
2020-05,Тээвэр,97.7
2020-05,"Согтууруулах ундаа, тамхи",100.2
2020-05,Боловсролын үйлчилгээ,99.8
2020-05,"Орон сууц, ус, цахилгаан, түлш",100.1
2020-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2020-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",99.6
2020-05,"Зочид буудал, зоогийн газар, дотуур байр",99.6
2020-05,"Хүнсний бараа, ундаа, ус",102.1
2020-05,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.3
2020-05,"Эм тариа, эмнэлгийн үйлчилгээ",99.5
2020-05,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-06,"Хувцас, бөс бараа, гутал",99.4
2020-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.4
2020-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",99.7
2020-06,"Бусад бараа, үйлчилгээ",99.1
2020-06,"Орон сууц, ус, цахилгаан, түлш",100.3
2020-06,"Зочид буудал, зоогийн газар, дотуур байр",100.3
2020-06,"Эм тариа, эмнэлгийн үйлчилгээ",99.6
2020-06,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-06,Тээвэр,97.0
2020-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.9
2020-06,"Хүнсний бараа, ундаа, ус",103.4
2020-06,Боловсролын үйлчилгээ,99.8
2020-06,"Согтууруулах ундаа, тамхи",100.3
2020-07,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-07,"Хүнсний бараа, ундаа, ус",105.1
2020-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2020-07,"Эм тариа, эмнэлгийн үйлчилгээ",99.8
2020-07,"Орон сууц, ус, цахилгаан, түлш",100.4
2020-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",99.9
2020-07,"Зочид буудал, зоогийн газар, дотуур байр",100.5
2020-07,"Согтууруулах ундаа, тамхи",100.4
2020-07,Боловсролын үйлчилгээ,99.8
2020-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",99.4
2020-07,Тээвэр,97.4
2020-07,"Бусад бараа, үйлчилгээ",99.4
2020-07,"Хувцас, бөс бараа, гутал",99.6
2020-08,"Хүнсний бараа, ундаа, ус",100.4
2020-08,Тээвэр,98.0
2020-08,"Эм тариа, эмнэлгийн үйлчилгээ",100.0
2020-08,"Хувцас, бөс бараа, гутал",99.8
2020-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",100.2
2020-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",100.1
2020-08,"Орон сууц, ус, цахилгаан, түлш",100.6
2020-08,Боловсролын үйлчилгээ,100.2
2020-08,"Зочид буудал, зоогийн газар, дотуур байр",100.7
2020-08,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-08,"Согтууруулах ундаа, тамхи",100.5
2020-08,"Бусад бараа, үйлчилгээ",100.8
2020-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2020-09,"Зочид буудал, зоогийн газар, дотуур байр",100.7
2020-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",100.4
2020-09,"Хувцас, бөс бараа, гутал",100.1
2020-09,Боловсролын үйлчилгээ,100.2
2020-09,"Согтууруулах ундаа, тамхи",100.6
2020-09,"Хүнсний бараа, ундаа, ус",97.8
2020-09,Тээвэр,98.8
2020-09,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.1
2020-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2020-09,"Эм тариа, эмнэлгийн үйлчилгээ",100.2
2020-09,"Орон сууц, ус, цахилгаан, түлш",101.3
2020-09,"Бусад бараа, үйлчилгээ",101.6
2020-10,"Согтууруулах ундаа, тамхи",100.7
2020-10,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2020-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.2
2020-10,"Хувцас, бөс бараа, гутал",101.4
2020-10,"Бусад бараа, үйлчилгээ",101.9
2020-10,"Зочид буудал, зоогийн газар, дотуур байр",102.1
2020-10,"Орон сууц, ус, цахилгаан, түлш",101.5
2020-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",100.9
2020-10,"Эм тариа, эмнэлгийн үйлчилгээ",101.3
2020-10,Тээвэр,100.6
2020-10,Боловсролын үйлчилгээ,100.2
2020-10,"Хүнсний бараа, ундаа, ус",97.5
2020-11,"Даатгал, санхүүгийн үйлчилгээ",100.0
2020-11,"Бусад бараа, үйлчилгээ",102.0
2020-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",101.0
2020-11,"Хүнсний бараа, ундаа, ус",99.0
2020-11,Боловсролын үйлчилгээ,100.2
2020-11,"Орон сууц, ус, цахилгаан, түлш",102.2
2020-11,"Хувцас, бөс бараа, гутал",101.5
2020-11,"Согтууруулах ундаа, тамхи",100.9
2020-11,"Эм тариа, эмнэлгийн үйлчилгээ",101.5
2020-11,Тээвэр,100.4
2020-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.3
2020-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2020-11,"Зочид буудал, зоогийн газар, дотуур байр",102.1
2020-12,Боловсролын үйлчилгээ,100.2
2020-12,"Хүнсний бараа, ундаа, ус",100.6
2020-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",101.2
2020-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.3
2020-12,"Орон сууц, ус, цахилгаан, түлш",93.4
2020-12,"Зочид буудал, зоогийн газар, дотуур байр",102.1
2020-12,"Эм тариа, эмнэлгийн үйлчилгээ",101.9
2020-12,"Хувцас, бөс бараа, гутал",102.0
2020-12,"Бусад бараа, үйлчилгээ",102.4
2020-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2020-12,"Согтууруулах ундаа, тамхи",100.9
2020-12,Тээвэр,100.4
2020-12,"Даатгал, санхүүгийн үйлчилгээ",100.0
2021-01,Боловсролын үйлчилгээ,100.2
2021-01,"Орон сууц, ус, цахилгаан, түлш",94.2
2021-01,Тээвэр,100.6
2021-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.3
2021-01,"Хүнсний бараа, ундаа, ус",103.3
2021-01,"Даатгал, санхүүгийн үйлчилгээ",100.1
2021-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2021-01,"Хувцас, бөс бараа, гутал",101.9
2021-01,"Эм тариа, эмнэлгийн үйлчилгээ",102.1
2021-01,"Зочид буудал, зоогийн газар, дотуур байр",102.4
2021-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",101.9
2021-01,"Бусад бараа, үйлчилгээ",102.6
2021-01,"Согтууруулах ундаа, тамхи",101.1
2021-02,"Орон сууц, ус, цахилгаан, түлш",94.6
2021-02,Тээвэр,100.9
2021-02,"Хүнсний бараа, ундаа, ус",107.2
2021-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",102.7
2021-02,Боловсролын үйлчилгээ,100.2
2021-02,"Зочид буудал, зоогийн газар, дотуур байр",103.1
2021-02,"Бусад бараа, үйлчилгээ",103.3
2021-02,"Эм тариа, эмнэлгийн үйлчилгээ",102.3
2021-02,"Согтууруулах ундаа, тамхи",101.5
2021-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.4
2021-02,"Хувцас, бөс бараа, гутал",101.5
2021-02,"Даатгал, санхүүгийн үйлчилгээ",100.1
2021-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.1
2021-03,"Согтууруулах ундаа, тамхи",101.6
2021-03,Боловсролын үйлчилгээ,100.2
2021-03,"Орон сууц, ус, цахилгаан, түлш",94.4
2021-03,"Даатгал, санхүүгийн үйлчилгээ",100.1
2021-03,"Зочид буудал, зоогийн газар, дотуур байр",106.0
2021-03,Тээвэр,101.2
2021-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",102.9
2021-03,"Бусад бараа, үйлчилгээ",103.9
2021-03,"Эм тариа, эмнэлгийн үйлчилгээ",102.4
2021-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.4
2021-03,"Хувцас, бөс бараа, гутал",101.7
2021-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.2
2021-03,"Хүнсний бараа, ундаа, ус",108.8
2021-04,Тээвэр,101.3
2021-04,"Даатгал, санхүүгийн үйлчилгээ",100.1
2021-04,"Хувцас, бөс бараа, гутал",101.7
2021-04,"Бусад бараа, үйлчилгээ",104.1
2021-04,"Согтууруулах ундаа, тамхи",101.7
2021-04,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.2
2021-04,"Зочид буудал, зоогийн газар, дотуур байр",106.0
2021-04,"Гэр ахуйн тавилга, гэр ахуйн бараа",103.1
2021-04,Боловсролын үйлчилгээ,100.2
2021-04,"Эм тариа, эмнэлгийн үйлчилгээ",102.6
2021-04,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.4
2021-04,"Хүнсний бараа, ундаа, ус",113.5
2021-04,"Орон сууц, ус, цахилгаан, түлш",103.5
2021-05,Боловсролын үйлчилгээ,100.2
2021-05,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.5
2021-05,"Бусад бараа, үйлчилгээ",104.5
2021-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",103.5
2021-05,"Хувцас, бөс бараа, гутал",101.8
2021-05,"Согтууруулах ундаа, тамхи",101.9
2021-05,"Даатгал, санхүүгийн үйлчилгээ",100.1
2021-05,"Орон сууц, ус, цахилгаан, түлш",103.5
2021-05,"Хүнсний бараа, ундаа, ус",115.7
2021-05,"Эм тариа, эмнэлгийн үйлчилгээ",103.3
2021-05,Тээвэр,102.8
2021-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.2
2021-05,"Зочид буудал, зоогийн газар, дотуур байр",108.0
2021-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.2
2021-06,"Зочид буудал, зоогийн газар, дотуур байр",110.3
2021-06,Тээвэр,105.2
2021-06,"Эм тариа, эмнэлгийн үйлчилгээ",104.7
2021-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",101.7
2021-06,"Бусад бараа, үйлчилгээ",104.9
2021-06,Боловсролын үйлчилгээ,100.2
2021-06,"Даатгал, санхүүгийн үйлчилгээ",100.1
2021-06,"Хувцас, бөс бараа, гутал",102.1
2021-06,"Согтууруулах ундаа, тамхи",102.3
2021-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",104.0
2021-06,"Хүнсний бараа, ундаа, ус",117.0
2021-06,"Орон сууц, ус, цахилгаан, түлш",103.6
2021-07,"Даатгал, санхүүгийн үйлчилгээ",100.1
2021-07,Боловсролын үйлчилгээ,100.2
2021-07,"Хүнсний бараа, ундаа, ус",116.8
2021-07,Тээвэр,113.8
2021-07,"Хувцас, бөс бараа, гутал",102.5
2021-07,"Орон сууц, ус, цахилгаан, түлш",104.2
2021-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",104.9
2021-07,"Эм тариа, эмнэлгийн үйлчилгээ",104.8
2021-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",102.1
2021-07,"Бусад бараа, үйлчилгээ",105.3
2021-07,"Согтууруулах ундаа, тамхи",103.1
2021-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.3
2021-07,"Зочид буудал, зоогийн газар, дотуур байр",111.1
2021-08,"Зочид буудал, зоогийн газар, дотуур байр",113.2
2021-08,"Хүнсний бараа, ундаа, ус",114.1
2021-08,"Даатгал, санхүүгийн үйлчилгээ",106.9
2021-08,Боловсролын үйлчилгээ,104.2
2021-08,"Бусад бараа, үйлчилгээ",106.5
2021-08,"Орон сууц, ус, цахилгаан, түлш",106.2
2021-08,Тээвэр,118.4
2021-08,"Согтууруулах ундаа, тамхи",103.3
2021-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.3
2021-08,"Эм тариа, эмнэлгийн үйлчилгээ",106.0
2021-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",103.8
2021-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",105.6
2021-08,"Хувцас, бөс бараа, гутал",103.0
2021-09,"Бусад бараа, үйлчилгээ",107.7
2021-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",101.0
2021-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",106.1
2021-09,"Хүнсний бараа, ундаа, ус",113.2
2021-09,"Орон сууц, ус, цахилгаан, түлш",107.9
2021-09,"Зочид буудал, зоогийн газар, дотуур байр",113.5
2021-09,"Эм тариа, эмнэлгийн үйлчилгээ",107.0
2021-09,Боловсролын үйлчилгээ,104.2
2021-09,"Согтууруулах ундаа, тамхи",103.6
2021-09,Тээвэр,119.2
2021-09,"Хувцас, бөс бараа, гутал",103.6
2021-09,"Даатгал, санхүүгийн үйлчилгээ",107.1
2021-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",104.1
2021-10,"Эм тариа, эмнэлгийн үйлчилгээ",107.7
2021-10,"Зочид буудал, зоогийн газар, дотуур байр",113.7
2021-10,"Бусад бараа, үйлчилгээ",108.1
2021-10,"Орон сууц, ус, цахилгаан, түлш",104.3
2021-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",107.3
2021-10,Боловсролын үйлчилгээ,104.2
2021-10,"Даатгал, санхүүгийн үйлчилгээ",107.1
2021-10,"Хүнсний бараа, ундаа, ус",116.2
2021-10,"Хувцас, бөс бараа, гутал",104.9
2021-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",104.2
2021-10,Тээвэр,119.6
2021-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",101.0
2021-10,"Согтууруулах ундаа, тамхи",104.3
2021-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",101.2
2021-11,"Бусад бараа, үйлчилгээ",108.9
2021-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",108.1
2021-11,"Зочид буудал, зоогийн газар, дотуур байр",114.0
2021-11,"Эм тариа, эмнэлгийн үйлчилгээ",107.9
2021-11,Боловсролын үйлчилгээ,104.2
2021-11,"Согтууруулах ундаа, тамхи",105.4
2021-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",104.7
2021-11,Тээвэр,121.7
2021-11,"Хувцас, бөс бараа, гутал",105.6
2021-11,"Орон сууц, ус, цахилгаан, түлш",105.2
2021-11,"Хүнсний бараа, ундаа, ус",118.1
2021-11,"Даатгал, санхүүгийн үйлчилгээ",107.1
2021-12,"Согтууруулах ундаа, тамхи",105.9
2021-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",110.3
2021-12,"Хувцас, бөс бараа, гутал",107.7
2021-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",105.5
2021-12,Тээвэр,123.8
2021-12,"Зочид буудал, зоогийн газар, дотуур байр",118.5
2021-12,"Даатгал, санхүүгийн үйлчилгээ",107.1
2021-12,Боловсролын үйлчилгээ,104.2
2021-12,"Бусад бараа, үйлчилгээ",112.2
2021-12,"Эм тариа, эмнэлгийн үйлчилгээ",111.1
2021-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",101.2
2021-12,"Хүнсний бараа, ундаа, ус",121.7
2021-12,"Орон сууц, ус, цахилгаан, түлш",106.9
2022-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",105.8
2022-01,"Хүнсний бараа, ундаа, ус",126.0
2022-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",112.2
2022-01,"Орон сууц, ус, цахилгаан, түлш",108.8
2022-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",101.2
2022-01,"Хувцас, бөс бараа, гутал",111.5
2022-01,"Даатгал, санхүүгийн үйлчилгээ",107.1
2022-01,"Зочид буудал, зоогийн газар, дотуур байр",120.7
2022-01,"Бусад бараа, үйлчилгээ",115.9
2022-01,"Эм тариа, эмнэлгийн үйлчилгээ",117.0
2022-01,Боловсролын үйлчилгээ,104.2
2022-01,"Согтууруулах ундаа, тамхи",106.4
2022-01,Тээвэр,122.0
2022-02,"Хувцас, бөс бараа, гутал",113.7
2022-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",106.3
2022-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",114.1
2022-02,"Бусад бараа, үйлчилгээ",117.2
2022-02,Тээвэр,122.9
2022-02,"Согтууруулах ундаа, тамхи",106.8
2022-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",102.1
2022-02,"Зочид буудал, зоогийн газар, дотуур байр",120.9
2022-02,"Даатгал, санхүүгийн үйлчилгээ",107.1
2022-02,"Эм тариа, эмнэлгийн үйлчилгээ",123.0
2022-02,Боловсролын үйлчилгээ,104.2
2022-02,"Хүнсний бараа, ундаа, ус",127.5
2022-02,"Орон сууц, ус, цахилгаан, түлш",109.4
2022-03,"Хувцас, бөс бараа, гутал",114.4
2022-03,Боловсролын үйлчилгээ,104.2
2022-03,"Хүнсний бараа, ундаа, ус",129.1
2022-03,"Зочид буудал, зоогийн газар, дотуур байр",121.5
2022-03,"Согтууруулах ундаа, тамхи",107.1
2022-03,"Эм тариа, эмнэлгийн үйлчилгээ",124.0
2022-03,"Орон сууц, ус, цахилгаан, түлш",109.7
2022-03,"Бусад бараа, үйлчилгээ",117.9
2022-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",102.1
2022-03,Тээвэр,125.3
2022-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",106.7
2022-03,"Даатгал, санхүүгийн үйлчилгээ",107.1
2022-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",114.6
2022-04,"Хувцас, бөс бараа, гутал",115.7
2022-04,Боловсролын үйлчилгээ,104.2
2022-04,"Хүнсний бараа, ундаа, ус",133.7
2022-04,"Эм тариа, эмнэлгийн үйлчилгээ",125.4
2022-04,"Орон сууц, ус, цахилгаан, түлш",117.3
2022-04,"Гэр ахуйн тавилга, гэр ахуйн бараа",115.8
2022-04,"Зочид буудал, зоогийн газар, дотуур байр",121.9
2022-04,"Даатгал, санхүүгийн үйлчилгээ",111.0
2022-04,"Согтууруулах ундаа, тамхи",108.4
2022-04,Тээвэр,126.6
2022-04,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",102.1
2022-04,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",107.8
2022-04,"Бусад бараа, үйлчилгээ",119.0
2022-05,"Бусад бараа, үйлчилгээ",120.9
2022-05,"Зочид буудал, зоогийн газар, дотуур байр",126.4
2022-05,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",110.3
2022-05,Боловсролын үйлчилгээ,104.2
2022-05,"Орон сууц, ус, цахилгаан, түлш",117.2
2022-05,"Хүнсний бараа, ундаа, ус",137.3
2022-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",102.1
2022-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",117.4
2022-05,Тээвэр,127.3
2022-05,"Согтууруулах ундаа, тамхи",109.1
2022-05,"Даатгал, санхүүгийн үйлчилгээ",111.0
2022-05,"Хувцас, бөс бараа, гутал",116.7
2022-05,"Эм тариа, эмнэлгийн үйлчилгээ",126.4
2022-06,Боловсролын үйлчилгээ,104.2
2022-06,Тээвэр,129.6
2022-06,"Хүнсний бараа, ундаа, ус",140.8
2022-06,"Согтууруулах ундаа, тамхи",110.0
2022-06,"Эм тариа, эмнэлгийн үйлчилгээ",127.0
2022-06,"Бусад бараа, үйлчилгээ",122.2
2022-06,"Даатгал, санхүүгийн үйлчилгээ",111.0
2022-06,"Орон сууц, ус, цахилгаан, түлш",118.4
2022-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",102.1
2022-06,"Хувцас, бөс бараа, гутал",118.0
2022-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",119.3
2022-06,"Зочид буудал, зоогийн газар, дотуур байр",130.6
2022-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",110.8
2022-07,"Хувцас, бөс бараа, гутал",118.4
2022-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",120.9
2022-07,"Даатгал, санхүүгийн үйлчилгээ",111.0
2022-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",102.2
2022-07,Тээвэр,131.5
2022-07,"Согтууруулах ундаа, тамхи",110.3
