бүс_нутаг,сар,амьд_төрөлт
Говь-Алтай,2023-06,74
Говьсүмбэр,2023-06,25
Дархан-Уул,2023-06,169
Дорноговь,2023-06,89
Дорнод,2023-06,123
Дундговь,2023-06,58
Завхан,2023-06,93
Орхон,2023-06,181
Сэлэнгэ,2023-06,116
Сүхбаатар,2023-06,95
Төв,2023-06,59
Увс,2023-06,152
Улаанбаатар,2023-06,2881
Ховд,2023-06,175
Хэнтий,2023-06,106
Хөвсгөл,2023-06,179
Өвөрхангай,2023-06,135
Өмнөговь,2023-06,129
Архангай,2023-07,110
Баян-Өлгий,2023-07,259
Баянхонгор,2023-07,157
Булган,2023-07,46
Говь-Алтай,2023-07,64
Говьсүмбэр,2023-07,30
Дархан-Уул,2023-07,184
Дорноговь,2023-07,92
Дорнод,2023-07,146
Дундговь,2023-07,57
Завхан,2023-07,99
Орхон,2023-07,183
Сэлэнгэ,2023-07,96
Сүхбаатар,2023-07,107
Төв,2023-07,66
Увс,2023-07,154
Улаанбаатар,2023-07,2951
Ховд,2023-07,159
Хэнтий,2023-07,116
Хөвсгөл,2023-07,177
Өвөрхангай,2023-07,163
Өмнөговь,2023-07,112
Архангай,2023-08,109
Баян-Өлгий,2023-08,220
Баянхонгор,2023-08,134
Булган,2023-08,51
Говь-Алтай,2023-08,95
Говьсүмбэр,2023-08,28
Дархан-Уул,2023-08,151
Дорноговь,2023-08,100
Дорнод,2023-08,122
Дундговь,2023-08,63
Завхан,2023-08,85
Орхон,2023-08,193
Сэлэнгэ,2023-08,94
Сүхбаатар,2023-08,105
Төв,2023-08,66
Увс,2023-08,126
Улаанбаатар,2023-08,2849
Ховд,2023-08,150
Хэнтий,2023-08,112
Хөвсгөл,2023-08,201
Өвөрхангай,2023-08,174
Өмнөговь,2023-08,130
Архангай,2023-09,108
Баян-Өлгий,2023-09,245
Баянхонгор,2023-09,126
Булган,2023-09,54
Говь-Алтай,2023-09,77
Говьсүмбэр,2023-09,22
Дархан-Уул,2023-09,183
Дорноговь,2023-09,82
Дорнод,2023-09,116
Дундговь,2023-09,46
Завхан,2023-09,91
Орхон,2023-09,182
Сэлэнгэ,2023-09,125
Сүхбаатар,2023-09,84
Төв,2023-09,56
Увс,2023-09,146
Улаанбаатар,2023-09,2666
Ховд,2023-09,156
Хэнтий,2023-09,108
Хөвсгөл,2023-09,183
Өвөрхангай,2023-09,155
Өмнөговь,2023-09,132
Архангай,2023-10,95
Баян-Өлгий,2023-10,205
Баянхонгор,2023-10,116
Булган,2023-10,37
Говь-Алтай,2023-10,71
Говьсүмбэр,2023-10,19
Дархан-Уул,2023-10,164
Дорноговь,2023-10,80
Дорнод,2023-10,130
Дундговь,2023-10,63
Завхан,2023-10,78
Орхон,2023-10,173
Сэлэнгэ,2023-10,93
Сүхбаатар,2023-10,78
Төв,2023-10,53
Увс,2023-10,139
Улаанбаатар,2023-10,2676
Ховд,2023-10,159
Хэнтий,2023-10,120
Хөвсгөл,2023-10,183
Өвөрхангай,2023-10,175
Өмнөговь,2023-10,116
Архангай,2023-11,100
Баян-Өлгий,2023-11,212
Баянхонгор,2023-11,135
Булган,2023-11,45
Говь-Алтай,2023-11,107
Говьсүмбэр,2023-11,27
Дархан-Уул,2023-11,147
Дорноговь,2023-11,77
Дорнод,2023-11,115
Дундговь,2023-11,58
Завхан,2023-11,95
Орхон,2023-11,205
Сэлэнгэ,2023-11,120
Сүхбаатар,2023-11,102
Төв,2023-11,54
Увс,2023-11,124
Улаанбаатар,2023-11,2902
Ховд,2023-11,167
Хэнтий,2023-11,77
Хөвсгөл,2023-11,175
Өвөрхангай,2023-11,161
Өмнөговь,2023-11,123
Архангай,2023-12,78
Баян-Өлгий,2023-12,198
Баянхонгор,2023-12,129
Булган,2023-12,43
Говь-Алтай,2023-12,65
Говьсүмбэр,2023-12,27
Дархан-Уул,2023-12,177
Дорноговь,2023-12,98
Дорнод,2023-12,117
Дундговь,2023-12,50
Завхан,2023-12,88
Орхон,2023-12,151
Сэлэнгэ,2023-12,95
Сүхбаатар,2023-12,97
Төв,2023-12,53
Увс,2023-12,123
Улаанбаатар,2023-12,2734
Ховд,2023-12,129
Хэнтий,2023-12,103
Хөвсгөл,2023-12,139
Өвөрхангай,2023-12,137
Өмнөговь,2023-12,91
Архангай,2024-01,91
Баян-Өлгий,2024-01,205
Баянхонгор,2024-01,100
Булган,2024-01,46
Говь-Алтай,2024-01,63
Говьсүмбэр,2024-01,24
Дархан-Уул,2024-01,141
Дорноговь,2024-01,88
Дорнод,2024-01,117
Дундговь,2024-01,57
Завхан,2024-01,75
Орхон,2024-01,157
Сэлэнгэ,2024-01,82
Сүхбаатар,2024-01,100
Төв,2024-01,62
Увс,2024-01,110
Улаанбаатар,2024-01,2530
Ховд,2024-01,113
Хэнтий,2024-01,76
Хөвсгөл,2024-01,161
Өвөрхангай,2024-01,153
Өмнөговь,2024-01,103
Архангай,2024-02,76
Баян-Өлгий,2024-02,179
Баянхонгор,2024-02,118
Булган,2024-02,36
Говь-Алтай,2024-02,63
Говьсүмбэр,2024-02,24
Дархан-Уул,2024-02,156
Дорноговь,2024-02,87
Дорнод,2024-02,83
Дундговь,2024-02,39
Завхан,2024-02,86
Орхон,2024-02,163
Сэлэнгэ,2024-02,116
Сүхбаатар,2024-02,99
Төв,2024-02,65
Увс,2024-02,124
Улаанбаатар,2024-02,2521
Ховд,2024-02,147
Хэнтий,2024-02,105
Хөвсгөл,2024-02,159
Өвөрхангай,2024-02,140
Өмнөговь,2024-02,102
Архангай,2024-03,98
Баян-Өлгий,2024-03,198
Баянхонгор,2024-03,131
Булган,2024-03,33
Говь-Алтай,2024-03,60
Говьсүмбэр,2024-03,25
Дархан-Уул,2024-03,162
Дорноговь,2024-03,89
Дорнод,2024-03,120
Дундговь,2024-03,37
Завхан,2024-03,83
Орхон,2024-03,185
Сэлэнгэ,2024-03,86
Сүхбаатар,2024-03,82
Төв,2024-03,64
Увс,2024-03,143
Улаанбаатар,2024-03,2649
Ховд,2024-03,144
Хэнтий,2024-03,90
Хөвсгөл,2024-03,194
Өвөрхангай,2024-03,146
Өмнөговь,2024-03,83
Архангай,2024-04,105
Баян-Өлгий,2024-04,199
Баянхонгор,2024-04,132
Булган,2024-04,45
Говь-Алтай,2024-04,94
Говьсүмбэр,2024-04,26
Дархан-Уул,2024-04,148
Дорноговь,2024-04,78
Дорнод,2024-04,128
Дундговь,2024-04,67
Завхан,2024-04,72
Орхон,2024-04,156
Сэлэнгэ,2024-04,84
Сүхбаатар,2024-04,83
Төв,2024-04,55
Увс,2024-04,149
Улаанбаатар,2024-04,2647
Ховд,2024-04,133
Хэнтий,2024-04,89
Хөвсгөл,2024-04,145
Өвөрхангай,2024-04,145
Өмнөговь,2024-04,106
Архангай,2024-05,96
Баян-Өлгий,2024-05,239
Баянхонгор,2024-05,119
Булган,2024-05,41
Говь-Алтай,2024-05,86
Говьсүмбэр,2024-05,29
Дархан-Уул,2024-05,144
Дорноговь,2024-05,78
Дорнод,2024-05,110
Дундговь,2024-05,44
Завхан,2024-05,82
Орхон,2024-05,150
Сэлэнгэ,2024-05,109
Сүхбаатар,2024-05,87
Төв,2024-05,71
Увс,2024-05,142
Улаанбаатар,2024-05,2763
Ховд,2024-05,150
Хэнтий,2024-05,90
Хөвсгөл,2024-05,156
Өвөрхангай,2024-05,150
Өмнөговь,2024-05,92
Архангай,2024-06,84
Баян-Өлгий,2024-06,228
Баянхонгор,2024-06,118
Булган,2024-06,35
Говь-Алтай,2024-06,71
Говьсүмбэр,2024-06,31
Дархан-Уул,2024-06,154
Дорноговь,2024-06,86
Дорнод,2024-06,119
Дундговь,2024-06,42
Завхан,2024-06,90
Орхон,2024-06,159
Сэлэнгэ,2024-06,69
Сүхбаатар,2024-06,78
Төв,2024-06,60
Увс,2024-06,133
Улаанбаатар,2024-06,2523
Ховд,2024-06,114
Хэнтий,2024-06,95
Хөвсгөл,2024-06,169
Өвөрхангай,2024-06,129
Өмнөговь,2024-06,101
Архангай,2024-07,96
Баян-Өлгий,2024-07,218
Баянхонгор,2024-07,120
Булган,2024-07,37
Говь-Алтай,2024-07,67
Говьсүмбэр,2024-07,36
Дархан-Уул,2024-07,138
Дорноговь,2024-07,92
Дорнод,2024-07,104
Дундговь,2024-07,52
Завхан,2024-07,96
Орхон,2024-07,158
Сэлэнгэ,2024-07,116
Сүхбаатар,2024-07,85
Төв,2024-07,58
Увс,2024-07,138
Улаанбаатар,2024-07,2705
Ховд,2024-07,146
Хэнтий,2024-07,80
Хөвсгөл,2024-07,156
Өвөрхангай,2024-07,149
Өмнөговь,2024-07,104
Архангай,2024-08,76
Баян-Өлгий,2024-08,213
Баянхонгор,2024-08,103
Булган,2024-08,51
Говь-Алтай,2024-08,54
Говьсүмбэр,2024-08,25
Дархан-Уул,2024-08,181
Дорноговь,2024-08,98
Дорнод,2024-08,126
Дундговь,2024-08,42
Завхан,2024-08,80
Орхон,2024-08,186
Сэлэнгэ,2024-08,105
Сүхбаатар,2024-08,65
Төв,2024-08,65
Увс,2024-08,136
Улаанбаатар,2024-08,2607
Ховд,2024-08,148
Хэнтий,2024-08,91
Хөвсгөл,2024-08,152
Өвөрхангай,2024-08,147
Өмнөговь,2024-08,109
Архангай,2024-09,89
Баян-Өлгий,2024-09,219
Баянхонгор,2024-09,125
Булган,2024-09,36
Говь-Алтай,2024-09,78
Говьсүмбэр,2024-09,24
Дархан-Уул,2024-09,163
Дорноговь,2024-09,82
Дорнод,2024-09,116
Дундговь,2024-09,47
Завхан,2024-09,67
Орхон,2024-09,171
Сэлэнгэ,2024-09,94
Сүхбаатар,2024-09,62
Төв,2024-09,66
Увс,2024-09,131
Улаанбаатар,2024-09,2594
Ховд,2024-09,130
Хэнтий,2024-09,79
Хөвсгөл,2024-09,158
Өвөрхангай,2024-09,145
Өмнөговь,2024-09,95
Архангай,2024-10,101
Баян-Өлгий,2024-10,244
Баянхонгор,2024-10,119
Булган,2024-10,33
Говь-Алтай,2024-10,84
Говьсүмбэр,2024-10,25
Дархан-Уул,2024-10,148
Дорноговь,2024-10,72
Дорнод,2024-10,113
Дундговь,2024-10,41
Завхан,2024-10,75
Орхон,2024-10,181
Сэлэнгэ,2024-10,90
Сүхбаатар,2024-10,84
Төв,2024-10,72
Увс,2024-10,145
Улаанбаатар,2024-10,2634
Ховд,2024-10,156
Хэнтий,2024-10,75
Хөвсгөл,2024-10,154
Өвөрхангай,2024-10,123
Өмнөговь,2024-10,91
Архангай,2024-11,75
Баян-Өлгий,2024-11,193
Баянхонгор,2024-11,123
Булган,2024-11,34
Говь-Алтай,2024-11,73
Говьсүмбэр,2024-11,19
Дархан-Уул,2024-11,134
Дорноговь,2024-11,84
Дорнод,2024-11,133
Дундговь,2024-11,34
Завхан,2024-11,57
Орхон,2024-11,173
Сэлэнгэ,2024-11,64
Сүхбаатар,2024-11,60
Төв,2024-11,45
Увс,2024-11,141
Улаанбаатар,2024-11,2647
Ховд,2024-11,166
Хэнтий,2024-11,94
Хөвсгөл,2024-11,153
Өвөрхангай,2024-11,160
Өмнөговь,2024-11,111
Архангай,2024-12,85
Баян-Өлгий,2024-12,202
Баянхонгор,2024-12,110
Булган,2024-12,46
Говь-Алтай,2024-12,69
Говьсүмбэр,2024-12,30
Дархан-Уул,2024-12,148
Дорноговь,2024-12,74
Дорнод,2024-12,87
Дундговь,2024-12,51
Завхан,2024-12,56
Орхон,2024-12,178
Сэлэнгэ,2024-12,88
Сүхбаатар,2024-12,70
Төв,2024-12,67
Увс,2024-12,134
Улаанбаатар,2024-12,2600
Ховд,2024-12,144
Хэнтий,2024-12,77
Хөвсгөл,2024-12,145
Өвөрхангай,2024-12,133
Өмнөговь,2024-12,101
Архангай,2025-01,88
Баян-Өлгий,2025-01,207
Баянхонгор,2025-01,101
Булган,2025-01,42
Говь-Алтай,2025-01,73
Говьсүмбэр,2025-01,21
Дархан-Уул,2025-01,172
Дорноговь,2025-01,78
Дорнод,2025-01,125
Дундговь,2025-01,42
Завхан,2025-01,74
Орхон,2025-01,174
Сэлэнгэ,2025-01,89
Сүхбаатар,2025-01,89
Төв,2025-01,59
Увс,2025-01,134
Улаанбаатар,2025-01,2472
Ховд,2025-01,145
Хэнтий,2025-01,82
Хөвсгөл,2025-01,179
Өвөрхангай,2025-01,138
Өмнөговь,2025-01,91
Архангай,2025-02,85
Баян-Өлгий,2025-02,184
Баянхонгор,2025-02,117
Булган,2025-02,45
Говь-Алтай,2025-02,73
Говьсүмбэр,2025-02,27
Дархан-Уул,2025-02,155
Дорноговь,2025-02,70
Дорнод,2025-02,96
Дундговь,2025-02,34
Завхан,2025-02,58
Орхон,2025-02,147
Сэлэнгэ,2025-02,102
Сүхбаатар,2025-02,60
Төв,2025-02,43
Увс,2025-02,121
Улаанбаатар,2025-02,2285
Ховд,2025-02,156
Хэнтий,2025-02,68
Хөвсгөл,2025-02,147
Өвөрхангай,2025-02,115
Өмнөговь,2025-02,76
Архангай,2025-03,104
Баян-Өлгий,2025-03,192
Баянхонгор,2025-03,107
Булган,2025-03,41
Говь-Алтай,2025-03,66
Говьсүмбэр,2025-03,21
Дархан-Уул,2025-03,169
Дорноговь,2025-03,60
Дорнод,2025-03,95
Дундговь,2025-03,51
Завхан,2025-03,76
Орхон,2025-03,167
Сэлэнгэ,2025-03,82
Сүхбаатар,2025-03,76
Төв,2025-03,69
Увс,2025-03,122
Улаанбаатар,2025-03,2439
Ховд,2025-03,126
Хэнтий,2025-03,97
Хөвсгөл,2025-03,143
Өвөрхангай,2025-03,149
Өмнөговь,2025-03,91
Архангай,2025-04,82
Баян-Өлгий,2025-04,241
Баянхонгор,2025-04,116
Булган,2025-04,35
Говь-Алтай,2025-04,70
Говьсүмбэр,2025-04,27
Дархан-Уул,2025-04,140
Дорноговь,2025-04,60
Дорнод,2025-04,99
Дундговь,2025-04,42
Завхан,2025-04,66
Орхон,2025-04,153
Сэлэнгэ,2025-04,86
Сүхбаатар,2025-04,78
Төв,2025-04,45
Увс,2025-04,111
Улаанбаатар,2025-04,2461
Ховд,2025-04,120
Хэнтий,2025-04,88
Хөвсгөл,2025-04,165
Өвөрхангай,2025-04,140
Өмнөговь,2025-04,107
Архангай,2025-05,86
Баян-Өлгий,2025-05,210
Баянхонгор,2025-05,95
Булган,2025-05,38
Говь-Алтай,2025-05,67
Говьсүмбэр,2025-05,22
Дархан-Уул,2025-05,129
Дорноговь,2025-05,72
Дорнод,2025-05,112
Дундговь,2025-05,59
Завхан,2025-05,61
Орхон,2025-05,144
Сэлэнгэ,2025-05,70
Сүхбаатар,2025-05,59
Төв,2025-05,51
Увс,2025-05,118
Улаанбаатар,2025-05,2556
Ховд,2025-05,126
Хэнтий,2025-05,85
Хөвсгөл,2025-05,137
Өвөрхангай,2025-05,147
Өмнөговь,2025-05,98
Архангай,2025-06,84
Баян-Өлгий,2025-06,208
Баянхонгор,2025-06,111
Булган,2025-06,32
Говь-Алтай,2025-06,70
Говьсүмбэр,2025-06,22
Дархан-Уул,2025-06,139
Дорноговь,2025-06,81
Дорнод,2025-06,110
Дундговь,2025-06,50
Завхан,2025-06,66
Орхон,2025-06,171
Сэлэнгэ,2025-06,83
Сүхбаатар,2025-06,60
Төв,2025-06,44
Увс,2025-06,94
Улаанбаатар,2025-06,2435
Ховд,2025-06,146
Хэнтий,2025-06,71
Хөвсгөл,2025-06,146
Өвөрхангай,2025-06,134
Өмнөговь,2025-06,88
Архангай,2025-07,77
Баян-Өлгий,2025-07,227
Баянхонгор,2025-07,92
Булган,2025-07,50
Говь-Алтай,2025-07,68
Говьсүмбэр,2025-07,26
Дархан-Уул,2025-07,145
Дорноговь,2025-07,78
Дорнод,2025-07,95
Дундговь,2025-07,36
Завхан,2025-07,76
Орхон,2025-07,171
Сэлэнгэ,2025-07,93
Сүхбаатар,2025-07,71
Төв,2025-07,68
Увс,2025-07,108
Улаанбаатар,2025-07,2571
Ховд,2025-07,147
Хэнтий,2025-07,91
Хөвсгөл,2025-07,143
Өвөрхангай,2025-07,142
Өмнөговь,2025-07,89
Архангай,2025-08,74
Баян-Өлгий,2025-08,221
Баянхонгор,2025-08,109
Булган,2025-08,37
Говь-Алтай,2025-08,61
Говьсүмбэр,2025-08,28
Дархан-Уул,2025-08,152
Дорноговь,2025-08,79
Дорнод,2025-08,101
Дундговь,2025-08,38
Завхан,2025-08,69
Орхон,2025-08,146
Сэлэнгэ,2025-08,64
Сүхбаатар,2025-08,62
Төв,2025-08,57
Увс,2025-08,114
Улаанбаатар,2025-08,2518
Ховд,2025-08,146
Хэнтий,2025-08,74
Хөвсгөл,2025-08,152
Өвөрхангай,2025-08,117
Өмнөговь,2025-08,97
Архангай,2025-09,91
Баян-Өлгий,2025-09,184
Баянхонгор,2025-09,109
Булган,2025-09,36
Говь-Алтай,2025-09,68
Говьсүмбэр,2025-09,19
Дархан-Уул,2025-09,158
Дорноговь,2025-09,78
Дорнод,2025-09,109
Дундговь,2025-09,33
Завхан,2025-09,74
Орхон,2025-09,173
Сэлэнгэ,2025-09,66
Сүхбаатар,2025-09,54
Төв,2025-09,69
Увс,2025-09,118
Улаанбаатар,2025-09,2489
Ховд,2025-09,164
Хэнтий,2025-09,90
Хөвсгөл,2025-09,139
Өвөрхангай,2025-09,130
Өмнөговь,2025-09,101
Архангай,2025-10,79
Баян-Өлгий,2025-10,204
Баянхонгор,2025-10,108
Булган,2025-10,48
Говь-Алтай,2025-10,65
Говьсүмбэр,2025-10,22
Дархан-Уул,2025-10,158
Дорноговь,2025-10,73
Дорнод,2025-10,100
Дундговь,2025-10,45
Завхан,2025-10,57
Орхон,2025-10,164
Сэлэнгэ,2025-10,88
Сүхбаатар,2025-10,84
Төв,2025-10,63
Увс,2025-10,117
Улаанбаатар,2025-10,2500
Ховд,2025-10,148
Хэнтий,2025-10,76
Хөвсгөл,2025-10,138
Өвөрхангай,2025-10,130
Өмнөговь,2025-10,98
Архангай,2025-11,73
Баян-Өлгий,2025-11,169
Баянхонгор,2025-11,107
Булган,2025-11,28
Говь-Алтай,2025-11,70
Говьсүмбэр,2025-11,24
Дархан-Уул,2025-11,142
Дорноговь,2025-11,61
Дорнод,2025-11,109
Дундговь,2025-11,42
Завхан,2025-11,70
Орхон,2025-11,164
Сэлэнгэ,2025-11,84
Сүхбаатар,2025-11,55
Төв,2025-11,48
Увс,2025-11,101
Улаанбаатар,2025-11,2494
Ховд,2025-11,125
Хэнтий,2025-11,76
Хөвсгөл,2025-11,143
Өвөрхангай,2025-11,132
Өмнөговь,2025-11,86
Архангай,2025-12,76
Баян-Өлгий,2025-12,202
Баянхонгор,2025-12,96
Булган,2025-12,28
Говь-Алтай,2025-12,62
Говьсүмбэр,2025-12,28
Дархан-Уул,2025-12,141
Дорноговь,2025-12,72
Дорнод,2025-12,100
Дундговь,2025-12,42
Завхан,2025-12,83
Орхон,2025-12,162
Сэлэнгэ,2025-12,84
Сүхбаатар,2025-12,66
Төв,2025-12,50
Увс,2025-12,108
Улаанбаатар,2025-12,2451
Ховд,2025-12,145
Хэнтий,2025-12,82
Хөвсгөл,2025-12,132
Өвөрхангай,2025-12,135
Өмнөговь,2025-12,91
Архангай,2026-01,89
Баян-Өлгий,2026-01,187
Баянхонгор,2026-01,99
Булган,2026-01,29
Говь-Алтай,2026-01,73
Говьсүмбэр,2026-01,21
Дархан-Уул,2026-01,137
Дорноговь,2026-01,63
Дорнод,2026-01,97
Дундговь,2026-01,42
Завхан,2026-01,72
Орхон,2026-01,145
Сэлэнгэ,2026-01,84
Сүхбаатар,2026-01,84
Төв,2026-01,50
Увс,2026-01,116
Улаанбаатар,2026-01,2343
Ховд,2026-01,166
Хэнтий,2026-01,64
Хөвсгөл,2026-01,133
Өвөрхангай,2026-01,102
Өмнөговь,2026-01,66
Архангай,2026-02,67
Баян-Өлгий,2026-02,165
Баянхонгор,2026-02,103
Булган,2026-02,33
Говь-Алтай,2026-02,57
Говьсүмбэр,2026-02,25
Дархан-Уул,2026-02,133
Дорноговь,2026-02,79
Дорнод,2026-02,102
Дундговь,2026-02,47
Завхан,2026-02,58
Орхон,2026-02,140
Сэлэнгэ,2026-02,69
Сүхбаатар,2026-02,70
Төв,2026-02,40
Увс,2026-02,99
Улаанбаатар,2026-02,2668
Ховд,2026-02,111
Хэнтий,2026-02,87
Хөвсгөл,2026-02,115
Өвөрхангай,2026-02,112
Өмнөговь,2026-02,87
Архангай,2026-03,95
Баян-Өлгий,2026-03,230
Баянхонгор,2026-03,100
Булган,2026-03,37
Говь-Алтай,2026-03,60
Говьсүмбэр,2026-03,17
Дархан-Уул,2026-03,134
Дорноговь,2026-03,84
Дорнод,2026-03,102
Дундговь,2026-03,37
Завхан,2026-03,65
Орхон,2026-03,154
Сэлэнгэ,2026-03,69
Сүхбаатар,2026-03,72
Төв,2026-03,46
Увс,2026-03,107
Улаанбаатар,2026-03,2119
Ховд,2026-03,121
Хэнтий,2026-03,74
Хөвсгөл,2026-03,150
Өвөрхангай,2026-03,130
Өмнөговь,2026-03,86
Архангай,2026-04,75
Баян-Өлгий,2026-04,214
Баянхонгор,2026-04,95
Булган,2026-04,34
Говь-Алтай,2026-04,46
Говьсүмбэр,2026-04,32
Дархан-Уул,2026-04,156
Дорноговь,2026-04,75
Дорнод,2026-04,105
Дундговь,2026-04,41
Завхан,2026-04,66
Орхон,2026-04,156
Сэлэнгэ,2026-04,67
Сүхбаатар,2026-04,50
Төв,2026-04,50
Увс,2026-04,104
Улаанбаатар,2026-04,2560
Ховд,2026-04,130
Хэнтий,2026-04,94
Хөвсгөл,2026-04,151
Өвөрхангай,2026-04,112
Өмнөговь,2026-04,98
Архангай,2026-05,71
Баян-Өлгий,2026-05,205
Баянхонгор,2026-05,106
Булган,2026-05,31
Говь-Алтай,2026-05,73
Говьсүмбэр,2026-05,29
Дархан-Уул,2026-05,118
Дорноговь,2026-05,82
Дорнод,2026-05,108
Дундговь,2026-05,40
Завхан,2026-05,64
Орхон,2026-05,147
Сэлэнгэ,2026-05,77
Сүхбаатар,2026-05,66
Төв,2026-05,46
Увс,2026-05,106
Улаанбаатар,2026-05,2488
Ховд,2026-05,103
Хэнтий,2026-05,89
Хөвсгөл,2026-05,110
Өвөрхангай,2026-05,114
Өмнөговь,2026-05,77
Архангай,2026-06,57
Баян-Өлгий,2026-06,196
Баянхонгор,2026-06,83
Булган,2026-06,28
Говь-Алтай,2026-06,55
Говьсүмбэр,2026-06,26
Дархан-Уул,2026-06,135
Дорноговь,2026-06,50
Дорнод,2026-06,78
Дундговь,2026-06,35
Завхан,2026-06,70
Орхон,2026-06,153
Сэлэнгэ,2026-06,63
Сүхбаатар,2026-06,69
Төв,2026-06,54
Увс,2026-06,111
Улаанбаатар,2026-06,2491
Ховд,2026-06,123
Хэнтий,2026-06,66
Хөвсгөл,2026-06,137
Өвөрхангай,2026-06,140
Өмнөговь,2026-06,97
Архангай,2026-07,77
Баян-Өлгий,2026-07,212
Баянхонгор,2026-07,101
Булган,2026-07,39
Говь-Алтай,2026-07,77
Говьсүмбэр,2026-07,20
Дархан-Уул,2026-07,149
Дорноговь,2026-07,65
Дорнод,2026-07,86
Дундговь,2026-07,34
Завхан,2026-07,84
Орхон,2026-07,160
Сэлэнгэ,2026-07,77
Сүхбаатар,2026-07,60
Төв,2026-07,53
Увс,2026-07,128
Улаанбаатар,2026-07,2495
Ховд,2026-07,122
Хэнтий,2026-07,80
Хөвсгөл,2026-07,139
Өвөрхангай,2026-07,128
Өмнөговь,2026-07,89
