огноо,валютын_код,валютын_нэр,ханш_төгрөг
2020-04-15,EUR,Евро,3039.41
2020-04-15,JPY,Японы иен,25.89
2020-04-15,KRW,Солонгосын вон,2.28
2020-04-15,RUB,Оросын рубль,37.66
2020-04-15,USD,Америк доллар,2781.94
2020-04-16,CNY,Хятад юань,393.16
2020-04-16,EUR,Евро,3024.43
2020-04-16,JPY,Японы иен,25.81
2020-04-16,KRW,Солонгосын вон,2.27
2020-04-16,RUB,Оросын рубль,37.24
2020-04-16,USD,Америк доллар,2782.62
2020-04-17,CNY,Хятад юань,393.38
2020-04-17,EUR,Евро,3014.44
2020-04-17,JPY,Японы иен,25.82
2020-04-17,KRW,Солонгосын вон,2.29
2020-04-17,RUB,Оросын рубль,37.6
2020-04-17,USD,Америк доллар,2783.67
2020-04-18,CNY,Хятад юань,393.38
2020-04-18,EUR,Евро,3014.44
2020-04-18,JPY,Японы иен,25.82
2020-04-18,KRW,Солонгосын вон,2.29
2020-04-18,RUB,Оросын рубль,37.6
2020-04-18,USD,Америк доллар,2783.67
2020-04-19,CNY,Хятад юань,393.38
2020-04-19,EUR,Евро,3014.44
2020-04-19,JPY,Японы иен,25.82
2020-04-19,KRW,Солонгосын вон,2.29
2020-04-19,RUB,Оросын рубль,37.6
2020-04-19,USD,Америк доллар,2783.67
2020-04-20,CNY,Хятад юань,393.61
2020-04-20,EUR,Евро,3025.29
2020-04-20,JPY,Японы иен,25.85
2020-04-20,KRW,Солонгосын вон,2.28
2020-04-20,RUB,Оросын рубль,37.38
2020-04-20,USD,Америк доллар,2783.92
2020-04-21,CNY,Хятад юань,392.85
2020-04-21,EUR,Евро,3016.2
2020-04-21,JPY,Японы иен,25.93
2020-04-21,KRW,Солонгосын вон,2.26
2020-04-21,RUB,Оросын рубль,36.42
2020-04-21,USD,Америк доллар,2784.78
2020-04-22,CNY,Хятад юань,393.3
2020-04-22,EUR,Евро,3022.8
2020-04-22,JPY,Японы иен,25.88
2020-04-22,KRW,Солонгосын вон,2.26
2020-04-22,RUB,Оросын рубль,36.23
2020-04-22,USD,Америк доллар,2784.58
2020-04-23,CNY,Хятад юань,393.55
2020-04-23,EUR,Евро,3006.82
2020-04-23,JPY,Японы иен,25.87
2020-04-23,KRW,Солонгосын вон,2.26
2020-04-23,RUB,Оросын рубль,37.06
2020-04-23,USD,Америк доллар,2785.12
2020-04-24,CNY,Хятад юань,393.29
2020-04-24,EUR,Евро,2992.03
2020-04-24,JPY,Японы иен,25.86
2020-04-24,KRW,Солонгосын вон,2.26
2020-04-24,RUB,Оросын рубль,37.33
2020-04-24,USD,Америк доллар,2785.62
2020-04-25,CNY,Хятад юань,393.29
2020-04-25,EUR,Евро,2992.03
2020-04-25,JPY,Японы иен,25.86
2020-04-25,KRW,Солонгосын вон,2.26
2020-04-25,RUB,Оросын рубль,37.33
2020-04-25,USD,Америк доллар,2785.62
2020-04-26,CNY,Хятад юань,393.29
2020-04-26,EUR,Евро,2992.03
2020-04-26,JPY,Японы иен,25.86
2020-04-26,KRW,Солонгосын вон,2.26
2020-04-26,RUB,Оросын рубль,37.33
2020-04-26,USD,Америк доллар,2785.62
2020-04-27,CNY,Хятад юань,393.45
2020-04-27,EUR,Евро,3022.56
2020-04-27,JPY,Японы иен,25.99
2020-04-27,KRW,Солонгосын вон,2.27
2020-04-27,RUB,Оросын рубль,37.48
2020-04-27,USD,Америк доллар,2786.41
2020-04-28,CNY,Хятад юань,393.33
2020-04-28,EUR,Евро,3022.39
2020-04-28,JPY,Японы иен,26.04
2020-04-28,KRW,Солонгосын вон,2.28
2020-04-28,RUB,Оросын рубль,37.41
2020-04-28,USD,Америк доллар,2787.28
2020-04-29,CNY,Хятад юань,394.11
2020-04-29,EUR,Евро,3030.78
2020-04-29,JPY,Японы иен,26.21
2020-04-29,KRW,Солонгосын вон,2.29
2020-04-29,RUB,Оросын рубль,37.81
2020-04-29,USD,Америк доллар,2788.46
2020-04-30,CNY,Хятад юань,395.38
2020-04-30,EUR,Евро,3035.31
2020-04-30,JPY,Японы иен,26.16
2020-04-30,KRW,Солонгосын вон,2.31
2020-04-30,RUB,Оросын рубль,38.37
2020-04-30,USD,Америк доллар,2788.91
2020-05-01,CNY,Хятад юань,394.91
2020-05-01,EUR,Евро,3057.92
2020-05-01,JPY,Японы иен,26.08
2020-05-01,KRW,Солонгосын вон,2.28
2020-05-01,RUB,Оросын рубль,37.02
2020-05-01,USD,Америк доллар,2788.93
2020-05-02,CNY,Хятад юань,394.91
2020-05-02,EUR,Евро,3057.92
2020-05-02,JPY,Японы иен,26.08
2020-05-02,KRW,Солонгосын вон,2.28
2020-05-02,RUB,Оросын рубль,37.02
2020-05-02,USD,Америк доллар,2788.93
2020-05-03,CNY,Хятад юань,394.91
2020-05-03,EUR,Евро,3057.92
2020-05-03,JPY,Японы иен,26.08
2020-05-03,KRW,Солонгосын вон,2.28
2020-05-03,RUB,Оросын рубль,37.02
2020-05-03,USD,Америк доллар,2788.93
2020-05-04,CNY,Хятад юань,394.99
2020-05-04,EUR,Евро,3050.91
2020-05-04,JPY,Японы иен,26.14
2020-05-04,KRW,Солонгосын вон,2.28
2020-05-04,RUB,Оросын рубль,37.03
2020-05-04,USD,Америк доллар,2789.53
2020-05-05,CNY,Хятад юань,395.15
2020-05-05,EUR,Евро,3041.25
2020-05-05,JPY,Японы иен,26.15
2020-05-05,KRW,Солонгосын вон,2.28
2020-05-05,RUB,Оросын рубль,37.63
2020-05-05,USD,Америк доллар,2790.65
2020-05-06,CNY,Хятад юань,393.44
2020-05-06,EUR,Евро,3020.03
2020-05-06,JPY,Японы иен,26.25
2020-05-06,KRW,Солонгосын вон,2.28
2020-05-06,RUB,Оросын рубль,37.67
2020-05-06,USD,Америк доллар,2790.25
2020-05-07,CNY,Хятад юань,393.77
2020-05-07,EUR,Евро,3014.62
2020-05-07,JPY,Японы иен,26.25
2020-05-07,KRW,Солонгосын вон,2.28
2020-05-07,RUB,Оросын рубль,37.71
2020-05-07,USD,Америк доллар,2791.57
2020-05-08,CNY,Хятад юань,394.47
2020-05-08,EUR,Евро,3026.11
2020-05-08,JPY,Японы иен,26.24
2020-05-08,KRW,Солонгосын вон,2.29
2020-05-08,RUB,Оросын рубль,37.8
2020-05-08,USD,Америк доллар,2791.49
2020-05-09,CNY,Хятад юань,394.47
2020-05-09,EUR,Евро,3026.11
2020-05-09,JPY,Японы иен,26.24
2020-05-09,KRW,Солонгосын вон,2.29
2020-05-09,RUB,Оросын рубль,37.8
2020-05-09,USD,Америк доллар,2791.49
2020-05-10,CNY,Хятад юань,394.47
2020-05-10,EUR,Евро,3026.11
2020-05-10,JPY,Японы иен,26.24
2020-05-10,KRW,Солонгосын вон,2.29
2020-05-10,RUB,Оросын рубль,37.8
2020-05-10,USD,Америк доллар,2791.49
2020-05-11,CNY,Хятад юань,394.25
2020-05-11,EUR,Евро,3025.53
2020-05-11,JPY,Японы иен,26.05
2020-05-11,KRW,Солонгосын вон,2.29
2020-05-11,RUB,Оросын рубль,38.0
2020-05-11,USD,Америк доллар,2792.5
2020-05-12,CNY,Хятад юань,393.95
2020-05-12,EUR,Евро,3021.19
2020-05-12,JPY,Японы иен,25.97
2020-05-12,KRW,Солонгосын вон,2.28
2020-05-12,RUB,Оросын рубль,38.03
2020-05-12,USD,Америк доллар,2793.39
2020-05-13,CNY,Хятад юань,393.91
2020-05-13,EUR,Евро,3028.83
2020-05-13,JPY,Японы иен,26.1
2020-05-13,KRW,Солонгосын вон,2.28
2020-05-13,RUB,Оросын рубль,37.94
2020-05-13,USD,Америк доллар,2794.64
2020-05-14,CNY,Хятад юань,393.88
2020-05-14,EUR,Евро,3020.38
2020-05-14,JPY,Японы иен,26.16
2020-05-14,KRW,Солонгосын вон,2.28
2020-05-14,RUB,Оросын рубль,37.76
2020-05-14,USD,Америк доллар,2795.61
2020-05-15,CNY,Хятад юань,394.0
2020-05-15,EUR,Евро,3025.02
2020-05-15,JPY,Японы иен,26.12
2020-05-15,KRW,Солонгосын вон,2.27
2020-05-15,RUB,Оросын рубль,38.27
2020-05-15,USD,Америк доллар,2796.8
2020-05-16,CNY,Хятад юань,394.0
2020-05-16,EUR,Евро,3025.02
2020-05-16,JPY,Японы иен,26.12
2020-05-16,KRW,Солонгосын вон,2.27
2020-05-16,RUB,Оросын рубль,38.27
2020-05-16,USD,Америк доллар,2796.8
2020-05-17,CNY,Хятад юань,394.0
2020-05-17,EUR,Евро,3025.02
2020-05-17,JPY,Японы иен,26.12
2020-05-17,KRW,Солонгосын вон,2.27
2020-05-17,RUB,Оросын рубль,38.27
2020-05-17,USD,Америк доллар,2796.8
2020-05-18,CNY,Хятад юань,393.31
2020-05-18,EUR,Евро,3025.87
2020-05-18,JPY,Японы иен,26.11
2020-05-18,KRW,Солонгосын вон,2.27
2020-05-18,RUB,Оросын рубль,38.35
2020-05-18,USD,Америк доллар,2798.23
2020-05-19,CNY,Хятад юань,393.84
2020-05-19,EUR,Евро,3060.13
2020-05-19,JPY,Японы иен,26.06
2020-05-19,KRW,Солонгосын вон,2.28
2020-05-19,RUB,Оросын рубль,38.69
2020-05-19,USD,Америк доллар,2799.88
2020-05-20,CNY,Хятад юань,393.81
2020-05-20,EUR,Евро,3063.62
2020-05-20,JPY,Японы иен,26.01
2020-05-20,KRW,Солонгосын вон,2.27
2020-05-20,RUB,Оросын рубль,38.7
2020-05-20,USD,Америк доллар,2799.62
2020-05-21,CNY,Хятад юань,394.64
2020-05-21,EUR,Евро,3072.98
2020-05-21,JPY,Японы иен,25.99
2020-05-21,KRW,Солонгосын вон,2.28
2020-05-21,RUB,Оросын рубль,39.52
2020-05-21,USD,Америк доллар,2801.77
2020-05-22,CNY,Хятад юань,392.6
2020-05-22,EUR,Евро,3054.29
2020-05-22,JPY,Японы иен,26.07
2020-05-22,KRW,Солонгосын вон,2.26
2020-05-22,RUB,Оросын рубль,38.91
2020-05-22,USD,Америк доллар,2801.2
2020-05-23,CNY,Хятад юань,392.6
2020-05-23,EUR,Евро,3054.29
2020-05-23,JPY,Японы иен,26.07
2020-05-23,KRW,Солонгосын вон,2.26
2020-05-23,RUB,Оросын рубль,38.91
2020-05-23,USD,Америк доллар,2801.2
2020-05-24,CNY,Хятад юань,392.6
2020-05-24,EUR,Евро,3054.29
2020-05-24,JPY,Японы иен,26.07
2020-05-24,KRW,Солонгосын вон,2.26
2020-05-24,RUB,Оросын рубль,38.91
2020-05-24,USD,Америк доллар,2801.2
2020-05-25,CNY,Хятад юань,392.62
2020-05-25,EUR,Евро,3050.44
2020-05-25,JPY,Японы иен,26.03
2020-05-25,KRW,Солонгосын вон,2.26
2020-05-25,RUB,Оросын рубль,39.2
2020-05-25,USD,Америк доллар,2803.58
2020-05-26,CNY,Хятад юань,393.13
2020-05-26,EUR,Евро,3067.72
2020-05-26,JPY,Японы иен,26.02
2020-05-26,KRW,Солонгосын вон,2.27
2020-05-26,RUB,Оросын рубль,39.41
2020-05-26,USD,Америк доллар,2805.41
2020-05-27,CNY,Хятад юань,391.75
2020-05-27,EUR,Евро,3075.4
2020-05-27,JPY,Японы иен,26.08
2020-05-27,KRW,Солонгосын вон,2.27
2020-05-27,RUB,Оросын рубль,39.46
2020-05-27,USD,Америк доллар,2804.74
2020-05-28,CNY,Хятад юань,392.2
2020-05-28,EUR,Евро,3089.62
2020-05-28,JPY,Японы иен,26.03
2020-05-28,KRW,Солонгосын вон,2.26
2020-05-28,RUB,Оросын рубль,39.47
2020-05-28,USD,Америк доллар,2806.96
2020-05-29,CNY,Хятад юань,392.59
2020-05-29,EUR,Евро,3115.89
2020-05-29,JPY,Японы иен,26.18
2020-05-29,KRW,Солонгосын вон,2.27
2020-05-29,RUB,Оросын рубль,39.64
2020-05-29,USD,Америк доллар,2805.97
2020-05-30,CNY,Хятад юань,392.59
2020-05-30,EUR,Евро,3115.89
2020-05-30,JPY,Японы иен,26.18
2020-05-30,KRW,Солонгосын вон,2.27
2020-05-30,RUB,Оросын рубль,39.64
2020-05-30,USD,Америк доллар,2805.97
2020-05-31,CNY,Хятад юань,392.59
2020-05-31,EUR,Евро,3115.89
2020-05-31,JPY,Японы иен,26.18
2020-05-31,KRW,Солонгосын вон,2.27
2020-05-31,RUB,Оросын рубль,39.64
2020-05-31,USD,Америк доллар,2805.97
2020-06-01,CNY,Хятад юань,392.59
2020-06-01,EUR,Евро,3115.89
2020-06-01,JPY,Японы иен,26.18
2020-06-01,KRW,Солонгосын вон,2.27
2020-06-01,RUB,Оросын рубль,39.64
2020-06-01,USD,Америк доллар,2805.97
2020-06-02,CNY,Хятад юань,394.77
2020-06-02,EUR,Евро,3127.16
2020-06-02,JPY,Японы иен,26.06
2020-06-02,KRW,Солонгосын вон,2.29
2020-06-02,RUB,Оросын рубль,40.73
2020-06-02,USD,Америк доллар,2808.78
2020-06-03,CNY,Хятад юань,395.02
2020-06-03,EUR,Евро,3149.27
2020-06-03,JPY,Японы иен,25.82
2020-06-03,KRW,Солонгосын вон,2.31
2020-06-03,RUB,Оросын рубль,41.11
2020-06-03,USD,Америк доллар,2807.59
2020-06-04,CNY,Хятад юань,394.61
2020-06-04,EUR,Евро,3147.36
2020-06-04,JPY,Японы иен,25.76
2020-06-04,KRW,Солонгосын вон,2.31
2020-06-04,RUB,Оросын рубль,40.72
2020-06-04,USD,Америк доллар,2809.64
2020-06-05,CNY,Хятад юань,394.61
2020-06-05,EUR,Евро,3147.36
2020-06-05,JPY,Японы иен,25.76
2020-06-05,KRW,Солонгосын вон,2.31
2020-06-05,RUB,Оросын рубль,40.72
2020-06-05,USD,Америк доллар,2809.64
2020-06-06,CNY,Хятад юань,394.61
2020-06-06,EUR,Евро,3147.36
2020-06-06,JPY,Японы иен,25.76
2020-06-06,KRW,Солонгосын вон,2.31
2020-06-06,RUB,Оросын рубль,40.72
2020-06-06,USD,Америк доллар,2809.64
2020-06-07,CNY,Хятад юань,394.61
2020-06-07,EUR,Евро,3147.36
2020-06-07,JPY,Японы иен,25.76
2020-06-07,KRW,Солонгосын вон,2.31
2020-06-07,RUB,Оросын рубль,40.72
2020-06-07,USD,Америк доллар,2809.64
2020-06-08,CNY,Хятад юань,396.97
2020-06-08,EUR,Евро,3173.86
2020-06-08,JPY,Японы иен,25.65
2020-06-08,KRW,Солонгосын вон,2.33
2020-06-08,RUB,Оросын рубль,41.18
2020-06-08,USD,Америк доллар,2808.97
2020-06-09,CNY,Хятад юань,396.92
2020-06-09,EUR,Евро,3167.09
2020-06-09,JPY,Японы иен,26.05
2020-06-09,KRW,Солонгосын вон,2.34
2020-06-09,RUB,Оросын рубль,40.88
2020-06-09,USD,Америк доллар,2810.94
2020-06-10,CNY,Хятад юань,397.64
2020-06-10,EUR,Евро,3194.08
2020-06-10,JPY,Японы иен,26.19
2020-06-10,KRW,Солонгосын вон,2.36
2020-06-10,RUB,Оросын рубль,40.95
2020-06-10,USD,Америк доллар,2811.69
2020-06-11,CNY,Хятад юань,397.75
2020-06-11,EUR,Евро,3196.78
2020-06-11,JPY,Японы иен,26.31
2020-06-11,KRW,Солонгосын вон,2.35
2020-06-11,RUB,Оросын рубль,40.7
2020-06-11,USD,Америк доллар,2813.32
2020-06-12,CNY,Хятад юань,397.56
2020-06-12,EUR,Евро,3186.11
2020-06-12,JPY,Японы иен,26.25
2020-06-12,KRW,Солонгосын вон,2.34
2020-06-12,RUB,Оросын рубль,40.38
2020-06-12,USD,Америк доллар,2813.22
2020-06-13,CNY,Хятад юань,397.56
2020-06-13,EUR,Евро,3186.11
2020-06-13,JPY,Японы иен,26.25
2020-06-13,KRW,Солонгосын вон,2.34
2020-06-13,RUB,Оросын рубль,40.38
2020-06-13,USD,Америк доллар,2813.22
2020-06-14,CNY,Хятад юань,397.56
2020-06-14,EUR,Евро,3186.11
2020-06-14,JPY,Японы иен,26.25
2020-06-14,KRW,Солонгосын вон,2.34
2020-06-14,RUB,Оросын рубль,40.38
2020-06-14,USD,Америк доллар,2813.22
2020-06-15,CNY,Хятад юань,397.16
2020-06-15,EUR,Евро,3170.26
2020-06-15,JPY,Японы иен,26.22
2020-06-15,KRW,Солонгосын вон,2.32
2020-06-15,RUB,Оросын рубль,40.02
2020-06-15,USD,Америк доллар,2817.01
2020-06-16,CNY,Хятад юань,397.75
2020-06-16,EUR,Евро,3190.38
2020-06-16,JPY,Японы иен,26.25
2020-06-16,KRW,Солонгосын вон,2.32
2020-06-16,RUB,Оросын рубль,40.38
2020-06-16,USD,Америк доллар,2817.61
2020-06-17,CNY,Хятад юань,397.71
2020-06-17,EUR,Евро,3176.09
2020-06-17,JPY,Японы иен,26.26
2020-06-17,KRW,Солонгосын вон,2.32
2020-06-17,RUB,Оросын рубль,40.56
2020-06-17,USD,Америк доллар,2819.18
2020-06-18,CNY,Хятад юань,398.4
2020-06-18,EUR,Евро,3170.37
2020-06-18,JPY,Японы иен,26.36
2020-06-18,KRW,Солонгосын вон,2.33
2020-06-18,RUB,Оросын рубль,40.52
2020-06-18,USD,Америк доллар,2819.86
2020-06-19,CNY,Хятад юань,398.33
2020-06-19,EUR,Евро,3160.46
2020-06-19,JPY,Японы иен,26.36
2020-06-19,KRW,Солонгосын вон,2.33
2020-06-19,RUB,Оросын рубль,40.54
2020-06-19,USD,Америк доллар,2819.57
2020-06-20,CNY,Хятад юань,398.33
2020-06-20,EUR,Евро,3160.46
2020-06-20,JPY,Японы иен,26.36
2020-06-20,KRW,Солонгосын вон,2.33
2020-06-20,RUB,Оросын рубль,40.54
2020-06-20,USD,Америк доллар,2819.57
2020-06-21,CNY,Хятад юань,398.33
2020-06-21,EUR,Евро,3160.46
2020-06-21,JPY,Японы иен,26.36
2020-06-21,KRW,Солонгосын вон,2.33
2020-06-21,RUB,Оросын рубль,40.54
2020-06-21,USD,Америк доллар,2819.57
2020-06-22,CNY,Хятад юань,398.48
2020-06-22,EUR,Евро,3161.12
2020-06-22,JPY,Японы иен,26.37
2020-06-22,KRW,Солонгосын вон,2.32
2020-06-22,RUB,Оросын рубль,40.6
2020-06-22,USD,Америк доллар,2819.91
2020-06-23,CNY,Хятад юань,399.2
2020-06-23,EUR,Евро,3187.55
2020-06-23,JPY,Японы иен,26.33
2020-06-23,KRW,Солонгосын вон,2.33
2020-06-23,RUB,Оросын рубль,41.03
2020-06-23,USD,Америк доллар,2820.59
2020-06-24,CNY,Хятад юань,399.2
2020-06-24,EUR,Евро,3187.55
2020-06-24,JPY,Японы иен,26.33
2020-06-24,KRW,Солонгосын вон,2.33
2020-06-24,RUB,Оросын рубль,41.03
2020-06-24,USD,Америк доллар,2820.59
2020-06-25,CNY,Хятад юань,398.49
2020-06-25,EUR,Евро,3168.63
2020-06-25,JPY,Японы иен,26.33
2020-06-25,KRW,Солонгосын вон,2.34
