Statistical indicator,Division,Year,value
"GDP, at current prices", Real estate activities,1994,20376.94
"GDP, at current prices", Real estate activities,1993,12020.48
"GDP, at current prices", Real estate activities,1992,3381.5
"GDP, at current prices", Real estate activities,1991,1495.48
"GDP, at current prices", Real estate activities,1990,810.76
"GDP, at current prices"," Professional, scientific and technical activities",2025,1389266.05
"GDP, at current prices"," Professional, scientific and technical activities",2024,1204982.81
"GDP, at current prices"," Professional, scientific and technical activities",2023,889809.22
"GDP, at current prices"," Professional, scientific and technical activities",2022,739624.03
"GDP, at current prices"," Professional, scientific and technical activities",2021,622597.07
"GDP, at current prices"," Professional, scientific and technical activities",2020,567998.6
"GDP, at current prices"," Professional, scientific and technical activities",2019,531698.91
"GDP, at current prices"," Professional, scientific and technical activities",2018,409178.82
"GDP, at current prices"," Professional, scientific and technical activities",2017,383944.76
"GDP, at current prices"," Professional, scientific and technical activities",2016,368267.88
"GDP, at current prices"," Professional, scientific and technical activities",2015,386671.06
"GDP, at current prices"," Professional, scientific and technical activities",2014,504404.5
"GDP, at current prices"," Professional, scientific and technical activities",2013,446816.2
"GDP, at current prices"," Professional, scientific and technical activities",2012,424234.52
"GDP, at current prices"," Professional, scientific and technical activities",2011,216174.48
"GDP, at current prices"," Professional, scientific and technical activities",2010,132327.25
"GDP, at current prices"," Professional, scientific and technical activities",2009,65655.84
"GDP, at current prices"," Professional, scientific and technical activities",2008,76694.55
"GDP, at current prices"," Professional, scientific and technical activities",2007,36068.42
"GDP, at current prices"," Professional, scientific and technical activities",2006,27697.27
"GDP, at current prices"," Professional, scientific and technical activities",2005,18024.47
"GDP, at current prices"," Professional, scientific and technical activities",2004,15473.57
"GDP, at current prices"," Professional, scientific and technical activities",2003,14026.83
"GDP, at current prices"," Professional, scientific and technical activities",2002,12684.53
"GDP, at current prices"," Professional, scientific and technical activities",2001,11253.88
"GDP, at current prices"," Professional, scientific and technical activities",2000,10632.14
"GDP, at current prices"," Professional, scientific and technical activities",1999,9788.51
"GDP, at current prices"," Professional, scientific and technical activities",1998,8436.5
"GDP, at current prices"," Professional, scientific and technical activities",1997,7036.78
"GDP, at current prices"," Professional, scientific and technical activities",1996,5412.26
"GDP, at current prices"," Professional, scientific and technical activities",1995,4050.68
"GDP, at current prices"," Professional, scientific and technical activities",1994,335.28
"GDP, at current prices"," Professional, scientific and technical activities",1993,177.14
"GDP, at current prices"," Professional, scientific and technical activities",1992,64.14
"GDP, at current prices"," Professional, scientific and technical activities",1991,30.36
"GDP, at current prices"," Professional, scientific and technical activities",1990,11.02
"GDP, at current prices", Administrative and support service activities,2025,697285.24
"GDP, at current prices", Administrative and support service activities,2024,584259.94
"GDP, at current prices", Administrative and support service activities,2023,463370.74
"GDP, at current prices", Administrative and support service activities,2022,334089.89
"GDP, at current prices", Administrative and support service activities,2021,247199.73
"GDP, at current prices", Administrative and support service activities,2020,210860.0
"GDP, at current prices", Administrative and support service activities,2019,224567.13
"GDP, at current prices", Administrative and support service activities,2018,198538.32
"GDP, at current prices", Administrative and support service activities,2017,194381.96
"GDP, at current prices", Administrative and support service activities,2016,181883.76
"GDP, at current prices", Administrative and support service activities,2015,145945.82
"GDP, at current prices", Administrative and support service activities,2014,210585.1
"GDP, at current prices", Administrative and support service activities,2013,213439.1
"GDP, at current prices", Administrative and support service activities,2012,177601.28
"GDP, at current prices", Administrative and support service activities,2011,71192.77
"GDP, at current prices", Administrative and support service activities,2010,81131.42
"GDP, at current prices", Administrative and support service activities,2009,88804.42
"GDP, at current prices", Administrative and support service activities,2008,98499.8
"GDP, at current prices", Administrative and support service activities,2007,51217.99
"GDP, at current prices", Administrative and support service activities,2006,33805.59
"GDP, at current prices", Administrative and support service activities,2005,34071.06
"GDP, at current prices", Administrative and support service activities,2004,27507.87
"GDP, at current prices", Administrative and support service activities,2003,23884.57
"GDP, at current prices", Administrative and support service activities,2002,21571.43
"GDP, at current prices", Administrative and support service activities,2001,18010.93
"GDP, at current prices", Administrative and support service activities,2000,15431.16
"GDP, at current prices", Administrative and support service activities,1999,13013.18
"GDP, at current prices", Administrative and support service activities,1998,11396.41
"GDP, at current prices", Administrative and support service activities,1997,9513.12
"GDP, at current prices", Administrative and support service activities,1996,7141.68
"GDP, at current prices", Administrative and support service activities,1995,5298.66
"GDP, at current prices", Administrative and support service activities,1994,2071.28
"GDP, at current prices", Administrative and support service activities,1993,982.72
"GDP, at current prices", Administrative and support service activities,1992,193.81
"GDP, at current prices", Administrative and support service activities,1991,95.35
"GDP, at current prices", Administrative and support service activities,1990,87.82
"GDP, at current prices", Public administration and defence; compulsory social insurance,2025,4778646.55
"GDP, at current prices", Public administration and defence; compulsory social insurance,2024,3993608.15
"GDP, at current prices", Public administration and defence; compulsory social insurance,2023,3104274.89
"GDP, at current prices", Public administration and defence; compulsory social insurance,2022,2356933.57
"GDP, at current prices", Public administration and defence; compulsory social insurance,2021,2180452.23
"GDP, at current prices", Public administration and defence; compulsory social insurance,2020,2006674.8
"GDP, at current prices", Public administration and defence; compulsory social insurance,2019,1786263.25
"GDP, at current prices", Public administration and defence; compulsory social insurance,2018,1583825.56
"GDP, at current prices", Public administration and defence; compulsory social insurance,2017,1543126.98
"GDP, at current prices", Public administration and defence; compulsory social insurance,2016,1408917.64
"GDP, at current prices", Public administration and defence; compulsory social insurance,2015,1344326.27
"GDP, at current prices", Public administration and defence; compulsory social insurance,2014,907187.6
"GDP, at current prices", Public administration and defence; compulsory social insurance,2013,788848.0
"GDP, at current prices", Public administration and defence; compulsory social insurance,2012,699142.96
"GDP, at current prices", Public administration and defence; compulsory social insurance,2011,515326.37
"GDP, at current prices", Public administration and defence; compulsory social insurance,2010,425350.32
"GDP, at current prices", Public administration and defence; compulsory social insurance,2009,267246.29
"GDP, at current prices", Public administration and defence; compulsory social insurance,2008,247723.59
"GDP, at current prices", Public administration and defence; compulsory social insurance,2007,141514.34
"GDP, at current prices", Public administration and defence; compulsory social insurance,2006,117236.44
"GDP, at current prices", Public administration and defence; compulsory social insurance,2005,66923.06
"GDP, at current prices", Public administration and defence; compulsory social insurance,2004,58190.65
"GDP, at current prices", Public administration and defence; compulsory social insurance,2003,50485.16
"GDP, at current prices", Public administration and defence; compulsory social insurance,2002,46016.96
"GDP, at current prices", Public administration and defence; compulsory social insurance,2001,48078.57
"GDP, at current prices", Public administration and defence; compulsory social insurance,2000,47206.75
"GDP, at current prices", Public administration and defence; compulsory social insurance,1999,34037.99
"GDP, at current prices", Public administration and defence; compulsory social insurance,1998,30965.7
"GDP, at current prices", Public administration and defence; compulsory social insurance,1997,21222.9
"GDP, at current prices", Public administration and defence; compulsory social insurance,1996,18746.48
"GDP, at current prices", Public administration and defence; compulsory social insurance,1995,17071.18
"GDP, at current prices", Public administration and defence; compulsory social insurance,1994,8624.33
"GDP, at current prices", Public administration and defence; compulsory social insurance,1993,4556.51
"GDP, at current prices", Public administration and defence; compulsory social insurance,1992,1649.88
"GDP, at current prices", Public administration and defence; compulsory social insurance,1991,781.0
