Region,Indicator,Year,value
 Bayankhongor, Otorhinolaryngology,2025,2.0
 Bayankhongor, Otorhinolaryngology,2024,2.0
 Bayankhongor, Otorhinolaryngology,2023,2.0
 Bayankhongor, Otorhinolaryngology,2022,2.0
 Bayankhongor, Otorhinolaryngology,2021,2.0
 Bayankhongor, Otorhinolaryngology,2020,2.0
 Bayankhongor, Otorhinolaryngology,2019,1.0
 Bayankhongor, Otorhinolaryngology,2018,1.0
 Bayankhongor, Otorhinolaryngology,2017,1.0
 Bayankhongor, Otorhinolaryngology,2016,2.0
 Bayankhongor, Otorhinolaryngology,2015,2.0
 Bayankhongor, Dentist & stamatology,2025,2.0
 Bayankhongor, Dentist & stamatology,2024,2.0
 Bayankhongor, Dentist & stamatology,2023,2.0
 Bayankhongor, Dentist & stamatology,2022,2.0
 Bayankhongor, Dentist & stamatology,2021,2.0
 Bayankhongor, Dentist & stamatology,2020,2.0
 Bayankhongor, Dentist & stamatology,2019,1.0
 Bayankhongor, Dentist & stamatology,2018,1.0
 Bayankhongor, Dentist & stamatology,2017,1.0
 Bayankhongor, Dentist & stamatology,2016,2.0
 Bayankhongor, Dentist & stamatology,2015,2.0
 Bayankhongor, Oncology,2025,10.0
 Bayankhongor, Oncology,2024,10.0
 Bayankhongor, Oncology,2023,10.0
 Bayankhongor, Oncology,2022,2.0
 Bayankhongor, Oncology,2021,2.0
 Bayankhongor, Oncology,2020,2.0
 Bayankhongor, Oncology,2019,2.0
 Bayankhongor, Oncology,2018,2.0
 Bayankhongor, Oncology,2017,2.0
 Bayankhongor, Oncology,2016,2.0
 Bayankhongor, Oncology,2015,2.0
 Bayankhongor, Traditional medicine,2025,47.0
 Bayankhongor, Traditional medicine,2024,47.0
 Bayankhongor, Traditional medicine,2023,47.0
 Bayankhongor, Traditional medicine,2022,42.0
 Bayankhongor, Traditional medicine,2021,37.0
 Bayankhongor, Traditional medicine,2020,36.0
 Bayankhongor, Traditional medicine,2019,30.0
 Bayankhongor, Traditional medicine,2018,30.0
 Bayankhongor, Traditional medicine,2017,23.0
 Bayankhongor, Traditional medicine,2016,23.0
 Bayankhongor, Traditional medicine,2015,21.0
 Bayankhongor, Palliative care,2025,
 Bayankhongor, Palliative care,2024,
 Bayankhongor, Palliative care,2023,0.0
 Bayankhongor, Palliative care,2022,8.0
 Bayankhongor, Palliative care,2021,8.0
 Bayankhongor, Palliative care,2020,8.0
 Bayankhongor, Palliative care,2019,8.0
 Bayankhongor, Palliative care,2018,8.0
 Bayankhongor, Palliative care,2017,8.0
 Bayankhongor, Palliative care,2016,10.0
 Bayankhongor, Palliative care,2015,2.0
 Bayankhongor, Other,2025,44.0
 Bayankhongor, Other,2024,43.0
 Bayankhongor, Other,2023,47.0
 Bayankhongor, Other,2022,24.0
 Bayankhongor, Other,2021,20.0
 Bayankhongor, Other,2020,11.0
 Bayankhongor, Other,2019,18.0
 Bayankhongor, Other,2018,21.0
 Bayankhongor, Other,2017,15.0
 Bayankhongor, Other,2016,64.0
 Bayankhongor, Other,2015,26.0
 Bulgan,Total,2025,304.0
 Bulgan,Total,2024,305.0
 Bulgan,Total,2023,309.0
 Bulgan,Total,2022,333.0
 Bulgan,Total,2021,976.0
 Bulgan,Total,2020,358.0
 Bulgan,Total,2019,376.0
 Bulgan,Total,2018,376.0
 Bulgan,Total,2017,372.0
 Bulgan,Total,2016,376.0
 Bulgan,Total,2015,332.0
 Bulgan, Internal medicine,2025,95.0
 Bulgan, Internal medicine,2024,92.0
 Bulgan, Internal medicine,2023,94.0
 Bulgan, Internal medicine,2022,89.0
 Bulgan, Internal medicine,2021,84.0
 Bulgan, Internal medicine,2020,97.0
 Bulgan, Internal medicine,2019,129.0
 Bulgan, Internal medicine,2018,129.0
 Bulgan, Internal medicine,2017,129.0
 Bulgan, Internal medicine,2016,95.0
 Bulgan, Internal medicine,2015,95.0
 Bulgan, Surgery,2025,14.0
 Bulgan, Surgery,2024,16.0
 Bulgan, Surgery,2023,16.0
 Bulgan, Surgery,2022,16.0
 Bulgan, Surgery,2021,16.0
 Bulgan, Surgery,2020,24.0
 Bulgan, Surgery,2019,26.0
 Bulgan, Surgery,2018,26.0
 Bulgan, Surgery,2017,26.0
 Bulgan, Surgery,2016,25.0
 Bulgan, Surgery,2015,25.0
 Bulgan, Obstetrics,2025,35.0
 Bulgan, Obstetrics,2024,38.0
 Bulgan, Obstetrics,2023,38.0
 Bulgan, Obstetrics,2022,38.0
 Bulgan, Obstetrics,2021,37.0
 Bulgan, Obstetrics,2020,37.0
 Bulgan, Obstetrics,2019,34.0
 Bulgan, Obstetrics,2018,34.0
 Bulgan, Obstetrics,2017,34.0
 Bulgan, Obstetrics,2016,32.0
 Bulgan, Obstetrics,2015,32.0
 Bulgan, Gyneacology,2025,13.0
 Bulgan, Gyneacology,2024,13.0
 Bulgan, Gyneacology,2023,13.0
 Bulgan, Gyneacology,2022,15.0
 Bulgan, Gyneacology,2021,11.0
 Bulgan, Gyneacology,2020,18.0
 Bulgan, Gyneacology,2019,20.0
 Bulgan, Gyneacology,2018,20.0
 Bulgan, Gyneacology,2017,20.0
 Bulgan, Gyneacology,2016,18.0
 Bulgan, Gyneacology,2015,18.0
 Bulgan, Pediatrics,2025,53.0
 Bulgan, Pediatrics,2024,52.0
 Bulgan, Pediatrics,2023,52.0
 Bulgan, Pediatrics,2022,50.0
 Bulgan, Pediatrics,2021,48.0
 Bulgan, Pediatrics,2020,64.0
 Bulgan, Pediatrics,2019,57.0
 Bulgan, Pediatrics,2018,57.0
 Bulgan, Pediatrics,2017,57.0
 Bulgan, Pediatrics,2016,56.0
 Bulgan, Pediatrics,2015,56.0
 Bulgan, Infections,2025,27.0
 Bulgan, Infections,2024,29.0
 Bulgan, Infections,2023,27.0
 Bulgan, Infections,2022,27.0
 Bulgan, Infections,2021,684.0
 Bulgan, Infections,2020,27.0
 Bulgan, Infections,2019,28.0
 Bulgan, Infections,2018,28.0
 Bulgan, Infections,2017,28.0
 Bulgan, Infections,2016,24.0
 Bulgan, Infections,2015,24.0
 Bulgan, Dermatology,2025,6.0
 Bulgan, Dermatology,2024,6.0
 Bulgan, Dermatology,2023,5.0
 Bulgan, Dermatology,2022,5.0
 Bulgan, Dermatology,2021,5.0
 Bulgan, Dermatology,2020,5.0
 Bulgan, Dermatology,2019,5.0
 Bulgan, Dermatology,2018,5.0
 Bulgan, Dermatology,2017,5.0
 Bulgan, Dermatology,2016,5.0
 Bulgan, Dermatology,2015,5.0
 Bulgan, Tuberculosis,2025,6.0
 Bulgan, Tuberculosis,2024,6.0
 Bulgan, Tuberculosis,2023,7.0
 Bulgan, Tuberculosis,2022,15.0
 Bulgan, Tuberculosis,2021,7.0
 Bulgan, Tuberculosis,2020,7.0
 Bulgan, Tuberculosis,2019,7.0
 Bulgan, Tuberculosis,2018,7.0
 Bulgan, Tuberculosis,2017,7.0
 Bulgan, Tuberculosis,2016,7.0
 Bulgan, Tuberculosis,2015,7.0
 Bulgan, Neurology,2025,15.0
 Bulgan, Neurology,2024,15.0
 Bulgan, Neurology,2023,18.0
 Bulgan, Neurology,2022,32.0
 Bulgan, Neurology,2021,32.0
 Bulgan, Neurology,2020,34.0
 Bulgan, Neurology,2019,29.0
 Bulgan, Neurology,2018,29.0
 Bulgan, Neurology,2017,29.0
 Bulgan, Neurology,2016,29.0
 Bulgan, Neurology,2015,29.0
 Bulgan, Psychiatry & narcology,2025,8.0
 Bulgan, Psychiatry & narcology,2024,8.0
 Bulgan, Psychiatry & narcology,2023,8.0
 Bulgan, Psychiatry & narcology,2022,13.0
 Bulgan, Psychiatry & narcology,2021,6.0
 Bulgan, Psychiatry & narcology,2020,4.0
 Bulgan, Psychiatry & narcology,2019,4.0
 Bulgan, Psychiatry & narcology,2018,4.0
 Bulgan, Psychiatry & narcology,2017,4.0
 Bulgan, Psychiatry & narcology,2016,4.0
 Bulgan, Psychiatry & narcology,2015,4.0
 Bulgan, Traumatology,2025,8.0
 Bulgan, Traumatology,2024,8.0
 Bulgan, Traumatology,2023,8.0
 Bulgan, Traumatology,2022,10.0
 Bulgan, Traumatology,2021,8.0
 Bulgan, Traumatology,2020,0.0
 Bulgan, Traumatology,2019,0.0
 Bulgan, Traumatology,2018,0.0
 Bulgan, Traumatology,2017,0.0
 Bulgan, Traumatology,2016,0.0
 Bulgan, Traumatology,2015,0.0
 Bulgan, Nephrology,2025,
 Bulgan, Nephrology,2024,
 Bulgan, Nephrology,2023,0.0
 Bulgan, Nephrology,2022,0.0
 Bulgan, Nephrology,2021,0.0
 Bulgan, Nephrology,2020,0.0
 Bulgan, Nephrology,2019,0.0
 Bulgan, Nephrology,2018,0.0
 Bulgan, Nephrology,2017,0.0
 Bulgan, Nephrology,2016,0.0
 Bulgan, Nephrology,2015,0.0
 Bulgan, Urology,2025,
 Bulgan, Urology,2024,
 Bulgan, Urology,2023,0.0
 Bulgan, Urology,2022,0.0
 Bulgan, Urology,2021,0.0
 Bulgan, Urology,2020,0.0
 Bulgan, Urology,2019,0.0
 Bulgan, Urology,2018,0.0
 Bulgan, Urology,2017,0.0
 Bulgan, Urology,2016,0.0
 Bulgan, Urology,2015,0.0
 Bulgan, Anaesthesiology,2025,3.0
 Bulgan, Anaesthesiology,2024,4.0
 Bulgan, Anaesthesiology,2023,5.0
 Bulgan, Anaesthesiology,2022,3.0
 Bulgan, Anaesthesiology,2021,2.0
 Bulgan, Anaesthesiology,2020,2.0
 Bulgan, Anaesthesiology,2019,2.0
 Bulgan, Anaesthesiology,2018,2.0
 Bulgan, Anaesthesiology,2017,2.0
 Bulgan, Anaesthesiology,2016,2.0
 Bulgan, Anaesthesiology,2015,2.0
 Bulgan, Ophtalmology,2025,1.0
 Bulgan, Ophtalmology,2024,1.0
 Bulgan, Ophtalmology,2023,1.0
 Bulgan, Ophtalmology,2022,2.0
 Bulgan, Ophtalmology,2021,1.0
 Bulgan, Ophtalmology,2020,1.0
 Bulgan, Ophtalmology,2019,1.0
 Bulgan, Ophtalmology,2018,1.0
 Bulgan, Ophtalmology,2017,1.0
 Bulgan, Ophtalmology,2016,1.0
 Bulgan, Ophtalmology,2015,1.0
 Bulgan, Otorhinolaryngology,2025,3.0
 Bulgan, Otorhinolaryngology,2024,3.0
 Bulgan, Otorhinolaryngology,2023,2.0
 Bulgan, Otorhinolaryngology,2022,3.0
 Bulgan, Otorhinolaryngology,2021,2.0
 Bulgan, Otorhinolaryngology,2020,2.0
 Bulgan, Otorhinolaryngology,2019,1.0
 Bulgan, Otorhinolaryngology,2018,1.0
 Bulgan, Otorhinolaryngology,2017,1.0
 Bulgan, Otorhinolaryngology,2016,1.0
 Bulgan, Otorhinolaryngology,2015,1.0
 Bulgan, Dentist & stamatology,2025,1.0
 Bulgan, Dentist & stamatology,2024,1.0
 Bulgan, Dentist & stamatology,2023,1.0
 Bulgan, Dentist & stamatology,2022,1.0
 Bulgan, Dentist & stamatology,2021,1.0
 Bulgan, Dentist & stamatology,2020,1.0
 Bulgan, Dentist & stamatology,2019,1.0
 Bulgan, Dentist & stamatology,2018,1.0
 Bulgan, Dentist & stamatology,2017,1.0
 Bulgan, Dentist & stamatology,2016,1.0
 Bulgan, Dentist & stamatology,2015,1.0
 Bulgan, Oncology,2025,7.0
 Bulgan, Oncology,2024,2.0
 Bulgan, Oncology,2023,2.0
 Bulgan, Oncology,2022,2.0
 Bulgan, Oncology,2021,2.0
 Bulgan, Oncology,2020,2.0
 Bulgan, Oncology,2019,2.0
 Bulgan, Oncology,2018,2.0
 Bulgan, Oncology,2017,2.0
 Bulgan, Oncology,2016,2.0
 Bulgan, Oncology,2015,2.0
 Bulgan, Traditional medicine,2025,8.0
 Bulgan, Traditional medicine,2024,10.0
 Bulgan, Traditional medicine,2023,10.0
 Bulgan, Traditional medicine,2022,12.0
 Bulgan, Traditional medicine,2021,26.0
 Bulgan, Traditional medicine,2020,26.0
 Bulgan, Traditional medicine,2019,26.0
 Bulgan, Traditional medicine,2018,26.0
 Bulgan, Traditional medicine,2017,26.0
 Bulgan, Traditional medicine,2016,26.0
 Bulgan, Traditional medicine,2015,26.0
 Bulgan, Palliative care,2025,
 Bulgan, Palliative care,2024,
 Bulgan, Palliative care,2023,0.0
 Bulgan, Palliative care,2022,0.0
 Bulgan, Palliative care,2021,0.0
 Bulgan, Palliative care,2020,0.0
 Bulgan, Palliative care,2019,0.0
 Bulgan, Palliative care,2018,0.0
 Bulgan, Palliative care,2017,0.0
 Bulgan, Palliative care,2016,0.0
 Bulgan, Palliative care,2015,0.0
 Bulgan, Other,2025,1.0
 Bulgan, Other,2024,1.0
 Bulgan, Other,2023,2.0
 Bulgan, Other,2022,0.0
 Bulgan, Other,2021,4.0
 Bulgan, Other,2020,7.0
 Bulgan, Other,2019,4.0
 Bulgan, Other,2018,4.0
 Bulgan, Other,2017,0.0
 Bulgan, Other,2016,48.0
 Bulgan, Other,2015,4.0
 Orkhon,Total,2025,942.0
 Orkhon,Total,2024,942.0
 Orkhon,Total,2023,941.0
 Orkhon,Total,2022,907.0
 Orkhon,Total,2021,900.0
 Orkhon,Total,2020,895.0
 Orkhon,Total,2019,863.0
 Orkhon,Total,2018,725.0
 Orkhon,Total,2017,645.0
 Orkhon,Total,2016,650.0
 Orkhon,Total,2015,599.0
 Orkhon, Internal medicine,2025,260.0
 Orkhon, Internal medicine,2024,263.0
 Orkhon, Internal medicine,2023,294.0
 Orkhon, Internal medicine,2022,282.0
 Orkhon, Internal medicine,2021,297.0
 Orkhon, Internal medicine,2020,294.0
 Orkhon, Internal medicine,2019,305.0
 Orkhon, Internal medicine,2018,213.0
 Orkhon, Internal medicine,2017,158.0
 Orkhon, Internal medicine,2016,137.0
 Orkhon, Internal medicine,2015,137.0
 Orkhon, Surgery,2025,43.0
 Orkhon, Surgery,2024,42.0
 Orkhon, Surgery,2023,43.0
 Orkhon, Surgery,2022,45.0
 Orkhon, Surgery,2021,46.0
 Orkhon, Surgery,2020,48.0
 Orkhon, Surgery,2019,38.0
 Orkhon, Surgery,2018,44.0
 Orkhon, Surgery,2017,28.0
 Orkhon, Surgery,2016,25.0
 Orkhon, Surgery,2015,25.0
 Orkhon, Obstetrics,2025,71.0
 Orkhon, Obstetrics,2024,71.0
 Orkhon, Obstetrics,2023,71.0
 Orkhon, Obstetrics,2022,41.0
 Orkhon, Obstetrics,2021,79.0
 Orkhon, Obstetrics,2020,79.0
 Orkhon, Obstetrics,2019,79.0
 Orkhon, Obstetrics,2018,79.0
 Orkhon, Obstetrics,2017,79.0
 Orkhon, Obstetrics,2016,79.0
 Orkhon, Obstetrics,2015,79.0
 Orkhon, Gyneacology,2025,25.0
 Orkhon, Gyneacology,2024,25.0
 Orkhon, Gyneacology,2023,30.0
 Orkhon, Gyneacology,2022,25.0
 Orkhon, Gyneacology,2021,42.0
 Orkhon, Gyneacology,2020,37.0
 Orkhon, Gyneacology,2019,32.0
 Orkhon, Gyneacology,2018,20.0
 Orkhon, Gyneacology,2017,17.0
 Orkhon, Gyneacology,2016,17.0
 Orkhon, Gyneacology,2015,17.0
 Orkhon, Pediatrics,2025,59.0
 Orkhon, Pediatrics,2024,59.0
 Orkhon, Pediatrics,2023,59.0
 Orkhon, Pediatrics,2022,101.0
 Orkhon, Pediatrics,2021,59.0
 Orkhon, Pediatrics,2020,59.0
 Orkhon, Pediatrics,2019,59.0
 Orkhon, Pediatrics,2018,59.0
 Orkhon, Pediatrics,2017,59.0
 Orkhon, Pediatrics,2016,59.0
 Orkhon, Pediatrics,2015,59.0
 Orkhon, Infections,2025,40.0
 Orkhon, Infections,2024,40.0
 Orkhon, Infections,2023,40.0
 Orkhon, Infections,2022,40.0
 Orkhon, Infections,2021,40.0
 Orkhon, Infections,2020,40.0
 Orkhon, Infections,2019,40.0
 Orkhon, Infections,2018,40.0
 Orkhon, Infections,2017,40.0
 Orkhon, Infections,2016,40.0
 Orkhon, Infections,2015,40.0
 Orkhon, Dermatology,2025,
 Orkhon, Dermatology,2024,
 Orkhon, Dermatology,2023,0.0
 Orkhon, Dermatology,2022,0.0
 Orkhon, Dermatology,2021,0.0
 Orkhon, Dermatology,2020,0.0
 Orkhon, Dermatology,2019,0.0
 Orkhon, Dermatology,2018,0.0
 Orkhon, Dermatology,2017,0.0
 Orkhon, Dermatology,2016,0.0
 Orkhon, Dermatology,2015,0.0
 Orkhon, Tuberculosis,2025,18.0
 Orkhon, Tuberculosis,2024,18.0
 Orkhon, Tuberculosis,2023,18.0
 Orkhon, Tuberculosis,2022,18.0
 Orkhon, Tuberculosis,2021,18.0
 Orkhon, Tuberculosis,2020,18.0
 Orkhon, Tuberculosis,2019,18.0
 Orkhon, Tuberculosis,2018,18.0
 Orkhon, Tuberculosis,2017,30.0
 Orkhon, Tuberculosis,2016,30.0
 Orkhon, Tuberculosis,2015,30.0
 Orkhon, Neurology,2025,98.0
 Orkhon, Neurology,2024,89.0
 Orkhon, Neurology,2023,99.0
 Orkhon, Neurology,2022,102.0
 Orkhon, Neurology,2021,99.0
 Orkhon, Neurology,2020,104.0
 Orkhon, Neurology,2019,90.0
 Orkhon, Neurology,2018,58.0
 Orkhon, Neurology,2017,45.0
 Orkhon, Neurology,2016,35.0
 Orkhon, Neurology,2015,35.0
 Orkhon, Psychiatry & narcology,2025,41.0
 Orkhon, Psychiatry & narcology,2024,41.0
 Orkhon, Psychiatry & narcology,2023,39.0
 Orkhon, Psychiatry & narcology,2022,36.0
 Orkhon, Psychiatry & narcology,2021,34.0
 Orkhon, Psychiatry & narcology,2020,34.0
 Orkhon, Psychiatry & narcology,2019,34.0
 Orkhon, Psychiatry & narcology,2018,34.0
 Orkhon, Psychiatry & narcology,2017,45.0
 Orkhon, Psychiatry & narcology,2016,45.0
 Orkhon, Psychiatry & narcology,2015,45.0
 Orkhon, Traumatology,2025,36.0
 Orkhon, Traumatology,2024,41.0
 Orkhon, Traumatology,2023,40.0
 Orkhon, Traumatology,2022,32.0
 Orkhon, Traumatology,2021,35.0
 Orkhon, Traumatology,2020,35.0
 Orkhon, Traumatology,2019,35.0
 Orkhon, Traumatology,2018,35.0
 Orkhon, Traumatology,2017,35.0
 Orkhon, Traumatology,2016,35.0
 Orkhon, Traumatology,2015,35.0
 Orkhon, Nephrology,2025,
 Orkhon, Nephrology,2024,
 Orkhon, Nephrology,2023,0.0
 Orkhon, Nephrology,2022,0.0
 Orkhon, Nephrology,2021,0.0
 Orkhon, Nephrology,2020,0.0
 Orkhon, Nephrology,2019,0.0
 Orkhon, Nephrology,2018,0.0
 Orkhon, Nephrology,2017,0.0
 Orkhon, Nephrology,2016,0.0
 Orkhon, Nephrology,2015,0.0
 Orkhon, Urology,2025,5.0
 Orkhon, Urology,2024,5.0
 Orkhon, Urology,2023,0.0
 Orkhon, Urology,2022,0.0
 Orkhon, Urology,2021,0.0
 Orkhon, Urology,2020,0.0
 Orkhon, Urology,2019,0.0
 Orkhon, Urology,2018,0.0
 Orkhon, Urology,2017,0.0
 Orkhon, Urology,2016,0.0
 Orkhon, Urology,2015,0.0
 Orkhon, Anaesthesiology,2025,13.0
 Orkhon, Anaesthesiology,2024,13.0
 Orkhon, Anaesthesiology,2023,13.0
 Orkhon, Anaesthesiology,2022,13.0
 Orkhon, Anaesthesiology,2021,16.0
 Orkhon, Anaesthesiology,2020,16.0
 Orkhon, Anaesthesiology,2019,14.0
 Orkhon, Anaesthesiology,2018,14.0
 Orkhon, Anaesthesiology,2017,16.0
 Orkhon, Anaesthesiology,2016,14.0
 Orkhon, Anaesthesiology,2015,14.0
 Orkhon, Ophtalmology,2025,9.0
 Orkhon, Ophtalmology,2024,10.0
 Orkhon, Ophtalmology,2023,4.0
 Orkhon, Ophtalmology,2022,0.0
 Orkhon, Ophtalmology,2021,4.0
 Orkhon, Ophtalmology,2020,7.0
 Orkhon, Ophtalmology,2019,0.0
 Orkhon, Ophtalmology,2018,1.0
 Orkhon, Ophtalmology,2017,1.0
 Orkhon, Ophtalmology,2016,0.0
 Orkhon, Ophtalmology,2015,0.0
 Orkhon, Otorhinolaryngology,2025,34.0
 Orkhon, Otorhinolaryngology,2024,34.0
 Orkhon, Otorhinolaryngology,2023,37.0
 Orkhon, Otorhinolaryngology,2022,19.0
 Orkhon, Otorhinolaryngology,2021,17.0
 Orkhon, Otorhinolaryngology,2020,17.0
 Orkhon, Otorhinolaryngology,2019,15.0
 Orkhon, Otorhinolaryngology,2018,15.0
 Orkhon, Otorhinolaryngology,2017,10.0
 Orkhon, Otorhinolaryngology,2016,9.0
 Orkhon, Otorhinolaryngology,2015,9.0
 Orkhon, Dentist & stamatology,2025,
 Orkhon, Dentist & stamatology,2024,
 Orkhon, Dentist & stamatology,2023,0.0
 Orkhon, Dentist & stamatology,2022,0.0
 Orkhon, Dentist & stamatology,2021,0.0
 Orkhon, Dentist & stamatology,2020,0.0
 Orkhon, Dentist & stamatology,2019,0.0
 Orkhon, Dentist & stamatology,2018,0.0
 Orkhon, Dentist & stamatology,2017,0.0
 Orkhon, Dentist & stamatology,2016,0.0
 Orkhon, Dentist & stamatology,2015,0.0
 Orkhon, Oncology,2025,
 Orkhon, Oncology,2024,
 Orkhon, Oncology,2023,0.0
 Orkhon, Oncology,2022,0.0
 Orkhon, Oncology,2021,0.0
 Orkhon, Oncology,2020,0.0
 Orkhon, Oncology,2019,0.0
 Orkhon, Oncology,2018,0.0
 Orkhon, Oncology,2017,0.0
 Orkhon, Oncology,2016,0.0
 Orkhon, Oncology,2015,0.0
 Orkhon, Traditional medicine,2025,150.0
 Orkhon, Traditional medicine,2024,149.0
 Orkhon, Traditional medicine,2023,128.0
 Orkhon, Traditional medicine,2022,109.0
 Orkhon, Traditional medicine,2021,75.0
 Orkhon, Traditional medicine,2020,68.0
 Orkhon, Traditional medicine,2019,50.0
 Orkhon, Traditional medicine,2018,40.0
 Orkhon, Traditional medicine,2017,25.0
 Orkhon, Traditional medicine,2016,25.0
 Orkhon, Traditional medicine,2015,19.0
 Orkhon, Palliative care,2025,22.0
 Orkhon, Palliative care,2024,19.0
 Orkhon, Palliative care,2023,8.0
 Orkhon, Palliative care,2022,12.0
 Orkhon, Palliative care,2021,18.0
 Orkhon, Palliative care,2020,18.0
 Orkhon, Palliative care,2019,34.0
 Orkhon, Palliative care,2018,35.0
 Orkhon, Palliative care,2017,27.0
 Orkhon, Palliative care,2016,27.0
 Orkhon, Palliative care,2015,25.0
 Orkhon, Other,2025,18.0
 Orkhon, Other,2024,23.0
 Orkhon, Other,2023,18.0
 Orkhon, Other,2022,32.0
 Orkhon, Other,2021,21.0
 Orkhon, Other,2020,21.0
 Orkhon, Other,2019,20.0
 Orkhon, Other,2018,20.0
 Orkhon, Other,2017,30.0
 Orkhon, Other,2016,73.0
 Orkhon, Other,2015,30.0
 Uvurkhangai,Total,2025,950.0
 Uvurkhangai,Total,2024,919.0
 Uvurkhangai,Total,2023,1044.0
 Uvurkhangai,Total,2022,1054.0
 Uvurkhangai,Total,2021,1606.0
 Uvurkhangai,Total,2020,934.0
 Uvurkhangai,Total,2019,856.0
 Uvurkhangai,Total,2018,833.0
 Uvurkhangai,Total,2017,835.0
 Uvurkhangai,Total,2016,716.0
 Uvurkhangai,Total,2015,684.0
 Uvurkhangai, Internal medicine,2025,256.0
 Uvurkhangai, Internal medicine,2024,268.0
 Uvurkhangai, Internal medicine,2023,317.0
 Uvurkhangai, Internal medicine,2022,368.0
 Uvurkhangai, Internal medicine,2021,241.0
 Uvurkhangai, Internal medicine,2020,246.0
 Uvurkhangai, Internal medicine,2019,298.0
 Uvurkhangai, Internal medicine,2018,287.0
 Uvurkhangai, Internal medicine,2017,286.0
 Uvurkhangai, Internal medicine,2016,207.0
 Uvurkhangai, Internal medicine,2015,207.0
 Uvurkhangai, Surgery,2025,50.0
 Uvurkhangai, Surgery,2024,48.0
 Uvurkhangai, Surgery,2023,54.0
 Uvurkhangai, Surgery,2022,52.0
 Uvurkhangai, Surgery,2021,55.0
 Uvurkhangai, Surgery,2020,55.0
 Uvurkhangai, Surgery,2019,55.0
 Uvurkhangai, Surgery,2018,55.0
 Uvurkhangai, Surgery,2017,55.0
 Uvurkhangai, Surgery,2016,58.0
 Uvurkhangai, Surgery,2015,58.0
 Uvurkhangai, Obstetrics,2025,57.0
 Uvurkhangai, Obstetrics,2024,58.0
 Uvurkhangai, Obstetrics,2023,68.0
 Uvurkhangai, Obstetrics,2022,64.0
 Uvurkhangai, Obstetrics,2021,68.0
 Uvurkhangai, Obstetrics,2020,68.0
 Uvurkhangai, Obstetrics,2019,68.0
 Uvurkhangai, Obstetrics,2018,72.0
 Uvurkhangai, Obstetrics,2017,73.0
 Uvurkhangai, Obstetrics,2016,66.0
 Uvurkhangai, Obstetrics,2015,66.0
 Uvurkhangai, Gyneacology,2025,54.0
 Uvurkhangai, Gyneacology,2024,51.0
 Uvurkhangai, Gyneacology,2023,64.0
 Uvurkhangai, Gyneacology,2022,67.0
 Uvurkhangai, Gyneacology,2021,47.0
 Uvurkhangai, Gyneacology,2020,47.0
 Uvurkhangai, Gyneacology,2019,72.0
 Uvurkhangai, Gyneacology,2018,63.0
 Uvurkhangai, Gyneacology,2017,63.0
 Uvurkhangai, Gyneacology,2016,66.0
 Uvurkhangai, Gyneacology,2015,66.0
 Uvurkhangai, Pediatrics,2025,165.0
 Uvurkhangai, Pediatrics,2024,163.0
 Uvurkhangai, Pediatrics,2023,173.0
 Uvurkhangai, Pediatrics,2022,164.0
 Uvurkhangai, Pediatrics,2021,140.0
 Uvurkhangai, Pediatrics,2020,146.0
 Uvurkhangai, Pediatrics,2019,161.0
 Uvurkhangai, Pediatrics,2018,153.0
 Uvurkhangai, Pediatrics,2017,160.0
 Uvurkhangai, Pediatrics,2016,121.0
 Uvurkhangai, Pediatrics,2015,121.0
 Uvurkhangai, Infections,2025,37.0
 Uvurkhangai, Infections,2024,40.0
 Uvurkhangai, Infections,2023,50.0
 Uvurkhangai, Infections,2022,54.0
 Uvurkhangai, Infections,2021,695.0
 Uvurkhangai, Infections,2020,58.0
 Uvurkhangai, Infections,2019,58.0
 Uvurkhangai, Infections,2018,57.0
 Uvurkhangai, Infections,2017,57.0
 Uvurkhangai, Infections,2016,57.0
