id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Барилгын зориулалт,"Барилга, байгууламжийн нэр",Архитектур төлөвлөлтийн даалгаврын дугаар,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
1439142,ТАЗ1728388480234,,Polygon,106.910257,47.905149,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Үйлчилгээний барилга,,Хан-Уул,1-р хороо,19-р хороолол-2 /17031/,
1439206,ТТА131728466661047,,Polygon,107.419881,47.695808,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-782,Налайх,3-р хороо,Налайхын тал /12616/,
1439207,ТТА131728467177371,,Polygon,107.436437,47.687604,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-782,Налайх,3-р хороо,"Налайхын тал /12616/, Буурлын даваа /12618/",
1439209,ТТА131728467871727,,Polygon,107.461501,47.688697,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-782,Налайх,3-р хороо,"Налайхын тал /12616/, Буурлын даваа /12618/, Их бага модны ам /12617/",
1439245,ТАЗ1728548749637,,Polygon,106.90211,47.928414,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,
1439246,ТАЗ1728548749752,,Polygon,106.90247,47.928325,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,
1439247,ТАЗ1728548749811,,Polygon,106.902273,47.928249,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,
1439248,ТАЗ1728548749908,,Polygon,106.902668,47.92848,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,
1439249,ТАЗ1728548749977,,Polygon,106.902839,47.928214,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,
1439250,ТАЗ1728548770207,,Polygon,106.902098,47.928248,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,
1439252,ТАЗ1728549656511,,MultiPolygon,106.801444,47.844411,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,,,,
1439267,ТАЗ1728632538072,,Polygon,106.927708,47.891875,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,17-р хороо,Стадион Оргил-3 /17012/,
1439356,ТАЗ1728896779457,,Polygon,106.886974,47.921652,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,18-р хороо,4-р хороолол-4 /16063/,
1439357,ТАЗ1728896779573,,Polygon,106.886896,47.921342,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,18-р хороо,4-р хороолол-4 /16063/,
1439366,ТАЗ1728904624094,,Polygon,106.781631,47.913023,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439367,ТАЗ1728904624187,,Polygon,106.781955,47.913238,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439368,ТАЗ1728904624279,,Polygon,106.781838,47.913101,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439369,ТАЗ1728904624370,,Polygon,106.781243,47.91296,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439370,ТАЗ1728904624466,,Polygon,106.781208,47.913194,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439371,ТАЗ1728904624570,,Polygon,106.781004,47.913182,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439372,ТАЗ1728904624746,,Polygon,106.78122,47.913161,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439373,ТАЗ1728905046961,,Polygon,106.781631,47.913023,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439374,ТАЗ1728905047063,,Polygon,106.781955,47.913238,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439375,ТАЗ1728905047138,,Polygon,106.781838,47.913101,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439376,ТАЗ1728905047253,,Polygon,106.781243,47.91296,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439377,ТАЗ1728905047339,,Polygon,106.781208,47.913194,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439378,ТАЗ1728905047430,,Polygon,106.781004,47.913182,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439379,ТАЗ1728905047568,,Polygon,106.78122,47.913161,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,
1439403,ТАЗ1729046647779,,Polygon,106.692954,47.900129,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,32-р хороо,Тахилт-2 /18241/,
1439521,ТАЗ1729154049755,,Polygon,106.687824,47.922892,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,33-р хороо,Тахилт-2 /18241/,
1439522,ТАЗ1729154049909,,Polygon,106.687699,47.92306,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,33-р хороо,Тахилт-2 /18241/,
1439567,ТАЗ1729229868280,,Polygon,106.788606,47.948209,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,36-р хороо,Толгойт-6 /18105/,
1439568,ТАЗ1729229868377,,Polygon,106.78864,47.948138,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,36-р хороо,Толгойт-6 /18105/,
1439569,ТАЗ1729229868467,,Polygon,106.788727,47.94814,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,36-р хороо,Толгойт-6 /18105/,
1439620,ТАЗ1729320822624,,Polygon,107.16436,47.951867,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Амины орон сууцны хотхон,2024/00-454,Баянзүрх,33-р хороо,"Их ам, бага ам /13070/",
1439634,ТАЗ1729329992376,,Polygon,106.826139,47.87336,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,"Шинэ гэр түншлэл ХХК, Үйлчилгээтэй орон сууц",,Хан-Уул,4-р хороо,Яармаг-1 /17110/,
1439635,ТАЗ1729329992469,,Polygon,106.826152,47.873448,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,"Шинэ гэр түншлэл ХХК, Үйлчилгээтэй орон сууц",,Хан-Уул,4-р хороо,Яармаг-1 /17110/,
1439642,ТАЗ1729339030377,,Polygon,106.810587,47.868578,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,6-р хороо,Яармаг-1 /17110/,
1439643,ТАЗ1729339030463,,Polygon,106.809933,47.868482,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,6-р хороо,Яармаг-1 /17110/,
1439644,ТАЗ1729339059710,,Polygon,106.81044,47.868471,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Үйлчилгээтэй орон сууц,,Хан-Уул,6-р хороо,Яармаг-1 /17110/,
1439645,ТАЗ1729339059809,,Polygon,106.810274,47.868619,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Үйлчилгээтэй орон сууц,,Хан-Уул,6-р хороо,Яармаг-1 /17110/,
1439646,ТАЗ1729339059884,,Polygon,106.810952,47.868477,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Үйлчилгээтэй орон сууц,,Хан-Уул,6-р хороо,Яармаг-1 /17110/,
1439664,ТТА131729482519496,,Polygon,106.861422,47.877654,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-812,Хан-Уул,24-р хороо,Хүүшийн ам /17080/,
1439692,ТТА131729500270488,,Polygon,106.783091,47.852169,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-845,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,
1439693,ТТА131729500402561,,Polygon,106.783225,47.853262,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-845,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,
1439702,ТАЗ1729555791920,,Polygon,106.985509,47.917918,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Үйлчилгээтэй орон сууц,,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,
1439703,ТАЗ1729555792026,,Polygon,106.985951,47.917703,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,
1439704,ТАЗ1729555792109,,Polygon,106.985951,47.917703,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Үйлчилгээтэй орон сууц,,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,
1439718,ТАЗ1729575281078,,Polygon,107.014718,47.905163,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Үйлчилгээтэй орон сууц,,Баянзүрх,12-р хороо,Амгалан-2 /13270/,
1439719,ТАЗ1729575281175,,Polygon,107.014805,47.905493,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Үйлчилгээтэй орон сууц,,Баянзүрх,12-р хороо,Амгалан-2 /13270/,
1439772,ТАЗ1729583168505,,Polygon,106.833735,47.837941,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Нүхтийн ам /17090/,
1439773,ТАЗ1729583483989,,Polygon,106.833898,47.837908,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Нүхтийн ам /17090/,
1439857,ТАЗ1729678464943,,Polygon,106.914829,47.905367,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,15-р хороо,Стадион Оргил-1 /17010/,
1439863,ТАЗ1729678947062,,Polygon,106.914733,47.905585,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,15-р хороо,Стадион Оргил-1 /17010/,
1439866,ТАЗ1729681470204,,Polygon,106.789234,47.901799,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-3 /16102/,
1439871,ТАЗ1729737296181,,Polygon,106.858937,47.900203,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,3-р хороо,Үйлдвэр 1-3 /17062/,
1439881,ТАЗ1729740205503,,MultiPolygon,107.056056,47.865552,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,11-р хороо,Хүрхрээ /13240/,
1439891,ТАЗ1729749205377,,Polygon,106.880619,47.907222,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,24-р хороо,Үйлдвэрийн төвийн бүс-3 /16030/,
1440169,ТАЗ1730339579398,,Polygon,106.92435,47.90479,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,15-р хороо,Стадион Оргил-1 /17010/,
1440178,ТТА131730354712074,,Polygon,107.238169,47.775611,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-871,Налайх,7-р хороо,Бадрал /12800/,
1440220,ТАЗ1730690484718,,Polygon,106.78676,47.894369,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Авто зам талбай,2024/00-313,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-3 /16102/,
1440262,ТТА181730793834047,,Polygon,106.935741,47.910448,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-875,Баянзүрх,43-р хороо,"13-р хороолол 2-5 /13374/, 13-р хороолол 2-3 /13372/",Нарны зам
1440263,ТТА181730793834166,,Polygon,106.938448,47.910411,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-875,Баянзүрх,"43-р хороо, 18-р хороо, 25-р хороо",13-р хороолол 2-3 /13372/,Нарны зам
1440264,ТТА181730793834327,,Polygon,106.940045,47.910397,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-875,Баянзүрх,"18-р хороо, 25-р хороо","13-р хороолол 2-3 /13372/, 13-р хороолол 2-2 /13371/",Нарны зам
1440293,ТАЗ1730858480443,,Polygon,106.784395,47.837005,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,
1440574,ТТА141731030273616,,Polygon,106.78685,47.837192,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-882,Хан-Уул,"8-р хороо, 21-р хороо","Буянт Ухаа  хороолол-2 /17121/, Дарга толгойн хэсэг /17102/",
1440619,ТАЗ1731287818449,,Polygon,106.997654,47.921409,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,8-р хороо,Шар хад-1 /13280/,
1440620,ТАЗ1731287818640,,Polygon,106.99749,47.921023,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,"8-р хороо, 38-р хороо",Шар хад-1 /13280/,
1440686,ТАЗ1731315522774,,Polygon,106.835329,47.8676,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Арцатын ам /17100/,
1440709,ТАЗ1731378268465,,Polygon,106.820318,47.931024,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,6-р хороо,Ханын материал-1 /18060/,
1440718,ТАЗ1731379580030,,Polygon,106.834374,47.898597,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,29-р хороо,Үйлдвэрийн баруун бүс-1 /16100/,
1440785,ТАЗ1731393355811,,Polygon,107.041629,47.920054,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,35-р хороо,Улиастай /13250/,
1440787,ТАЗ1731394233857,,Polygon,107.041425,47.920161,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,35-р хороо,Улиастай /13250/,
1440788,ТАЗ1731395371802,,Polygon,106.822019,47.935694,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,6-р хороо,Ханын материал-1 /18060/,
1440813,ТАЗ1731473639357,,Polygon,106.839851,47.861856,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Арцатын ам /17100/,
1440814,ТАЗ1731473639453,,Polygon,106.839876,47.861959,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Арцатын ам /17100/,
1440840,ТАЗ1731546546640,,Polygon,106.849178,47.86248,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Арцатын ам /17100/,
1440844,ТТА181731547006171,,Polygon,106.865869,47.90255,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-898,Хан-Уул,3-р хороо,Үйлдвэр 1-3 /17062/,
1440938,ТАЗ1731641784465,,Polygon,106.946104,47.920933,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,4-р хороо,15-р хороолол-5 /13344/,
1440949,ТАЗ1731645945016,,Polygon,106.864061,47.905971,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,25-р хороо,Үйлдвэрийн төвийн бүс-3 /16030/,Баруун үйлдвэрийн гудамж
1440976,ТАЗ1731651529355,,Polygon,106.80897,47.851915,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",
1440984,ТАЗ1731656737509,,Polygon,106.789973,47.938525,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,26-р хороо,Толгойт-6 /18105/,
1440997,ТАЗ1731893897559,,Polygon,106.778727,47.859831,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,25-р хороо,Буянт Ухаа  хороолол-1 /17120/,
1440998,ТАЗ1731893897698,,Polygon,106.779156,47.859919,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,25-р хороо,Буянт Ухаа  хороолол-1 /17120/,
1441020,ТАЗ1731915131759,,Polygon,106.990418,47.918284,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,"Улаанхуаран-2 /13301/, Шар хад-1 /13280/",
1441021,ТАЗ1731915131913,,Polygon,106.990925,47.918374,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,
1441022,ТАЗ1731915131998,,Polygon,106.991377,47.918353,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,
1441023,ТАЗ1731915132067,,Polygon,106.990772,47.918222,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,
1441024,ТАЗ1731915132136,,Polygon,106.990671,47.918106,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,
1441025,ТАЗ1731915132199,,Polygon,106.990231,47.918104,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,
1441026,ТАЗ1731915132273,,Polygon,106.990395,47.917858,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,"Улаанхуаран-2 /13301/, Шар хад-1 /13280/",
1441027,ТАЗ1731915132364,,Polygon,106.990697,47.917797,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,
1441028,ТАЗ1731915132494,,Polygon,106.991026,47.917686,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,
1441029,ТАЗ1731915132580,,Polygon,106.991182,47.917341,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,
1441034,ТАЗ1731916517442,,Polygon,106.990834,47.917665,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,
1441035,ТАЗ1731916517547,,Polygon,106.990979,47.918108,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,Шар хад-1 /13280/,
1441036,ТАЗ1731916517753,,Polygon,106.990197,47.91811,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,"Улаанхуаран-2 /13301/, Шар хад-1 /13280/",
1441037,ТАЗ1731916517845,,Polygon,106.990304,47.918018,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,38-р хороо,"Улаанхуаран-2 /13301/, Шар хад-1 /13280/",
1441079,ТАЗ1732008152131,,Polygon,107.249915,47.778184,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Налайх,1-р хороо,Уурхайчин /12750/,
1441081,ТАЗ1732009209463,,Polygon,107.250034,47.778082,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Налайх,1-р хороо,Уурхайчин /12750/,
1441096,ТАЗ1732074307585,,Polygon,106.994305,47.912031,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,12-р хороо,Амгалан-2 /13270/,
1441097,ТАЗ1732074307685,,Polygon,106.994564,47.912146,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,12-р хороо,Амгалан-2 /13270/,
1441107,ТАЗ1732081653424,,Polygon,106.994488,47.911964,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,12-р хороо,"Амгалан-2 /13270/, Амгалан-3 /13271/",
1441124,ТАЗ1732089798355,,Polygon,106.94762,47.986215,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сүхбаатар,16-р хороо,Дамбадаржаа-2 /14061/,
1441125,ТАЗ1732089798473,,Polygon,106.947632,47.986254,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сүхбаатар,16-р хороо,Дамбадаржаа-2 /14061/,
1441126,ТАЗ1732089798575,,Polygon,106.947745,47.986234,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сүхбаатар,16-р хороо,Дамбадаржаа-2 /14061/,
1441148,ТТА161732153997550,,Polygon,106.798183,47.844519,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-929,Хан-Уул,"8-р хороо, 21-р хороо","Буянт Ухаа  хороолол-2 /17121/, Дарга толгойн хэсэг /17102/",Архивчдын гудамж
1441153,ТАЗ1732157936229,,Polygon,106.910683,47.937542,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сүхбаатар,9-р хороо,7-р хороолол-3 /14182/,
1441173,ТТА111732178172472,,Polygon,106.914306,47.93702,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-932,Сүхбаатар,11-р хороо,7-р хороолол-3 /14182/,Ногоон нуурын гудамж
1441176,ТАЗ1732240141826,,Polygon,107.26968,47.729253,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Налайх,3-р хороо,Баян /12614/,
1441197,ТАЗ1732242032176,,Polygon,106.803712,47.864759,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,7-р хороо,Яармаг-2  /17111/,
1441275,ТАЗ1732256200925,,Polygon,106.801825,47.844869,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,
1441276,ТАЗ1732256201225,,Polygon,106.804203,47.842633,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,
1441637,ТТА131733646714092,,Polygon,106.8188,47.849187,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-961,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",
1441685,ТТА141733887280048,,Polygon,107.48833,47.354192,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,2024/00-993,Багахангай,2-р хороо,"Өртөөний хэсэг /12310/, Замчин-БХД /12314/, Нуур /12312/",
1441713,ТАЗ1733900034618,,Polygon,106.973304,47.914895,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,13-р хороо,14-р хороолол-1 /13330/,
1441714,ТАЗ1733900034712,,Polygon,106.97421,47.914012,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,13-р хороо,14-р хороолол-1 /13330/,
1441861,ТАЗ1734408044559,,Polygon,106.883038,47.89416,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441908,ТАЗ1734481189261,,Polygon,106.883038,47.89416,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441909,ТАЗ1734481213692,,Polygon,106.883216,47.893651,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441910,ТАЗ1734481213797,,Polygon,106.883211,47.894195,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441911,ТАЗ1734481213895,,Polygon,106.883308,47.893947,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441912,ТАЗ1734481213993,,Polygon,106.883169,47.893778,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441913,ТАЗ1734481214096,,Polygon,106.883457,47.89374,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441914,ТАЗ1734481214177,,Polygon,106.883459,47.894204,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441915,ТАЗ1734481214279,,Polygon,106.88279,47.893619,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441916,ТАЗ1734481214353,,Polygon,106.882769,47.893512,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,20-р хороо,Үйлдвэр 2-4 /17043/,
1441919,ТАЗ1734482368238,,Polygon,106.990353,48.016749,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сүхбаатар,20-р хороо,Бэлх-2 /14051/,
