id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хаягийн бүс,Хаягийн бүсийн код
93649,12213,Булагтай,Polygon,108.256219,47.766967,Бүсчлэлийн код /Зип код/,Булагтай,12213
93650,13314,Бага тэнгэрийн ам ,Polygon,106.974418,47.87582,Бүсчлэлийн код /Зип код/,Бага тэнгэрийн ам,13314
93651,13315,Их тэнгэрийн ам-1,Polygon,106.956245,47.863461,Бүсчлэлийн код /Зип код/,Их тэнгэрийн ам-1,13315
93652,13190,Товчоо,Polygon,107.073484,47.888684,Бүсчлэлийн код /Зип код/,Товчоо,13190
93653,13221,Хар усан тохой,Polygon,107.106787,47.911031,Бүсчлэлийн код /Зип код/,Хар усан тохой,13221
93654,13086,Шажин хурах,Polygon,107.144042,47.761671,Бүсчлэлийн код /Зип код/,Шажин хурах,13086
93655,13200,Төр хурах,Polygon,107.12482,47.791157,Бүсчлэлийн код /Зип код/,Төр хурах,13200
93657,13091,Харгана,Polygon,107.118306,47.819059,Бүсчлэлийн код /Зип код/,Харгана,13091
93658,13183,Хөлийн гол-2,Polygon,107.099073,47.874299,Бүсчлэлийн код /Зип код/,Хөлийн гол-2,13183
93659,13184,Туулын зөрлөг,Polygon,107.088594,47.877068,Бүсчлэлийн код /Зип код/,Туулын зөрлөг,13184
93660,13180,Ургах наран,Polygon,107.121795,47.869099,Бүсчлэлийн код /Зип код/,Ургах наран,13180
93661,13181,Сүүл даваа,Polygon,107.152789,47.873192,Бүсчлэлийн код /Зип код/,Сүүл даваа,13181
93662,13088,Нам даваа,Polygon,107.182876,47.83786,Бүсчлэлийн код /Зип код/,Нам даваа,13088
93663,13090,Хонхор,Polygon,107.175163,47.809105,Бүсчлэлийн код /Зип код/,Хонхор,13090
93664,13089,Хөлийн гол-1,Polygon,107.176521,47.791507,Бүсчлэлийн код /Зип код/,Хөлийн гол-1,13089
93665,13087,Майхан уул,Polygon,107.213878,47.797651,Бүсчлэлийн код /Зип код/,Майхан уул,13087
93667,13051,Суурьшилгүй бүс,Polygon,107.20034,47.860978,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,13051
93668,13214,Улиастайн гол,Polygon,107.044047,47.986447,Бүсчлэлийн код /Зип код/,Улиастайн гол,13214
93669,13212,Баатархайрхан,Polygon,107.045298,47.939507,Бүсчлэлийн код /Зип код/,Баатархайрхан,13212
93670,13211,Их булгийн ам,Polygon,107.07921,47.959725,Бүсчлэлийн код /Зип код/,Их булгийн ам,13211
93671,18402,Суурьшилгүй бүс,Polygon,106.570703,47.934471,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,18402
93672,18403,Долоон худгийн хөндий,Polygon,106.555621,47.969179,Бүсчлэлийн код /Зип код/,Долоон худгийн хөндий,18403
93673,18471,Суурьшилгүй бүс,Polygon,106.558767,47.875049,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,18471
93674,18550,Суурьшилгүй бүс,Polygon,106.409148,48.237515,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,18550
93675,18530,Хөндлөнгийн ам-СХД,Polygon,106.461541,48.160132,Бүсчлэлийн код /Зип код/,Хөндлөнгийн ам-СХД,18530
93677,18540,Бүрдийн ам,Polygon,106.448981,48.240188,Бүсчлэлийн код /Зип код/,Бүрдийн ам,18540
93678,18213,Өвөр уулын овоо,Polygon,106.674441,48.176439,Бүсчлэлийн код /Зип код/,Өвөр уулын овоо,18213
93679,18216,Хүйн хөндий,Polygon,106.798461,48.198535,Бүсчлэлийн код /Зип код/,Хүйн хөндий,18216
93680,13251,Цагаан даваа,Polygon,107.003899,47.966776,Бүсчлэлийн код /Зип код/,Цагаан даваа,13251
93681,15103,Жигжид-4,Polygon,106.88586,48.054011,Бүсчлэлийн код /Зип код/,Жигжид-4,15103
93682,13350,Дарь эх-2,Polygon,106.941185,47.934446,Бүсчлэлийн код /Зип код/,Дарь эх-2,13350
93683,13361,Дарь эх 1,Polygon,106.943825,47.928851,Бүсчлэлийн код /Зип код/,Дарь эх 1,13361
93684,13352,Дунд дарь-Эх,Polygon,106.943435,47.943067,Бүсчлэлийн код /Зип код/,Дунд дарь-Эх,13352
93685,13354,Бага дарь-Эх,Polygon,106.938541,47.957037,Бүсчлэлийн код /Зип код/,Бага дарь-Эх,13354
93687,13353,Жамсран уулын өвөр,Polygon,106.951897,47.949004,Бүсчлэлийн код /Зип код/,Жамсран уулын өвөр,13353
93688,13290,Цахлай,MultiPolygon,106.99077,47.938471,Бүсчлэлийн код /Зип код/,Цахлай,13290
93689,13213,Майхант,Polygon,107.058713,47.957785,Бүсчлэлийн код /Зип код/,Майхант,13213
93690,13215,Цардуулт,Polygon,107.074467,47.985968,Бүсчлэлийн код /Зип код/,Цардуулт,13215
93691,13252,Богдын давааны ам,Polygon,107.018941,47.994695,Бүсчлэлийн код /Зип код/,Богдын давааны ам,13252
93692,13253,Улиастайн бага ам,Polygon,107.035436,48.014591,Бүсчлэлийн код /Зип код/,Улиастайн бага ам,13253
93693,13254,Их цуурай,Polygon,107.044716,48.038692,Бүсчлэлийн код /Зип код/,Их цуурай,13254
93694,13216,"Хадат, Хожуултын ам",Polygon,107.076579,48.009496,Бүсчлэлийн код /Зип код/,"Хадат, Хожуултын ам",13216
93695,13217,Шарын ам,Polygon,107.119303,48.045144,Бүсчлэлийн код /Зип код/,Шарын ам,13217
93697,13121,Бага булгийн ам-1,Polygon,107.128363,47.98316,Бүсчлэлийн код /Зип код/,Бага булгийн ам-1,13121
93698,13150,Бага булгийн ам-2,Polygon,107.112592,47.955781,Бүсчлэлийн код /Зип код/,Бага булгийн ам-2,13150
93699,12171,Нүүрэнтэйн хөндий,Polygon,108.295651,47.718555,Бүсчлэлийн код /Зип код/,Нүүрэнтэйн хөндий,12171
93700,12005,Тариан булаг-1,Polygon,108.383251,47.841102,Бүсчлэлийн код /Зип код/,Тариан булаг-1,12005
93701,12006,Тариан булаг-2,Polygon,108.359977,47.862428,Бүсчлэлийн код /Зип код/,Тариан булаг-2,12006
93702,12008,Хүрмэнтийн хөндий,Polygon,108.4294,47.775718,Бүсчлэлийн код /Зип код/,Хүрмэнтийн хөндий,12008
93703,12001,Хэрлэн голын хөвөө-1,Polygon,108.473178,47.866595,Бүсчлэлийн код /Зип код/,Хэрлэн голын хөвөө-1,12001
93704,12009,Дунд байдлаг,Polygon,108.397058,47.893224,Бүсчлэлийн код /Зип код/,Дунд байдлаг,12009
93705,18360,347-ийн гарам,Polygon,106.627188,48.098449,Бүсчлэлийн код /Зип код/,347-ийн гарам,18360
93707,17174,Аж үйлдвэрийн парк хэсэг,Polygon,106.594875,47.829663,Бүсчлэлийн код /Зип код/,Аж үйлдвэрийн парк хэсэг,17174
93708,17151,Өлзийт-2,Polygon,106.695053,47.779183,Бүсчлэлийн код /Зип код/,Өлзийт-2,17151
93709,17173,Уушийн ар,Polygon,106.534499,47.732984,Бүсчлэлийн код /Зип код/,Уушийн ар,17173
93710,18242,Тахилтын хөндий,Polygon,106.687307,47.960338,Бүсчлэлийн код /Зип код/,Тахилтын хөндий,18242
93711,12302,Суурьшилгүй бүс,Polygon,107.502829,47.377152,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,12302
93712,12301,Хангайн хөндий,Polygon,107.438942,47.41338,Бүсчлэлийн код /Зип код/,Хангайн хөндий,12301
93713,12211,Суурьшилгүй бүс,Polygon,108.407546,47.783977,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,12211
93714,17050,Богины ам,Polygon,106.893172,47.87783,Бүсчлэлийн код /Зип код/,Богины ам,17050
93715,12212,Суурьшилгүй бүс,Polygon,108.335219,47.875092,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,12212
93717,17043,Үйлдвэр 2-4,Polygon,106.87654,47.892266,Бүсчлэлийн код /Зип код/,Үйлдвэр 2-4,17043
93718,18450,Хужрын хяр,Polygon,106.514962,47.999317,Бүсчлэлийн код /Зип код/,Хужрын хяр,18450
93719,18214,Суурьшилгүй бүс,Polygon,106.830421,48.142499,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,18214
93720,18412,Суурьшилгүй бүс,Polygon,106.644801,47.866835,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,18412
