Насны бүлэг,Бүс,Хүйс,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992
15-19,Баян-Өлгий,Нийт,107417,873,399,727,742,276,931,1402,1189,1315,956,763,5609,3890,3982,4242,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баян-Өлгий,Эрэгтэй,107417,556,336,612,434,69,631,1012,1043,777,691,491,3095,1873,1981,2199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баян-Өлгий,Эмэгтэй,107417,317,63,115,308,207,300,390,146,538,265,272,2514,2017,2001,2043,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Говь-Алтай,Нийт,107417,162,474,613,625,315,581,994,780,747,659,806,3885,1043,1376,1121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Говь-Алтай,Эрэгтэй,107417,148,343,309,571,215,502,644,436,321,478,589,2312,613,952,825,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Говь-Алтай,Эмэгтэй,107417,14,130,304,54,99,79,350,344,426,181,217,1573,430,424,296,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Завхан,Нийт,107417,153,416,829,713,560,266,161,211,459,1043,780,2789,1106,1289,398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Завхан,Эрэгтэй,107417,153,373,829,713,177,223,112,166,320,491,464,1305,860,804,196,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Завхан,Эмэгтэй,107417,0,43,0,0,383,43,49,45,139,552,316,1484,246,485,202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Увс,Нийт,107417,1510,731,878,2215,2077,1213,1082,563,1213,1033,2254,3053,3146,2132,2561,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Увс,Эрэгтэй,107417,1115,331,698,1187,1825,938,704,372,802,870,1522,1442,2265,1333,1676,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Увс,Эмэгтэй,107417,395,400,180,1028,251,275,378,191,411,163,732,1611,881,799,885,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Ховд,Нийт,107417,385,870,838,477,884,743,759,787,996,815,440,3593,2454,1839,3771,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Ховд,Эрэгтэй,107417,350,622,530,351,727,582,502,535,708,566,263,2192,1287,974,2094,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Ховд,Эмэгтэй,107417,34,248,308,125,157,161,257,252,288,249,177,1401,1167,865,1677,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хангайн бүс,Нийт,107417,7065,4816,5379,7531,5840,6234,8584,7930,6190,8657,14183,20848,11447,13336,18388,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хангайн бүс,Эрэгтэй,107417,5147,2990,3407,5686,4745,4377,5832,4774,4375,5771,8060,10901,6874,8001,12671,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хангайн бүс,Эмэгтэй,107417,1918,1826,1972,1845,1095,1857,2752,3156,1815,2886,6123,9947,4573,5335,5717,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Архангай,Нийт,107417,645,1632,714,572,1145,1138,1378,618,683,1862,3946,6128,3388,3311,3611,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Архангай,Эрэгтэй,107417,456,924,398,123,908,1034,1032,364,512,1156,2374,2662,1968,2192,2820,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Архангай,Эмэгтэй,107417,190,708,316,449,238,104,346,254,171,706,1572,3466,1420,1119,791,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баянхонгор,Нийт,107417,1500,1242,1176,2278,1072,1535,2205,2422,1179,1269,2333,3275,2193,2440,2696,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баянхонгор,Эрэгтэй,107417,1307,864,515,2062,655,1064,1298,1563,1014,1007,1240,1635,1366,1326,1995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баянхонгор,Эмэгтэй,107417,192,377,661,217,417,471,907,859,165,262,1093,1640,827,1114,701,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Булган,Нийт,107417,627,83,93,461,222,233,559,301,394,541,827,1450,567,344,119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Булган,Эрэгтэй,107417,501,21,93,290,76,189,462,176,278,371,436,920,164,237,119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Булган,Эмэгтэй,107417,126,62,0,171,146,44,97,125,116,170,391,530,403,107,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Орхон,Нийт,107417,96,183,587,468,440,64,457,531,338,759,449,2245,965,842,2291,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Орхон,Эрэгтэй,107417,49,0,389,307,391,0,390,195,143,580,282,914,743,526,1929,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Орхон,Эмэгтэй,107417,47,183,198,160,49,64,67,336,195,179,167,1331,222,316,362,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Өвөрхангай,Нийт,107417,2002,573,1092,1309,1208,2136,2218,1833,2094,2732,3573,4484,2699,3274,5184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Өвөрхангай,Эрэгтэй,107417,1270,530,860,1174,998,1579,1498,1224,1506,1742,1896,2876,1602,1940,3118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Өвөрхангай,Эмэгтэй,107417,732,44,232,135,210,557,720,609,588,990,1677,1608,1097,1334,2066,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хөвсгөл,Нийт,107417,2195,1103,1717,2443,1752,1128,1767,2225,1502,1494,3055,3266,1635,3125,4487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хөвсгөл,Эрэгтэй,107417,1565,651,1152,1730,1716,511,1152,1252,922,915,1832,1894,1031,1780,2690,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хөвсгөл,Эмэгтэй,107417,630,452,566,713,36,617,615,973,580,579,1223,1372,604,1345,1797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Төвийн бүс,Нийт,107417,3607,2407,4089,5641,4058,4195,3733,3368,4891,4862,4012,9799,9638,8128,8854,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Төвийн бүс,Эрэгтэй,107417,2946,1861,3443,4107,2690,2736,2696,2252,3260,3437,2532,5775,6116,4938,5007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Төвийн бүс,Эмэгтэй,107417,661,545,646,1534,1369,1459,1037,1116,1631,1425,1480,4024,3522,3190,3847,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Говьсүмбэр,Нийт,107417,19,17,275,259,169,0,158,68,103,63,60,0,189,200,263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Говьсүмбэр,Эрэгтэй,107417,19,0,163,197,158,0,158,68,103,42,40,0,189,200,175,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Говьсүмбэр,Эмэгтэй,107417,0,17,111,61,12,0,0,0,0,21,20,0,0,0,88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дархан-Уул,Нийт,107417,731,205,364,682,578,521,268,244,239,644,383,1416,1417,647,810,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дархан-Уул,Эрэгтэй,107417,731,146,312,548,276,389,268,125,123,334,312,779,1058,349,353,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дархан-Уул,Эмэгтэй,107417,0,58,52,134,301,132,0,119,116,310,71,637,359,298,457,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дорноговь,Нийт,107417,746,186,818,550,548,446,740,876,428,515,706,1159,546,1334,477,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дорноговь,Эрэгтэй,107417,595,139,778,423,379,345,443,688,338,294,399,548,215,541,243,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дорноговь,Эмэгтэй,107417,151,47,40,127,168,101,297,188,90,221,307,611,331,793,234,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дундговь,Нийт,107417,564,866,486,355,703,836,884,774,1042,990,599,2115,892,764,1014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дундговь,Эрэгтэй,107417,495,550,372,273,607,502,642,419,733,570,398,1177,562,484,714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дундговь,Эмэгтэй,107417,69,317,115,82,97,334,242,355,309,420,201,938,330,280,300,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Өмнөговь,Нийт,107417,609,155,759,1081,410,494,427,334,498,777,525,1914,2399,1034,1350,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Өмнөговь,Эрэгтэй,107417,315,126,719,703,269,334,303,243,317,694,315,1321,1575,563,732,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Өмнөговь,Эмэгтэй,107417,294,29,40,377,142,160,124,91,181,83,210,593,824,471,618,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Сэлэнгэ,Нийт,107417,315,329,110,289,564,778,570,508,595,369,660,833,1714,2299,3166,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Сэлэнгэ,Эрэгтэй,107417,315,285,110,171,464,488,373,281,386,187,486,550,1095,1660,1761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Сэлэнгэ,Эмэгтэй,107417,0,44,0,118,100,290,197,227,209,182,174,283,619,639,1405,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Төв,Нийт,107417,622,649,1278,2426,1085,1120,686,564,1986,1504,1079,2362,2481,1850,1774,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Төв,Эрэгтэй,107417,475,616,990,1791,537,678,509,428,1260,1316,582,1400,1422,1141,1029,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Төв,Эмэгтэй,107417,147,33,289,635,549,442,177,136,726,188,497,962,1059,709,745,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Зүүн бүс,Нийт,107417,1795,2212,2256,2114,3167,2046,1608,1805,2348,1625,2796,6272,4561,4870,4341,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Зүүн бүс,Эрэгтэй,107417,1437,1459,1638,1689,2837,1737,1413,1147,1753,1242,1890,3281,3066,2932,2847,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Зүүн бүс,Эмэгтэй,107417,359,753,618,425,330,309,195,658,595,383,906,2991,1495,1938,1494,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дорнод,Нийт,107417,376,855,336,497,999,405,390,322,760,240,560,1934,1093,948,1389,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дорнод,Эрэгтэй,107417,183,517,336,316,942,405,334,221,556,142,357,774,736,675,721,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Дорнод,Эмэгтэй,107417,193,337,0,181,57,0,56,101,204,98,203,1160,357,273,668,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Сүхбаатар,Нийт,107417,728,691,804,455,1148,605,727,1002,1026,915,1112,1922,2069,3152,2546,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Сүхбаатар,Эрэгтэй,107417,598,482,795,406,968,484,647,714,690,687,742,1059,1361,1782,1720,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Сүхбаатар,Эмэгтэй,107417,129,209,10,49,180,121,80,288,336,228,370,863,708,1370,826,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хэнтий,Нийт,107417,692,666,1116,1162,1020,1036,491,481,562,470,1124,2416,1399,770,406,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хэнтий,Эрэгтэй,107417,655,460,508,968,927,848,432,212,507,413,791,1448,969,475,406,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хэнтий,Эмэгтэй,107417,36,206,608,195,93,188,59,269,55,57,333,968,430,295,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Улаанбаатар,Нийт,107417,8147,9804,7036,6478,8965,8566,4722,4674,6057,5701,4431,6678,5543,4860,6644,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Улаанбаатар,Эрэгтэй,107417,5600,6911,5616,4017,6421,6948,2433,3203,3645,2870,2962,4329,3307,3271,4192,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Улаанбаатар,Эмэгтэй,107417,2548,2894,1420,2461,2544,1618,2289,1471,2412,2831,1469,2349,2236,1589,2452,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хан-Уул,Нийт,107417,1366,1613,746,1135,855,711,501,559,698,754,343,454,194,0,441,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хан-Уул,Эрэгтэй,107417,1048,1100,556,624,689,501,249,559,522,470,205,217,194,0,249,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Хан-Уул,Эмэгтэй,107417,318,513,190,511,165,210,252,0,176,284,138,237,0,0,192,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Багануур Багахангай,Нийт,107417,32,59,0,0,0,162,0,104,97,106,57,406,288,269,465,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Багануур Багахангай,Эрэгтэй,107417,32,59,0,0,0,162,0,68,36,74,57,114,123,269,378,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Багануур Багахангай,Эмэгтэй,0,0,0,0,0,0,0,0,36,61,32,0,292,165,0,87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баянзүрх,Нийт,2915,3939,2970,2525,1906,1538,1894,1362,501,984,963,1182,1266,1981,1083,958,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баянзүрх,Эрэгтэй,1729,2728,2602,2357,1906,1403,1536,456,331,625,458,854,855,1192,799,567,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баянзүрх,Эмэгтэй,1186,1211,368,168,0,134,358,906,170,359,505,328,411,789,284,391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Налайх,Нийт,162,337,191,421,172,234,513,495,385,557,143,212,378,271,237,779,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Налайх,Эрэгтэй,42,120,191,180,172,234,346,459,289,324,86,120,208,155,237,676,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Налайх,Эмэгтэй,120,217,0,241,0,0,167,36,96,233,57,92,170,116,0,103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баянгол,Нийт,1173,569,568,1006,603,0,1325,580,214,649,618,410,791,701,533,398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баянгол,Эрэгтэй,293,228,449,481,0,0,1213,354,100,199,282,194,388,337,446,199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Баянгол,Эмэгтэй,880,340,119,525,603,0,112,226,114,450,336,216,403,364,87,199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19, Сүхбаатар,Нийт,866,572,1045,733,0,233,287,243,228,501,468,156,614,1013,821,212,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19, Сүхбаатар,Эрэгтэй,430,286,571,577,0,0,287,69,81,352,289,156,460,436,340,212,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19, Сүхбаатар,Эмэгтэй,436,286,474,156,0,233,0,174,147,149,179,0,154,577,481,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Чингэлтэй,Нийт,229,459,763,678,818,258,1015,342,884,791,863,839,1491,134,629,1092,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Чингэлтэй,Эрэгтэй,33,283,475,539,89,258,718,258,648,384,432,512,1158,134,435,768,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Чингэлтэй,Эмэгтэй,196,175,288,140,729,0,297,84,236,407,431,327,333,0,194,324,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Сонгинохайрхан,Нийт,4378,874,2595,927,1844,5848,2659,1199,1799,1780,1786,1232,1278,961,1288,2299,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Сонгинохайрхан,Эрэгтэй,3333,874,1465,927,1226,3837,2185,588,1127,1203,779,864,929,736,745,1143,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
15-19,Сонгинохайрхан,Эмэгтэй,1045,0,1131,0,618,2011,474,611,672,577,1007,368,349,225,543,1156,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Улсын дүн,Нийт,109367,105540,118780,104713,121097,131307,106212,100755,103254,109909,113293,124168,121142,119627,131247,142169,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Улсын дүн,Эрэгтэй,69809,70653,69358,62911,71169,77894,62034,60251,62785,63010,65999,69249,69906,67769,74477,78315,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Улсын дүн,Эмэгтэй,39558,34887,49422,41802,49928,53414,44178,40504,40469,46899,47294,54919,51236,51858,56770,63854,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Баруун бүс,Нийт,12029,13156,14757,17703,15520,14874,15246,16259,16338,16168,16647,18052,19720,19525,20016,23220,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Баруун бүс,Эрэгтэй,6521,9850,9619,10537,9049,7837,9177,9734,9442,8750,9368,9616,11291,10251,10853,12185,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Баруун бүс,Эмэгтэй,5509,3306,5138,7166,6471,7038,6069,6525,6896,7418,7279,8436,8429,9274,9163,11035,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Баян-Өлгий,Нийт,4426,4222,4035,4848,4178,4512,5988,6188,4769,6535,6431,5112,6284,5692,4659,5198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Баян-Өлгий,Эрэгтэй,2103,3054,2176,2695,2965,2357,3126,3783,2490,3272,3215,2453,2734,2685,2527,2566,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Баян-Өлгий,Эмэгтэй,2323,1169,1859,2153,1214,2155,2862,2405,2279,3263,3216,2659,3550,3007,2132,2632,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Говь-Алтай,Нийт,823,1405,1647,2547,3170,2851,1738,2223,1796,2189,2556,2382,2825,2454,3049,2568,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Говь-Алтай,Эрэгтэй,524,980,1046,1669,1769,985,1025,1234,1042,1130,1607,1373,1834,1173,1579,1715,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Говь-Алтай,Эмэгтэй,300,425,601,878,1401,1866,713,989,754,1059,949,1009,991,1281,1470,853,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Завхан,Нийт,403,1749,1969,2351,1286,1641,1721,1466,1787,1531,2129,4200,3542,3605,4196,3522,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Завхан,Эрэгтэй,237,1290,1470,1124,782,1089,1102,909,1094,931,1485,2152,2225,1921,2571,1553,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Завхан,Эмэгтэй,166,459,498,1227,504,551,619,557,693,600,644,2048,1317,1684,1625,1969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Увс,Нийт,2917,3408,4240,5026,4314,3448,2932,2788,3617,3063,2853,3116,3102,3925,3947,5445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Увс,Эрэгтэй,1917,2520,2931,3007,2048,2252,1763,1648,2132,1633,1705,1806,1814,2504,1895,2934,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Увс,Эмэгтэй,1000,889,1309,2019,2266,1196,1169,1140,1485,1430,1148,1310,1288,1421,2052,2511,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Ховд,Нийт,3460,2372,2866,2931,2572,2423,2867,3594,4369,2850,2678,3242,3967,3849,4165,6487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Ховд,Эрэгтэй,1740,2007,1995,2042,1486,1153,2161,2160,2684,1784,1356,1832,2684,1968,2281,3417,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Ховд,Эмэгтэй,1720,366,871,889,1086,1270,706,1434,1685,1066,1322,1410,1283,1881,1884,3070,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Хангайн бүс,Нийт,19849,22030,21914,22299,23701,24730,22678,21620,20649,19547,23698,28514,28560,24869,32639,33497,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Хангайн бүс,Эрэгтэй,13719,16423,13464,13660,13378,14360,14067,13470,12805,10929,13042,15119,17182,12892,18119,16328,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Хангайн бүс,Эмэгтэй,6130,5607,8450,8640,10323,10370,8611,8150,7844,8618,10656,13395,11378,11977,14520,17169,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Архангай,Нийт,2470,3138,3396,3279,2422,5730,4002,2854,2488,2505,3858,3919,4126,4806,5887,5463,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
20-24,Архангай,Эрэгтэй,1087,2160,2238,2184,1417,4178,2858,1910,1815,1421,2087,2245,2107,2570,2932,2935,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
