Types,Region,Year,value
Passenger car, Uvs,1942,
Passenger car, Uvs,1941,
Passenger car, Uvs,1940,
Passenger car, Khovd,2025,18315.0
Passenger car, Khovd,2024,15894.0
Passenger car, Khovd,2023,13697.0
Passenger car, Khovd,2022,15592.0
Passenger car, Khovd,2021,14720.0
Passenger car, Khovd,2020,13117.0
Passenger car, Khovd,2019,12182.0
Passenger car, Khovd,2018,11443.0
Passenger car, Khovd,2017,10420.0
Passenger car, Khovd,2016,9464.0
Passenger car, Khovd,2015,8536.0
Passenger car, Khovd,2014,7894.0
Passenger car, Khovd,2013,7140.0
Passenger car, Khovd,2012,6752.0
Passenger car, Khovd,1957,
Passenger car, Khovd,1956,
Passenger car, Khovd,1955,
Passenger car, Khovd,1954,
Passenger car, Khovd,1953,
Passenger car, Khovd,1952,
Passenger car, Khovd,1951,
Passenger car, Khovd,1950,
Passenger car, Khovd,1949,
Passenger car, Khovd,1948,
Passenger car, Khovd,1947,
Passenger car, Khovd,1946,
Passenger car, Khovd,1945,
Passenger car, Khovd,1944,
Passenger car, Khovd,1943,
Passenger car, Khovd,1942,
Passenger car, Khovd,1941,
Passenger car, Khovd,1940,
Passenger car, Khangai region,2025,126194.0
Passenger car, Khangai region,2024,105561.0
Passenger car, Khangai region,2023,93234.0
Passenger car, Khangai region,2022,98098.0
Passenger car, Khangai region,2021,98201.0
Passenger car, Khangai region,2020,88680.0
Passenger car, Khangai region,2019,82763.0
Passenger car, Khangai region,2018,78930.0
Passenger car, Khangai region,2017,71286.0
Passenger car, Khangai region,2016,64856.0
Passenger car, Khangai region,2015,58710.0
Passenger car, Khangai region,2014,52894.0
Passenger car, Khangai region,2013,47988.0
Passenger car, Khangai region,2012,44334.0
Passenger car, Khangai region,1957,
Passenger car, Khangai region,1956,
Passenger car, Khangai region,1955,
Passenger car, Khangai region,1954,
Passenger car, Khangai region,1953,
Passenger car, Khangai region,1952,
Passenger car, Khangai region,1951,
Passenger car, Khangai region,1950,
Passenger car, Khangai region,1949,
Passenger car, Khangai region,1948,
Passenger car, Khangai region,1947,
Passenger car, Khangai region,1946,
Passenger car, Khangai region,1945,
Passenger car, Khangai region,1944,
Passenger car, Khangai region,1943,
Passenger car, Khangai region,1942,
Passenger car, Khangai region,1941,
Passenger car, Khangai region,1940,
Passenger car, Arkhangai,2025,15167.0
Passenger car, Arkhangai,2024,12617.0
Passenger car, Arkhangai,2023,11767.0
Passenger car, Arkhangai,2022,10782.0
Passenger car, Arkhangai,2021,10958.0
Passenger car, Arkhangai,2020,9590.0
Passenger car, Arkhangai,2019,8422.0
Passenger car, Arkhangai,2018,7105.0
Passenger car, Arkhangai,2017,6216.0
Passenger car, Arkhangai,2016,5505.0
Passenger car, Arkhangai,2015,4786.0
Passenger car, Arkhangai,2014,4390.0
Passenger car, Arkhangai,2013,4187.0
Passenger car, Arkhangai,2012,3858.0
Passenger car, Arkhangai,1957,
Passenger car, Arkhangai,1956,
Passenger car, Arkhangai,1955,
Passenger car, Arkhangai,1954,
Passenger car, Arkhangai,1953,
Passenger car, Arkhangai,1952,
Passenger car, Arkhangai,1951,
Passenger car, Arkhangai,1950,
Passenger car, Arkhangai,1949,
Passenger car, Arkhangai,1948,
Passenger car, Arkhangai,1947,
Passenger car, Arkhangai,1946,
Passenger car, Arkhangai,1945,
Passenger car, Arkhangai,1944,
Passenger car, Arkhangai,1943,
Passenger car, Arkhangai,1942,
Passenger car, Arkhangai,1941,
Passenger car, Arkhangai,1940,
Passenger car, Bayankhongor,2025,17730.0
Passenger car, Bayankhongor,2024,15445.0
Passenger car, Bayankhongor,2023,13159.0
Passenger car, Bayankhongor,2022,14664.0
Passenger car, Bayankhongor,2021,14975.0
Passenger car, Bayankhongor,2020,13841.0
Passenger car, Bayankhongor,2019,12951.0
Passenger car, Bayankhongor,2018,14245.0
Passenger car, Bayankhongor,2017,13326.0
Passenger car, Bayankhongor,2016,12610.0
Passenger car, Bayankhongor,2015,11676.0
Passenger car, Bayankhongor,2014,10680.0
Passenger car, Bayankhongor,2013,9621.0
Passenger car, Bayankhongor,2012,8687.0
Passenger car, Bayankhongor,1957,
Passenger car, Bayankhongor,1956,
Passenger car, Bayankhongor,1955,
Passenger car, Bayankhongor,1954,
Passenger car, Bayankhongor,1953,
Passenger car, Bayankhongor,1952,
Passenger car, Bayankhongor,1951,
Passenger car, Bayankhongor,1950,
Passenger car, Bayankhongor,1949,
Passenger car, Bayankhongor,1948,
Passenger car, Bayankhongor,1947,
Passenger car, Bayankhongor,1946,
Passenger car, Bayankhongor,1945,
Passenger car, Bayankhongor,1944,
Passenger car, Bayankhongor,1943,
Passenger car, Bayankhongor,1942,
Passenger car, Bayankhongor,1941,
Passenger car, Bayankhongor,1940,
Passenger car, Bulgan,2025,11592.0
Passenger car, Bulgan,2024,9655.0
Passenger car, Bulgan,2023,8767.0
Passenger car, Bulgan,2022,9006.0
Passenger car, Bulgan,2021,9061.0
Passenger car, Bulgan,2020,7994.0
Passenger car, Bulgan,2019,7431.0
Passenger car, Bulgan,2018,6788.0
Passenger car, Bulgan,2017,6082.0
Passenger car, Bulgan,2016,5529.0
Passenger car, Bulgan,2015,4996.0
Passenger car, Bulgan,2014,4507.0
Passenger car, Bulgan,2013,4015.0
Passenger car, Bulgan,2012,3752.0
Passenger car, Bulgan,1957,
Passenger car, Bulgan,1956,
Passenger car, Bulgan,1955,
Passenger car, Bulgan,1954,
Passenger car, Bulgan,1953,
Passenger car, Bulgan,1952,
Passenger car, Bulgan,1951,
Passenger car, Bulgan,1950,
Passenger car, Bulgan,1949,
Passenger car, Bulgan,1948,
Passenger car, Bulgan,1947,
Passenger car, Bulgan,1946,
Passenger car, Bulgan,1945,
Passenger car, Bulgan,1944,
Passenger car, Bulgan,1943,
Passenger car, Bulgan,1942,
Passenger car, Bulgan,1941,
Passenger car, Bulgan,1940,
Passenger car, Orkhon,2025,30564.0
Passenger car, Orkhon,2024,26524.0
Passenger car, Orkhon,2023,23709.0
Passenger car, Orkhon,2022,26132.0
Passenger car, Orkhon,2021,24789.0
Passenger car, Orkhon,2020,22689.0
Passenger car, Orkhon,2019,21380.0
Passenger car, Orkhon,2018,20304.0
Passenger car, Orkhon,2017,18751.0
Passenger car, Orkhon,2016,17741.0
Passenger car, Orkhon,2015,16413.0
Passenger car, Orkhon,2014,14829.0
Passenger car, Orkhon,2013,13567.0
Passenger car, Orkhon,2012,12500.0
Passenger car, Orkhon,1957,
Passenger car, Orkhon,1956,
Passenger car, Orkhon,1955,
Passenger car, Orkhon,1954,
Passenger car, Orkhon,1953,
Passenger car, Orkhon,1952,
Passenger car, Orkhon,1951,
Passenger car, Orkhon,1950,
Passenger car, Orkhon,1949,
Passenger car, Orkhon,1948,
Passenger car, Orkhon,1947,
Passenger car, Orkhon,1946,
Passenger car, Orkhon,1945,
Passenger car, Orkhon,1944,
Passenger car, Orkhon,1943,
Passenger car, Orkhon,1942,
Passenger car, Orkhon,1941,
Passenger car, Orkhon,1940,
Passenger car, Uvurkhangai,2025,22708.0
Passenger car, Uvurkhangai,2024,18750.0
Passenger car, Uvurkhangai,2023,16354.0
Passenger car, Uvurkhangai,2022,17602.0
Passenger car, Uvurkhangai,2021,17086.0
Passenger car, Uvurkhangai,2020,15575.0
Passenger car, Uvurkhangai,2019,15278.0
Passenger car, Uvurkhangai,2018,14758.0
Passenger car, Uvurkhangai,2017,12872.0
Passenger car, Uvurkhangai,2016,10882.0
Passenger car, Uvurkhangai,2015,9670.0
Passenger car, Uvurkhangai,2014,8397.0
Passenger car, Uvurkhangai,2013,7532.0
Passenger car, Uvurkhangai,2012,7070.0
Passenger car, Uvurkhangai,1957,
Passenger car, Uvurkhangai,1956,
Passenger car, Uvurkhangai,1955,
Passenger car, Uvurkhangai,1954,
Passenger car, Uvurkhangai,1953,
Passenger car, Uvurkhangai,1952,
Passenger car, Uvurkhangai,1951,
Passenger car, Uvurkhangai,1950,
Passenger car, Uvurkhangai,1949,
Passenger car, Uvurkhangai,1948,
Passenger car, Uvurkhangai,1947,
Passenger car, Uvurkhangai,1946,
Passenger car, Uvurkhangai,1945,
Passenger car, Uvurkhangai,1944,
Passenger car, Uvurkhangai,1943,
Passenger car, Uvurkhangai,1942,
Passenger car, Uvurkhangai,1941,
Passenger car, Uvurkhangai,1940,
Passenger car, Khuvsgul,2025,28433.0
Passenger car, Khuvsgul,2024,22570.0
Passenger car, Khuvsgul,2023,19478.0
Passenger car, Khuvsgul,2022,19912.0
Passenger car, Khuvsgul,2021,21332.0
Passenger car, Khuvsgul,2020,18991.0
Passenger car, Khuvsgul,2019,17301.0
Passenger car, Khuvsgul,2018,15730.0
Passenger car, Khuvsgul,2017,14039.0
Passenger car, Khuvsgul,2016,12589.0
Passenger car, Khuvsgul,2015,11169.0
Passenger car, Khuvsgul,2014,10091.0
Passenger car, Khuvsgul,2013,9066.0
Passenger car, Khuvsgul,2012,8467.0
Passenger car, Khuvsgul,1957,
Passenger car, Khuvsgul,1956,
Passenger car, Khuvsgul,1955,
Passenger car, Khuvsgul,1954,
Passenger car, Khuvsgul,1953,
Passenger car, Khuvsgul,1952,
Passenger car, Khuvsgul,1951,
Passenger car, Khuvsgul,1950,
Passenger car, Khuvsgul,1949,
Passenger car, Khuvsgul,1948,
Passenger car, Khuvsgul,1947,
Passenger car, Khuvsgul,1946,
Passenger car, Khuvsgul,1945,
Passenger car, Khuvsgul,1944,
Passenger car, Khuvsgul,1943,
Passenger car, Khuvsgul,1942,
Passenger car, Khuvsgul,1941,
Passenger car, Khuvsgul,1940,
Passenger car, Central region,2025,122214.0
Passenger car, Central region,2024,101566.0
Passenger car, Central region,2023,92638.0
Passenger car, Central region,2022,97913.0
Passenger car, Central region,2021,97431.0
Passenger car, Central region,2020,89734.0
Passenger car, Central region,2019,84586.0
Passenger car, Central region,2018,79794.0
Passenger car, Central region,2017,71507.0
Passenger car, Central region,2016,64867.0
Passenger car, Central region,2015,58024.0
Passenger car, Central region,2014,52598.0
Passenger car, Central region,2013,47397.0
Passenger car, Central region,2012,43306.0
Passenger car, Central region,1957,
Passenger car, Central region,1956,
Passenger car, Central region,1955,
Passenger car, Central region,1954,
Passenger car, Central region,1953,
Passenger car, Central region,1952,
Passenger car, Central region,1951,
Passenger car, Central region,1950,
Passenger car, Central region,1949,
Passenger car, Central region,1948,
Passenger car, Central region,1947,
Passenger car, Central region,1946,
Passenger car, Central region,1945,
Passenger car, Central region,1944,
Passenger car, Central region,1943,
Passenger car, Central region,1942,
Passenger car, Central region,1941,
Passenger car, Central region,1940,
Passenger car, Govisumber,2025,3489.0
Passenger car, Govisumber,2024,2933.0
Passenger car, Govisumber,2023,2715.0
Passenger car, Govisumber,2022,2929.0
Passenger car, Govisumber,2021,3019.0
Passenger car, Govisumber,2020,2707.0
Passenger car, Govisumber,2019,2546.0
Passenger car, Govisumber,2018,2443.0
Passenger car, Govisumber,2017,2220.0
Passenger car, Govisumber,2016,2008.0
Passenger car, Govisumber,2015,1832.0
Passenger car, Govisumber,2014,1710.0
Passenger car, Govisumber,2013,1458.0
Passenger car, Govisumber,2012,1298.0
Passenger car, Govisumber,1957,
Passenger car, Govisumber,1956,
Passenger car, Govisumber,1955,
Passenger car, Govisumber,1954,
Passenger car, Govisumber,1953,
Passenger car, Govisumber,1952,
Passenger car, Govisumber,1951,
Passenger car, Govisumber,1950,
Passenger car, Govisumber,1949,
Passenger car, Govisumber,1948,
Passenger car, Govisumber,1947,
Passenger car, Govisumber,1946,
Passenger car, Govisumber,1945,
Passenger car, Govisumber,1944,
Passenger car, Govisumber,1943,
Passenger car, Govisumber,1942,
Passenger car, Govisumber,1941,
Passenger car, Govisumber,1940,
Passenger car, Darkhan-Uul,2025,27647.0
Passenger car, Darkhan-Uul,2024,22680.0
Passenger car, Darkhan-Uul,2023,20340.0
Passenger car, Darkhan-Uul,2022,22741.0
Passenger car, Darkhan-Uul,2021,21559.0
Passenger car, Darkhan-Uul,2020,19702.0
Passenger car, Darkhan-Uul,2019,18714.0
Passenger car, Darkhan-Uul,2018,17790.0
Passenger car, Darkhan-Uul,2017,16159.0
Passenger car, Darkhan-Uul,2016,15073.0
Passenger car, Darkhan-Uul,2015,14075.0
Passenger car, Darkhan-Uul,2014,12808.0
Passenger car, Darkhan-Uul,2013,11640.0
Passenger car, Darkhan-Uul,2012,10628.0
Passenger car, Darkhan-Uul,1957,
Passenger car, Darkhan-Uul,1956,
Passenger car, Darkhan-Uul,1955,
Passenger car, Darkhan-Uul,1954,
Passenger car, Darkhan-Uul,1953,
Passenger car, Darkhan-Uul,1952,
Passenger car, Darkhan-Uul,1951,
Passenger car, Darkhan-Uul,1950,
Passenger car, Darkhan-Uul,1949,
Passenger car, Darkhan-Uul,1948,
Passenger car, Darkhan-Uul,1947,
Passenger car, Darkhan-Uul,1946,
Passenger car, Darkhan-Uul,1945,
Passenger car, Darkhan-Uul,1944,
Passenger car, Darkhan-Uul,1943,
Passenger car, Darkhan-Uul,1942,
Passenger car, Darkhan-Uul,1941,
Passenger car, Darkhan-Uul,1940,
Passenger car, Dornogovi,2025,17399.0
Passenger car, Dornogovi,2024,15266.0
Passenger car, Dornogovi,2023,14337.0
Passenger car, Dornogovi,2022,14399.0
Passenger car, Dornogovi,2021,16027.0
Passenger car, Dornogovi,2020,14580.0
Passenger car, Dornogovi,2019,14422.0
Passenger car, Dornogovi,2018,13640.0
Passenger car, Dornogovi,2017,12286.0
Passenger car, Dornogovi,2016,10894.0
Passenger car, Dornogovi,2015,9775.0
Passenger car, Dornogovi,2014,9164.0
Passenger car, Dornogovi,2013,8501.0
Passenger car, Dornogovi,2012,7802.0
Passenger car, Dornogovi,1957,
Passenger car, Dornogovi,1956,
Passenger car, Dornogovi,1955,
Passenger car, Dornogovi,1954,
Passenger car, Dornogovi,1953,
Passenger car, Dornogovi,1952,
Passenger car, Dornogovi,1951,
Passenger car, Dornogovi,1950,
Passenger car, Dornogovi,1949,
Passenger car, Dornogovi,1948,
Passenger car, Dornogovi,1947,
Passenger car, Dornogovi,1946,
Passenger car, Dornogovi,1945,
Passenger car, Dornogovi,1944,
Passenger car, Dornogovi,1943,
Passenger car, Dornogovi,1942,
Passenger car, Dornogovi,1941,
Passenger car, Dornogovi,1940,
Passenger car, Dundgovi,2025,10149.0
Passenger car, Dundgovi,2024,8699.0
Passenger car, Dundgovi,2023,7676.0
Passenger car, Dundgovi,2022,7560.0
Passenger car, Dundgovi,2021,8265.0
Passenger car, Dundgovi,2020,7560.0
Passenger car, Dundgovi,2019,7240.0
Passenger car, Dundgovi,2018,6452.0
Passenger car, Dundgovi,2017,5728.0
Passenger car, Dundgovi,2016,5187.0
Passenger car, Dundgovi,2015,4555.0
Passenger car, Dundgovi,2014,4004.0
Passenger car, Dundgovi,2013,3678.0
Passenger car, Dundgovi,2012,3400.0
Passenger car, Dundgovi,1957,
Passenger car, Dundgovi,1956,
Passenger car, Dundgovi,1955,
Passenger car, Dundgovi,1954,
Passenger car, Dundgovi,1953,
Passenger car, Dundgovi,1952,
Passenger car, Dundgovi,1951,
Passenger car, Dundgovi,1950,
Passenger car, Dundgovi,1949,
Passenger car, Dundgovi,1948,
Passenger car, Dundgovi,1947,
Passenger car, Dundgovi,1946,
Passenger car, Dundgovi,1945,
Passenger car, Dundgovi,1944,
Passenger car, Dundgovi,1943,
Passenger car, Dundgovi,1942,
Passenger car, Dundgovi,1941,
Passenger car, Dundgovi,1940,
Passenger car, Umnugovi,2025,24236.0
Passenger car, Umnugovi,2024,20388.0
Passenger car, Umnugovi,2023,18437.0
Passenger car, Umnugovi,2022,19591.0
Passenger car, Umnugovi,2021,18906.0
Passenger car, Umnugovi,2020,17490.0
Passenger car, Umnugovi,2019,16306.0
Passenger car, Umnugovi,2018,15304.0
Passenger car, Umnugovi,2017,13599.0
Passenger car, Umnugovi,2016,12078.0
Passenger car, Umnugovi,2015,10705.0
Passenger car, Umnugovi,2014,9583.0
Passenger car, Umnugovi,2013,8795.0
Passenger car, Umnugovi,2012,7898.0
Passenger car, Umnugovi,1957,
Passenger car, Umnugovi,1956,
Passenger car, Umnugovi,1955,
Passenger car, Umnugovi,1954,
Passenger car, Umnugovi,1953,
Passenger car, Umnugovi,1952,
Passenger car, Umnugovi,1951,
Passenger car, Umnugovi,1950,
Passenger car, Umnugovi,1949,
Passenger car, Umnugovi,1948,
Passenger car, Umnugovi,1947,
Passenger car, Umnugovi,1946,
Passenger car, Umnugovi,1945,
Passenger car, Umnugovi,1944,
Passenger car, Umnugovi,1943,
Passenger car, Umnugovi,1942,
Passenger car, Umnugovi,1941,
Passenger car, Umnugovi,1940,
Passenger car, Selenge,2025,22229.0
Passenger car, Selenge,2024,19022.0
Passenger car, Selenge,2023,17696.0
Passenger car, Selenge,2022,18597.0
Passenger car, Selenge,2021,17695.0
Passenger car, Selenge,2020,16888.0
Passenger car, Selenge,2019,15337.0
Passenger car, Selenge,2018,14833.0
Passenger car, Selenge,2017,13072.0
Passenger car, Selenge,2016,11938.0
Passenger car, Selenge,2015,10268.0
Passenger car, Selenge,2014,8871.0
Passenger car, Selenge,2013,8159.0
Passenger car, Selenge,2012,7541.0
Passenger car, Selenge,1957,
Passenger car, Selenge,1956,
Passenger car, Selenge,1955,
Passenger car, Selenge,1954,
Passenger car, Selenge,1953,
Passenger car, Selenge,1952,
Passenger car, Selenge,1951,
Passenger car, Selenge,1950,
Passenger car, Selenge,1949,
Passenger car, Selenge,1948,
Passenger car, Selenge,1947,
Passenger car, Selenge,1946,
Passenger car, Selenge,1945,
Passenger car, Selenge,1944,
Passenger car, Selenge,1943,
Passenger car, Selenge,1942,
Passenger car, Selenge,1941,
Passenger car, Selenge,1940,
Passenger car, Tuv,2025,17065.0
Passenger car, Tuv,2024,12578.0
Passenger car, Tuv,2023,11437.0
Passenger car, Tuv,2022,12096.0
Passenger car, Tuv,2021,11960.0
Passenger car, Tuv,2020,10807.0
Passenger car, Tuv,2019,10021.0
Passenger car, Tuv,2018,9332.0
Passenger car, Tuv,2017,8443.0
Passenger car, Tuv,2016,7689.0
Passenger car, Tuv,2015,6814.0
Passenger car, Tuv,2014,6458.0
Passenger car, Tuv,2013,5166.0
Passenger car, Tuv,2012,4739.0
Passenger car, Tuv,1957,
Passenger car, Tuv,1956,
Passenger car, Tuv,1955,
Passenger car, Tuv,1954,
Passenger car, Tuv,1953,
Passenger car, Tuv,1952,
Passenger car, Tuv,1951,
Passenger car, Tuv,1950,
Passenger car, Tuv,1949,
Passenger car, Tuv,1948,
Passenger car, Tuv,1947,
Passenger car, Tuv,1946,
Passenger car, Tuv,1945,
Passenger car, Tuv,1944,
Passenger car, Tuv,1943,
Passenger car, Tuv,1942,
Passenger car, Tuv,1941,
Passenger car, Tuv,1940,
Passenger car, Eastern region,2025,45312.0
Passenger car, Eastern region,2024,38395.0
Passenger car, Eastern region,2023,35117.0
Passenger car, Eastern region,2022,35208.0
Passenger car, Eastern region,2021,34889.0
Passenger car, Eastern region,2020,30338.0
Passenger car, Eastern region,2019,27855.0
Passenger car, Eastern region,2018,25510.0
Passenger car, Eastern region,2017,22444.0
Passenger car, Eastern region,2016,20082.0
Passenger car, Eastern region,2015,17994.0
Passenger car, Eastern region,2014,16644.0
Passenger car, Eastern region,2013,15139.0
Passenger car, Eastern region,2012,13641.0
Passenger car, Eastern region,1957,
Passenger car, Eastern region,1956,
Passenger car, Eastern region,1955,
Passenger car, Eastern region,1954,
Passenger car, Eastern region,1953,
Passenger car, Eastern region,1952,
Passenger car, Eastern region,1951,
Passenger car, Eastern region,1950,
Passenger car, Eastern region,1949,
Passenger car, Eastern region,1948,
Passenger car, Eastern region,1947,
Passenger car, Eastern region,1946,
Passenger car, Eastern region,1945,
Passenger car, Eastern region,1944,
Passenger car, Eastern region,1943,
Passenger car, Eastern region,1942,
Passenger car, Eastern region,1941,
Passenger car, Eastern region,1940,
Passenger car, Dornod,2025,17736.0
Passenger car, Dornod,2024,15038.0
Passenger car, Dornod,2023,13169.0
Passenger car, Dornod,2022,12852.0
Passenger car, Dornod,2021,13528.0
Passenger car, Dornod,2020,11841.0
Passenger car, Dornod,2019,10912.0
Passenger car, Dornod,2018,10243.0
Passenger car, Dornod,2017,9000.0
Passenger car, Dornod,2016,7918.0
Passenger car, Dornod,2015,7155.0
Passenger car, Dornod,2014,6720.0
Passenger car, Dornod,2013,6287.0
Passenger car, Dornod,2012,5688.0
Passenger car, Dornod,1957,
Passenger car, Dornod,1956,
Passenger car, Dornod,1955,
Passenger car, Dornod,1954,
Passenger car, Dornod,1953,
Passenger car, Dornod,1952,
Passenger car, Dornod,1951,
Passenger car, Dornod,1950,
Passenger car, Dornod,1949,
Passenger car, Dornod,1948,
Passenger car, Dornod,1947,
Passenger car, Dornod,1946,
Passenger car, Dornod,1945,
Passenger car, Dornod,1944,
Passenger car, Dornod,1943,
Passenger car, Dornod,1942,
Passenger car, Dornod,1941,
Passenger car, Dornod,1940,
Passenger car, Sukhbaatar,2025,11830.0
Passenger car, Sukhbaatar,2024,10391.0
Passenger car, Sukhbaatar,2023,9673.0
Passenger car, Sukhbaatar,2022,9711.0
Passenger car, Sukhbaatar,2021,9241.0
Passenger car, Sukhbaatar,2020,7949.0
Passenger car, Sukhbaatar,2019,7267.0
Passenger car, Sukhbaatar,2018,6580.0
Passenger car, Sukhbaatar,2017,5932.0
Passenger car, Sukhbaatar,2016,5521.0
Passenger car, Sukhbaatar,2015,4987.0
Passenger car, Sukhbaatar,2014,4585.0
Passenger car, Sukhbaatar,2013,4042.0
Passenger car, Sukhbaatar,2012,3716.0
Passenger car, Sukhbaatar,1957,
Passenger car, Sukhbaatar,1956,
Passenger car, Sukhbaatar,1955,
Passenger car, Sukhbaatar,1954,
Passenger car, Sukhbaatar,1953,
Passenger car, Sukhbaatar,1952,
Passenger car, Sukhbaatar,1951,
Passenger car, Sukhbaatar,1950,
Passenger car, Sukhbaatar,1949,
Passenger car, Sukhbaatar,1948,
Passenger car, Sukhbaatar,1947,
Passenger car, Sukhbaatar,1946,
Passenger car, Sukhbaatar,1945,
Passenger car, Sukhbaatar,1944,
Passenger car, Sukhbaatar,1943,
Passenger car, Sukhbaatar,1942,
Passenger car, Sukhbaatar,1941,
Passenger car, Sukhbaatar,1940,
Passenger car, Khentii,2025,15746.0
Passenger car, Khentii,2024,12966.0
Passenger car, Khentii,2023,12275.0
Passenger car, Khentii,2022,12645.0
Passenger car, Khentii,2021,12120.0
Passenger car, Khentii,2020,10548.0
Passenger car, Khentii,2019,9676.0
Passenger car, Khentii,2018,8687.0
Passenger car, Khentii,2017,7512.0
Passenger car, Khentii,2016,6643.0
Passenger car, Khentii,2015,5852.0
Passenger car, Khentii,2014,5339.0
Passenger car, Khentii,2013,4810.0
Passenger car, Khentii,2012,4237.0
Passenger car, Khentii,1957,
Passenger car, Khentii,1956,
Passenger car, Khentii,1955,
Passenger car, Khentii,1954,
Passenger car, Khentii,1953,
Passenger car, Khentii,1952,
Passenger car, Khentii,1951,
Passenger car, Khentii,1950,
Passenger car, Khentii,1949,
Passenger car, Khentii,1948,
Passenger car, Khentii,1947,
Passenger car, Khentii,1946,
Passenger car, Khentii,1945,
Passenger car, Khentii,1944,
Passenger car, Khentii,1943,
Passenger car, Khentii,1942,
Passenger car, Khentii,1941,
Passenger car, Khentii,1940,
Passenger car, Ulaanbaatar,2025,583030.0
Passenger car, Ulaanbaatar,2024,580220.0
Passenger car, Ulaanbaatar,2023,505463.0
Passenger car, Ulaanbaatar,2022,513953.0
Passenger car, Ulaanbaatar,2021,478469.0
Passenger car, Ulaanbaatar,2020,447413.0
Passenger car, Ulaanbaatar,2019,417383.0
Passenger car, Ulaanbaatar,2018,397990.0
Passenger car, Ulaanbaatar,2017,377071.0
Passenger car, Ulaanbaatar,2016,356544.0
Passenger car, Ulaanbaatar,2015,337181.0
Passenger car, Ulaanbaatar,2014,315611.0
Passenger car, Ulaanbaatar,2013,289324.0
Passenger car, Ulaanbaatar,2012,258127.0
Passenger car, Ulaanbaatar,1957,
Passenger car, Ulaanbaatar,1956,
Passenger car, Ulaanbaatar,1955,
Passenger car, Ulaanbaatar,1954,
Passenger car, Ulaanbaatar,1953,
Passenger car, Ulaanbaatar,1952,
